CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
409,1,1,21,43,43,21,2,19,0,689,43
465,2,1,3,7,7,24,5,19,0,686,50
473,3,1,1,1,1,25,5,20,0,685,51
646,4,1,3,23,23,28,10,21,0,682,74
683,5,1,0,6,6,28,12,21,0,682,80
683,6,1,0,0,0,28,12,21,0,682,80
684,7,1,0,0,0,28,12,21,0,682,80
709,8,1,0,4,4,28,12,22,0,682,84
709,9,1,0,0,0,28,12,22,0,682,84
1013,10,1,1,43,43,29,25,31,0,681,127
1029,11,1,0,3,3,29,25,31,0,681,130
1034,12,1,0,1,1,29,25,32,0,681,131
1039,13,1,0,1,1,29,25,33,0,681,132
1061,14,1,0,4,4,29,25,33,0,681,136
1115,15,1,1,10,10,30,26,33,0,680,146
1115,16,1,0,0,0,30,26,33,0,680,146
1116,17,1,0,0,0,30,26,33,0,680,146
1116,18,1,0,0,0,30,26,33,0,680,146
1116,19,1,0,0,0,30,26,33,0,680,146
1116,20,1,0,0,0,30,26,33,0,680,146
1116,21,1,0,0,0,30,26,33,0,680,146
1116,22,1,0,0,0,30,26,33,0,680,146
1990,23,1,18,47,47,48,27,50,0,662,193
2498,24,1,2,10,10,50,28,51,0,660,203
2861,25,1,6,7,7,56,34,51,0,654,210
3394,26,1,2,11,11,58,36,52,0,652,221
3755,27,1,5,7,7,63,41,52,0,647,228
18237,28,1,57,166,166,120,57,96,0,590,394
18292,29,1,5,9,9,125,62,96,0,585,403
18333,30,1,1,7,7,126,63,98,0,584,410
19651,31,1,4,17,17,130,65,101,0,580,427
21451,32,1,3,23,23,133,68,104,0,577,450
32328,33,1,17,109,109,150,87,111,0,560,559
44829,34,1,1,113,113,151,106,118,0,559,672
57323,35,1,0,109,109,151,125,125,0,559,781
73126,36,1,0,130,130,151,147,133,0,559,911
89846,37,1,0,123,123,151,166,141,0,559,1034
89847,38,1,0,0,0,151,166,141,0,559,1034
89852,39,1,1,1,1,152,167,141,0,558,1035
89901,40,1,0,7,7,152,168,141,0,558,1042
89915,41,1,0,2,2,152,168,141,0,558,1044
89998,42,1,7,12,12,159,171,145,0,551,1056
90143,43,1,0,15,15,159,173,148,0,551,1071
90461,44,1,7,19,19,166,179,151,0,544,1090
90488,45,1,0,4,4,166,179,153,0,544,1094
90689,46,1,10,19,19,176,186,157,0,534,1113
90698,47,1,0,1,1,176,186,157,0,534,1114
90759,48,1,0,6,6,176,186,160,0,534,1120
90913,49,1,2,5,5,178,187,161,1,532,1125
90962,50,1,1,6,6,179,189,162,1,531,1131
91004,51,1,0,6,6,179,192,162,1,531,1137
91018,52,1,0,2,2,179,192,162,1,531,1139
91267,53,1,0,24,24,179,202,162,1,531,1163
91592,54,1,0,18,18,179,208,162,1,531,1181
91816,55,1,0,23,23,179,211,162,1,531,1204
92101,56,1,0,18,18,179,215,162,1,531,1222
92520,57,1,1,38,38,180,221,163,1,530,1260
92584,58,1,0,6,6,180,221,163,1,530,1266
92998,59,1,3,21,21,183,225,164,1,527,1287
93042,60,1,2,5,5,185,225,166,1,525,1292
93108,61,1,2,8,8,187,228,167,1,523,1300
103601,62,1,6,113,113,193,256,172,1,517,1413
103609,63,1,0,1,1,193,256,172,1,517,1414
103618,64,1,0,2,2,193,257,173,1,517,1416
103636,65,1,1,3,3,194,259,174,1,516,1419
104960,66,1,2,13,13,196,260,176,1,514,1432
105967,67,1,0,12,12,196,260,178,1,514,1444
115219,68,1,1,93,93,197,260,203,1,513,1537
124390,69,1,1,87,87,198,260,227,1,512,1624
132450,70,1,1,80,80,199,260,252,1,511,1704
144851,71,1,1,94,94,200,265,275,7,510,1798
153972,72,1,0,79,79,200,265,296,7,510,1877
164591,73,1,0,93,93,200,282,308,7,510,1970
174620,74,1,1,72,72,201,282,328,7,509,2042
182543,75,1,1,38,38,202,282,338,8,508,2080
219299,76,1,10,42,42,212,282,341,31,498,2122
379046,77,1,40,118,118,252,282,341,149,458,2240
538917,78,1,0,118,118,253,282,341,267,457,2358
704148,79,1,3,123,123,256,282,341,390,454,2481
724440,80,1,0,15,15,256,282,341,405,454,2496
724440,81,2,0,0,0,256,282,341,406,454,2496
756964,82,2,8,24,24,264,282,341,429,446,2520
766485,83,2,0,7,7,264,282,341,436,446,2527
767846,84,2,0,1,1,264,282,341,437,446,2528
797700,85,2,21,22,22,285,282,341,459,425,2550
799059,86,2,0,1,1,286,282,341,460,424,2551
828779,87,2,0,22,22,286,282,341,482,424,2573
828780,88,2,0,0,0,286,282,341,483,424,2573
886826,89,2,20,43,43,306,282,341,525,404,2616
892647,90,2,0,1,1,307,282,341,526,403,2617
892884,91,2,0,11,11,307,285,341,527,403,2628
894646,92,2,0,13,13,307,291,341,528,403,2641
894646,93,2,0,0,0,307,291,341,528,403,2641
894647,94,2,0,0,0,307,291,341,528,403,2641
894647,95,2,0,0,0,307,291,341,528,403,2641
896166,96,2,12,53,53,319,291,364,528,391,2694
897831,97,2,0,51,51,319,291,384,528,391,2745
898650,98,2,4,27,27,323,299,386,528,387,2772
901996,99,2,2,29,29,325,302,391,528,385,2801
907761,100,2,4,49,49,329,311,396,528,381,2850
910069,101,2,2,19,19,331,314,398,528,379,2869
922496,102,2,0,80,80,331,314,422,528,379,2949
933478,103,2,1,74,74,332,331,431,528,378,3023
947213,104,2,0,81,81,332,331,452,528,378,3104
962930,105,2,0,85,85,332,343,468,528,378,3189
982997,106,2,0,123,123,332,363,476,528,378,3312
982997,107,2,0,0,0,332,363,476,528,378,3312
990234,108,2,3,95,95,335,380,493,528,375,3407
994693,109,2,1,54,54,336,381,508,528,374,3461
997633,110,2,0,35,35,336,385,514,528,374,3496
997785,111,2,2,16,16,338,390,517,528,372,3512
998048,112,2,4,27,27,342,399,522,528,368,3539
998278,113,2,6,13,13,348,403,526,528,362,3552
998424,114,2,1,14,14,349,409,527,528,361,3566
998436,115,2,0,1,1,349,409,527,528,361,3567
998567,116,2,1,13,13,350,412,528,528,360,3580
998853,117,2,3,15,15,353,416,529,528,357,3595
998914,118,2,0,6,6,353,416,532,528,357,3601
998923,119,2,0,1,1,353,416,532,528,357,3602
1008666,120,2,0,110,110,353,424,557,528,357,3712
1008711,121,2,0,5,5,353,426,557,528,357,3717
1008756,122,2,1,5,5,354,428,557,528,356,3722
1008767,123,2,1,2,2,355,429,557,528,355,3724
1008773,124,2,0,1,1,355,429,557,528,355,3725
1009897,125,2,0,13,13,355,430,559,528,355,3738
1014474,126,2,0,49,49,355,434,575,528,355,3787
1022640,127,2,0,87,87,355,434,599,528,355,3874
1033757,128,2,0,112,112,355,434,630,528,355,3986
1042318,129,2,0,85,85,355,447,646,528,355,4071
1047187,130,2,0,49,49,355,452,660,528,355,4120
1055563,131,2,0,78,78,355,455,681,528,355,4198
