TestNo,TestName
1,org.springframework.classify.BackToBackPatternClassifierTests[testCreateFromConstructor]
2,org.springframework.classify.BinaryExceptionClassifierTests[testTypesProvidedInConstructor]
3,org.springframework.classify.BinaryExceptionClassifierTests[testClassifyNullIsDefault]
4,org.springframework.classify.BinaryExceptionClassifierTests[testClassifyExactMatchInCause]
5,org.springframework.classify.BinaryExceptionClassifierTests[testTypesProvidedInConstructorWithNonDefault]
6,org.springframework.classify.BinaryExceptionClassifierTests[testDefaultProvided]
7,org.springframework.classify.BinaryExceptionClassifierTests[testFalseIsDefault]
8,org.springframework.classify.BinaryExceptionClassifierTests[testClassifyRandomException]
9,org.springframework.classify.ClassifierSupportTests[testClassifyRandomException]
10,org.springframework.classify.PatternMatchingClassifierTests[testSetPatternMap]
11,org.springframework.classify.SubclassExceptionClassifierTests[testClassifyExactMatch]
12,org.springframework.classify.SubclassExceptionClassifierTests[testClassifyNullNonDefault]
13,org.springframework.classify.SubclassExceptionClassifierTests[testClassifyNull]
14,org.springframework.classify.SubclassExceptionClassifierTests[testClassifyRandomException]
15,org.springframework.classify.SubclassExceptionClassifierTests[testClassifySuperclassDoesNotMatch]
16,org.springframework.retry.AnyThrowTests[testCheckedException]
17,org.springframework.retry.AnyThrowTests[testRuntimeException]
18,org.springframework.retry.BackOffInterruptedExceptionTests[testExceptionStringThrowable]
19,org.springframework.retry.ExhaustedRetryExceptionTests[testExceptionStringThrowable]
20,org.springframework.retry.RetryExceptionTests[testExceptionString]
21,org.springframework.retry.RetryExceptionTests[testExceptionStringThrowable]
22,org.springframework.retry.TerminatedRetryExceptionTests[testExceptionStringThrowable]
23,org.springframework.retry.annotation.RecoverAnnotationRecoveryHandlerTests[defaultRecoverMethod]
24,org.springframework.retry.backoff.ExponentialBackOffPolicyTests[testSingleBackOff]
25,org.springframework.retry.backoff.ExponentialBackOffPolicyTests[testSetMultiplier]
26,org.springframework.retry.backoff.ExponentialBackOffPolicyTests[testMaximumBackOff]
27,org.springframework.retry.backoff.ExponentialBackOffPolicyTests[testSetInitialInterval]
28,org.springframework.retry.backoff.ExponentialRandomBackOffPolicyTests[testSingleBackoff]
29,org.springframework.retry.backoff.FixedBackOffPolicyTests[testSetBackoffPeriodNegative]
30,org.springframework.retry.backoff.FixedBackOffPolicyTests[testManyBackOffCalls]
31,org.springframework.retry.interceptor.RetryInterceptorBuilderTests[testBasic]
32,org.springframework.retry.interceptor.RetryInterceptorBuilderTests[testWithMoreAttempts]
33,org.springframework.retry.interceptor.StatefulRetryOperationsInterceptorTests[testDefaultInterceptorSunnyDay]
34,org.springframework.retry.interceptor.StatefulRetryOperationsInterceptorTests[testDefaultInterceptorAlwaysRetry]
35,org.springframework.retry.interceptor.StatefulRetryOperationsInterceptorTests[testDefaultTransformerInterceptorSunnyDay]
36,org.springframework.retry.interceptor.StatefulRetryOperationsInterceptorTests[testTransformerWithSuccessfulRetry]
37,org.springframework.retry.interceptor.StatefulRetryOperationsInterceptorTests[testTransformerRecoveryAfterTooManyAttempts]
38,org.springframework.retry.listener.RetryListenerSupportTests[testClose]
39,org.springframework.retry.listener.RetryListenerSupportTests[testOpen]
40,org.springframework.retry.policy.AlwaysRetryPolicyTests[testSimpleOperations]
41,org.springframework.retry.policy.AlwaysRetryPolicyTests[testParent]
42,org.springframework.retry.policy.CompositeRetryPolicyTests[testEmptyPolicies]
43,org.springframework.retry.policy.CompositeRetryPolicyTests[testTrivialPolicies]
44,org.springframework.retry.policy.CompositeRetryPolicyTests[testOptimistic]
45,org.springframework.retry.policy.CompositeRetryPolicyTests[testParent]
46,org.springframework.retry.policy.ExceptionClassifierRetryPolicyTests[testClassifierOperates]
47,org.springframework.retry.policy.ExceptionClassifierRetryPolicyTests[testParent]
48,org.springframework.retry.policy.ExceptionClassifierRetryPolicyTests[testNullContext]
49,org.springframework.retry.policy.MapRetryContextCacheTests[testPut]
50,org.springframework.retry.policy.MapRetryContextCacheTests[testRemove]
51,org.springframework.retry.policy.NeverRetryPolicyTests[testSimpleOperations]
52,org.springframework.retry.policy.NeverRetryPolicyTests[testParent]
53,org.springframework.retry.policy.SimpleRetryPolicyTests[testRetryLimitSubsequentState]
54,org.springframework.retry.policy.SimpleRetryPolicyTests[testRetryLimitInitialState]
55,org.springframework.retry.policy.SimpleRetryPolicyTests[testFatalOverridesRetryable]
56,org.springframework.retry.policy.SimpleRetryPolicyTests[testCanRetryIfNoException]
57,org.springframework.retry.policy.SimpleRetryPolicyTests[testRetryableWithCause]
58,org.springframework.retry.policy.SimpleRetryPolicyTests[testParent]
59,org.springframework.retry.policy.SimpleRetryPolicyTests[testEmptyExceptionsNeverRetry]
60,org.springframework.retry.policy.SoftReferenceMapRetryContextCacheTests[testPut]
61,org.springframework.retry.policy.SoftReferenceMapRetryContextCacheTests[testRemove]
62,org.springframework.retry.policy.StatefulRetryIntegrationTests[testExternalRetryWithSuccessOnRetry]
63,org.springframework.retry.policy.TimeoutRetryPolicyTests[testParent]
64,org.springframework.retry.support.DefaultRetryStateTests[testDefaultRetryStateObjectBoolean]
65,org.springframework.retry.support.DefaultRetryStateTests[testDefaultRetryStateObject]
66,org.springframework.retry.support.RetrySynchronizationManagerTests[testStatusRegistration]
67,org.springframework.retry.support.RetrySynchronizationManagerTests[testParent]
68,org.springframework.retry.support.RetryTemplateTests[testEarlyTerminationWithOriginalException]
69,org.springframework.retry.support.RetryTemplateTests[testDefaultConfigWithExceptionSubclass]
70,org.springframework.retry.support.RetryTemplateTests[testBackOffInterrupted]
71,org.springframework.retry.support.RetryTemplateTests[testNoSuccessRetry]
72,org.springframework.retry.support.RetryTemplateTests[testSuccessfulRetry]
73,org.springframework.retry.support.RetryTemplateTests[testSetExceptions]
74,org.springframework.retry.support.RetryTemplateTests[testRethrowError]
75,org.springframework.retry.support.RetryTemplateTests[testAlwaysTryAtLeastOnce]
76,org.springframework.retry.support.StatefulRecoveryRetryTests[testClose]
77,org.springframework.retry.support.StatefulRecoveryRetryTests[testCacheCapacityNotReachedIfRecovered]
78,org.springframework.retry.support.StatefulRecoveryRetryTests[testRecover]
79,org.springframework.retry.support.StatefulRecoveryRetryTests[testExhaustedClearsHistoryAfterLastAttempt]
80,org.springframework.retry.support.StatefulRecoveryRetryTests[testOpenSunnyDay]
81,org.springframework.classify.BackToBackPatternClassifierTests[testNoClassifiers]
82,org.springframework.classify.BinaryExceptionClassifierTests[testClassifySubclassMatchInCause]
83,org.springframework.classify.BinaryExceptionClassifierTests[testClassifyExactMatch]
84,org.springframework.classify.ClassifierAdapterTests[testClassifierAdapterClassifier]
85,org.springframework.classify.ClassifierAdapterTests[testClassifyWithSetter]
86,org.springframework.classify.ClassifierAdapterTests[testClassifyWithClassifier]
87,org.springframework.classify.ClassifierAdapterTests[testClassifyWithWrongType]
88,org.springframework.classify.ClassifierSupportTests[testClassifyNullIsDefault]
89,org.springframework.classify.PatternMatchingClassifierTests[testCreateFromMap]
90,org.springframework.classify.SubclassExceptionClassifierTests[testClassifyNullIsDefault]
91,org.springframework.classify.SubclassExceptionClassifierTests[testClassifySubclassMatch]
92,org.springframework.classify.SubclassExceptionClassifierTests[testClassifyAncestorMatch]
93,org.springframework.retry.BackOffInterruptedExceptionTests[testExceptionString]
94,org.springframework.retry.ExhaustedRetryExceptionTests[testExceptionString]
95,org.springframework.retry.TerminatedRetryExceptionTests[testExceptionString]
96,org.springframework.retry.annotation.RecoverAnnotationRecoveryHandlerTests[noArgs]
97,org.springframework.retry.annotation.RecoverAnnotationRecoveryHandlerTests[fewerArgs]
98,org.springframework.retry.annotation.RecoverAnnotationRecoveryHandlerTests[noMatch]
99,org.springframework.retry.interceptor.RetryInterceptorBuilderTests[testWithCustomBackOffPolicy]
100,org.springframework.retry.interceptor.RetryInterceptorBuilderTests[testWithCustomizedBackOffMoreAttempts]
