CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
103,1,1,0,1,1,0,0,0,0,289,1
206,2,1,1,1,1,1,0,0,1,288,2
308,3,1,0,1,1,1,0,0,2,288,3
411,4,1,0,1,1,1,0,0,3,288,4
514,5,1,0,1,1,1,0,0,4,288,5
617,6,1,0,1,1,1,0,0,5,288,6
695,7,1,9,10,10,10,8,1,6,279,16
719,8,1,1,6,6,11,9,1,6,278,22
5329,9,1,6,36,36,17,9,7,6,272,58
10150,10,1,2,38,38,19,17,14,6,270,96
14642,11,1,0,34,34,19,18,20,6,270,130
14687,12,2,1,12,12,20,27,20,6,269,142
22211,13,3,5,51,51,25,27,31,6,264,193
22211,14,4,0,0,0,25,27,31,6,264,193
28864,15,8,0,42,42,25,27,39,6,264,235
56233,16,76,14,112,112,39,27,60,7,250,347
88954,17,76,10,124,124,49,35,81,7,240,471
187926,18,76,12,204,204,61,35,102,20,228,675
237943,19,76,2,67,67,63,35,122,20,226,742
347744,20,77,12,122,122,75,45,145,23,214,864
418056,21,78,2,113,113,77,45,166,25,212,977
590340,22,78,6,212,212,83,59,188,37,206,1189
715572,23,78,0,112,112,83,59,209,38,206,1301
870111,24,78,5,132,132,88,71,237,38,201,1433
1022914,25,79,4,118,118,92,73,257,38,197,1551
1184307,26,80,1,121,121,93,75,276,38,196,1672
1288327,27,82,0,114,114,93,75,296,38,196,1786
1411231,28,83,0,122,122,93,83,318,38,196,1908
1678124,29,84,20,214,214,113,96,339,74,176,2122
1895500,30,91,41,124,124,154,98,356,143,135,2246
2124752,31,92,30,129,129,184,100,374,235,105,2375
2340834,32,93,8,128,128,192,103,403,275,97,2503
2516903,33,93,1,123,123,193,111,426,275,96,2626
2717023,34,93,0,129,129,193,122,447,275,96,2755
2929468,35,93,0,129,129,193,133,467,289,96,2884
3133580,36,93,1,121,121,194,138,483,359,95,3005
3338295,37,93,0,121,121,194,139,499,452,95,3126
3548677,38,93,0,121,121,194,144,519,525,95,3247
3720345,39,94,0,123,123,194,151,542,525,95,3370
3906474,40,94,0,123,123,194,158,565,530,95,3493
4107974,41,94,0,123,123,194,166,588,533,95,3616
4322920,42,94,0,129,129,194,169,606,578,95,3745
4521127,43,94,0,115,115,194,170,625,661,95,3860
4731368,44,94,0,121,121,194,172,642,748,95,3981
4910313,45,94,0,123,123,194,179,668,765,95,4104
5085995,46,96,0,121,121,194,191,688,767,95,4225
5273750,47,103,0,122,122,194,198,710,773,95,4347
5456148,48,109,0,110,110,194,198,728,782,95,4457
5826693,49,111,39,200,200,233,198,749,920,56,4657
6046872,50,119,1,123,123,234,200,769,1004,55,4780
6071934,51,145,0,30,30,234,200,774,1004,55,4810
6105483,52,148,0,40,40,234,209,780,1004,55,4850
6317497,53,165,0,122,122,234,217,804,1052,55,4972
6499821,54,222,0,119,119,234,267,818,1054,55,5091
6702572,55,229,0,129,129,234,269,908,1054,55,5220
6905339,56,243,0,121,121,234,275,926,1113,55,5341
7113408,57,255,3,122,122,237,277,943,1186,52,5463
7325599,58,259,0,123,123,237,280,969,1243,52,5586
7484962,59,266,0,116,116,237,282,990,1243,52,5702
7661949,60,270,0,123,123,237,290,1013,1243,52,5825
7852487,61,275,0,122,122,237,297,1035,1243,52,5947
8066902,62,354,0,130,130,237,301,1056,1284,52,6077
8389210,63,529,3,116,116,240,301,1069,1386,49,6193
8712857,64,537,0,126,126,240,301,1083,1498,49,6319
9037852,65,583,0,122,122,240,301,1096,1607,49,6441
9381628,66,584,0,124,124,240,301,1108,1720,49,6565
9717211,67,599,0,124,124,240,301,1120,1831,49,6689
10069880,68,868,0,132,132,240,301,1133,1950,49,6821
10290582,69,1008,9,100,100,249,307,1150,1951,40,6921
10530460,70,1151,0,106,106,249,307,1162,1951,40,7027
