1,KILLED,19
2,KILLED,19
3,KILLED,19
4,KILLED,19
5,KILLED,19
6,KILLED,19
7,KILLED,4,6,5,19
8,KILLED,4,6,5,19
9,KILLED,4,6,5,19
10,KILLED,4,6,5,19
11,KILLED,4,6,5,19
12,KILLED,4,6,5,19
13,SURVIVED
14,KILLED,19
15,KILLED,19
16,KILLED,19
17,KILLED,4,6,5,19
18,KILLED,4,6,5,19
19,KILLED,19
20,KILLED,4,6,5,19
21,KILLED,19
22,KILLED,4,6,5,19
23,KILLED,4,6,5,19
24,KILLED,4,6,5,19
25,KILLED,4,6,5,19
26,KILLED,4,6,5,19
27,KILLED,19
28,KILLED,4,6,5,19
29,KILLED,5,19
30,KILLED,19
31,SURVIVED
32,KILLED,19
33,KILLED,4,6,5,19
34,KILLED,19
35,KILLED,4,6,5,19
36,KILLED,19
37,KILLED,4,6,5,19
38,KILLED,4,6,5,19
39,KILLED,19
40,KILLED,19
41,KILLED,4,6,5,19
42,KILLED,19
43,KILLED,19
44,KILLED,19
45,KILLED,19
46,KILLED,19
47,KILLED,19
48,KILLED,19
49,KILLED,19
50,KILLED,4,6,5,19
51,KILLED,19
52,KILLED,19
53,KILLED,19
54,KILLED,19
55,KILLED,4,6,5,19
56,KILLED,19
57,KILLED,4,6,5,19
58,KILLED,19
59,KILLED,19
60,KILLED,19
61,KILLED,19
62,KILLED,19
63,KILLED,19
64,KILLED,4,6,5,19
65,KILLED,4,6,5,19
66,KILLED,4,6,5,19
67,KILLED,19
68,KILLED,19
69,KILLED,19
70,KILLED,19
71,KILLED,19
72,KILLED,19
73,TIMED_OUT
74,TIMED_OUT
75,TIMED_OUT
76,KILLED,4,6,5,19
77,KILLED,4,6,5,19
78,KILLED,19
79,KILLED,4,6,5,19
80,KILLED,4,6,5,19
81,KILLED,19
82,KILLED,19
83,KILLED,19
84,KILLED,4,6,5,19
85,TIMED_OUT
86,KILLED,19
87,KILLED,19
88,KILLED,19
89,KILLED,19
90,KILLED,19
91,KILLED,19
92,KILLED,19
93,KILLED,19
94,KILLED,19
95,KILLED,19
96,KILLED,19
97,KILLED,19
98,SURVIVED
99,SURVIVED
100,SURVIVED
101,KILLED,4,6,5,19
102,KILLED,19
103,KILLED,19
104,KILLED,4,6,5,19
105,SURVIVED
106,KILLED,19
107,SURVIVED
108,KILLED,19
109,KILLED,19
110,KILLED,19
111,KILLED,19
112,KILLED,19
113,KILLED,19
114,KILLED,19
115,KILLED,19
116,SURVIVED
117,SURVIVED
118,SURVIVED
119,KILLED,19
120,KILLED,19
121,KILLED,19
122,KILLED,19
123,KILLED,19
124,KILLED,19
125,KILLED,19
126,KILLED,19
127,KILLED,19
128,KILLED,19
129,KILLED,19
130,KILLED,19
131,KILLED,19
132,KILLED,19
133,KILLED,19
134,KILLED,19
135,KILLED,19
136,KILLED,19
137,KILLED,19
138,KILLED,19
139,KILLED,19
140,KILLED,19
141,KILLED,19
142,KILLED,19
143,KILLED,19
144,KILLED,19
145,KILLED,19
146,KILLED,19
147,KILLED,19
148,KILLED,19
149,KILLED,19
150,KILLED,19
151,KILLED,19
152,KILLED,19
153,KILLED,4,6,5,19
154,KILLED,19
155,KILLED,4,6,5,19
156,KILLED,4,6,5,19
157,KILLED,4,6,5,19
158,TIMED_OUT
159,KILLED,4,6,5,19
160,KILLED,4,6,5,19
161,SURVIVED
162,SURVIVED
163,KILLED,19
164,KILLED,4,6,5,19
165,KILLED,4,6,5,19
166,KILLED,19
167,KILLED,19
168,KILLED,19
169,KILLED,4,6,5,19
170,KILLED,19
171,KILLED,19
172,KILLED,19
173,KILLED,4,6,5,19
174,KILLED,19
175,KILLED,19
176,KILLED,19
177,KILLED,4,6,5,19
178,KILLED,4,6,5,19
179,KILLED,19
180,KILLED,19
181,KILLED,4,6,5,19
182,KILLED,4,6,5,19
183,KILLED,4,6,5,19
184,KILLED,19
185,KILLED,19
186,KILLED,19
187,KILLED,19
188,KILLED,19
189,KILLED,19
190,KILLED,19
191,KILLED,19
192,KILLED,19
193,KILLED,19
194,KILLED,19
195,KILLED,19
196,KILLED,19
197,KILLED,19
198,KILLED,19
199,KILLED,19
200,KILLED,19
201,KILLED,19
202,KILLED,19
203,KILLED,19
204,KILLED,19
205,KILLED,19
206,KILLED,19
207,KILLED,19
208,KILLED,19
209,KILLED,19
210,KILLED,19
211,KILLED,19
212,KILLED,19
213,KILLED,19
214,KILLED,19
215,KILLED,19
216,KILLED,19
217,KILLED,19
218,KILLED,19
219,KILLED,19
220,KILLED,19
221,KILLED,19
222,KILLED,19
223,KILLED,19
224,KILLED,19
225,KILLED,19
226,KILLED,19
227,KILLED,19
228,KILLED,19
229,KILLED,19
230,KILLED,19
231,KILLED,19
232,KILLED,19
233,KILLED,19
234,KILLED,4,6,5,19
235,KILLED,19
236,KILLED,19
237,KILLED,19
238,KILLED,19
239,KILLED,4,6,5,19
240,KILLED,19
241,KILLED,19
242,KILLED,19
243,KILLED,19
244,KILLED,19
245,KILLED,4,6,5,19
246,KILLED,19
247,KILLED,19
248,KILLED,19
249,KILLED,19
250,KILLED,19
251,KILLED,19
252,KILLED,19
253,KILLED,19
254,KILLED,19
255,KILLED,19
256,KILLED,19
257,TIMED_OUT
258,KILLED,19
259,KILLED,19
260,KILLED,19
261,KILLED,19
262,KILLED,19
263,KILLED,19
264,KILLED,19
265,KILLED,19
266,KILLED,19
267,KILLED,19
268,KILLED,19
269,KILLED,19
270,KILLED,19
271,KILLED,19
272,KILLED,19
273,KILLED,19
274,KILLED,19
275,KILLED,19
276,KILLED,19
277,KILLED,19
278,KILLED,19
279,KILLED,19
280,KILLED,19
281,KILLED,19
282,KILLED,19
283,KILLED,19
284,KILLED,19
285,KILLED,19
286,KILLED,19
287,KILLED,19
288,KILLED,19
289,KILLED,19
290,KILLED,19
291,KILLED,19
292,KILLED,19
293,KILLED,19
294,KILLED,19
295,KILLED,19
296,KILLED,19
297,KILLED,19
298,KILLED,4,6,5,19
299,KILLED,19
300,KILLED,19
301,KILLED,19
302,KILLED,19
303,KILLED,4,6,5,19
304,KILLED,19
305,KILLED,19
306,KILLED,19
307,KILLED,19
308,KILLED,19
309,KILLED,4,6,5,19
310,KILLED,19
311,KILLED,19
312,KILLED,19
313,KILLED,19
314,KILLED,4,6,5,19
315,KILLED,19
316,KILLED,4,6,5,19
317,KILLED,4,6,5,19
318,KILLED,19
319,KILLED,19
