CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
1661402,1,1,352,1226,1226,352,62,199,91,1851,1226
3646243,2,1,177,1344,1344,529,162,408,223,1674,2570
5709510,3,1,128,1289,1289,657,232,609,394,1546,3859
7984412,4,1,136,1300,1300,793,297,810,620,1410,5159
9779225,5,1,38,1291,1291,831,374,1018,729,1372,6450
11328109,6,1,71,1335,1335,902,489,1251,794,1301,7785
13443809,7,1,142,1301,1301,1044,583,1424,969,1159,9086
13447942,8,1,18,146,146,1062,637,1463,970,1141,9232
13448537,9,1,8,19,19,1070,640,1469,970,1133,9251
15539422,10,2,79,1178,1178,1149,640,1670,1168,1054,10429
17485008,11,2,34,1313,1313,1183,725,1871,1286,1020,11742
19456624,12,2,80,1399,1399,1263,880,2099,1414,940,13141
21039629,13,2,11,1398,1398,1274,985,2344,1471,929,14539
22574382,14,2,33,1235,1235,1307,1124,2525,1551,896,15774
22575197,15,2,13,47,47,1320,1132,2537,1551,883,15821
24522531,16,3,51,1454,1454,1371,1314,2825,1640,832,17275
26668306,17,5,9,1310,1310,1380,1403,3051,1673,823,18585
29041078,18,5,70,1213,1213,1450,1475,3234,1852,753,19798
31095306,19,7,50,1221,1221,1500,1512,3391,2058,703,21019
33295622,20,8,58,1436,1436,1558,1733,3675,2204,645,22455
33296226,21,19,4,40,40,1562,1743,3683,2204,641,22495
33299199,22,19,9,142,142,1571,1764,3726,2205,632,22637
33301094,23,21,12,124,124,1583,1823,3743,2205,620,22761
33311918,24,32,5,300,300,1588,1866,3815,2215,615,23061
33316634,25,45,38,122,122,1626,1907,3854,2215,577,23183
33320393,26,49,13,92,92,1639,1932,3890,2215,564,23275
33322364,27,54,0,63,63,1639,1932,3908,2215,564,23338
33329643,28,61,0,222,222,1639,1932,3979,2215,564,23560
33333492,29,136,19,92,92,1658,1956,4019,2215,545,23652
33338846,30,153,40,112,112,1698,1992,4063,2217,505,23764
35772155,31,186,32,1479,1479,1730,2251,4355,2399,473,25243
35790442,32,975,0,18,18,1730,2251,4355,2399,473,25261
38083532,33,1292,52,1442,1442,1782,2353,4600,2583,421,26703
40304769,34,2228,37,1346,1346,1819,2589,4867,2787,384,28049
