TestNo,TestName
1,com.skype.AutoVoiceMailAPITest[testGetAllVoiceMails]
2,com.skype.connector.test.AutoConnectorTest[testGetVersion]
3,com.skype.AutoChatAPITest[testGetAllActiveChat]
4,com.skype.connector.AutoPropertyTest[testBasic]
5,com.skype.connector.ConnectorTest[testProperty]
6,com.skype.connector.ConnectorUtilsTest[getConnectorInstance_ShouldReturnValidConnector]
7,com.skype.connector.osx.OSXConnectorTest[onFixLegacyMessage_ShouldAddChatPrefix]
8,com.skype.ChatMessageEditConnectorListenerTest[onProcessMessage_ShouldTriggerListenerEventIfEditSequenceIsMet]
9,com.skype.SkypeTest[addListener_ShouldNotAddListenerIfExceptionIsThrown]
10,com.skype.connector.ConnectorUtilsTest[getTempDir_ShouldReturnARandomTemporaryDirUnderTempDir]
11,com.skype.AutoSkypeClientAPITest[test]
12,com.skype.CountryIsoByCountryNameTest[onGetIsoForCountry_ShouldReturnCountryIso]
13,com.skype.AutoChatAPITest[testGetAllBookmarkedChat]
14,com.skype.AutoChatAPITest[testGetAllMissedChat]
15,com.skype.AutoDebugOutTest[testBasic]
16,com.skype.FriendTest[testGetAllFriends]
17,com.skype.AutoChatAPITest[testGetAllChat]
18,com.skype.ProfileTest[testBasic]
19,com.skype.FriendTest[testFriendProperties]
20,com.skype.AutoChatAPITest[testGetAllRecentChat]
21,com.skype.AutoVoiceMailAPITest[testVoiceMail]
22,com.skype.AutoCallAPITest[testSendDTMF]
23,com.skype.connector.test.AutoConnectorTest[testCall]
24,com.skype.AutoMainWindowStateTest[testBasic]
