CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
1703,1,1,9,18,18,9,8,1,0,1147,18
2128,2,1,1,6,6,10,10,2,0,1146,24
3280,3,1,1,16,16,11,16,4,0,1145,40
4274,4,1,1,14,14,12,22,5,0,1144,54
5027,5,1,4,10,10,16,26,6,0,1140,64
5722,6,1,1,10,10,17,29,8,0,1139,74
6284,7,1,1,8,8,18,31,10,0,1138,82
6285,8,1,0,0,0,18,31,10,0,1138,82
6285,9,1,0,0,0,18,31,10,0,1138,82
6850,10,1,1,8,8,19,34,11,0,1137,90
7624,11,1,0,10,10,19,35,13,0,1137,100
7803,12,1,2,2,2,21,37,13,0,1135,102
15227,13,1,9,47,47,30,40,19,0,1126,149
24502,14,1,3,50,50,33,43,25,1,1123,199
54139,15,1,14,153,153,47,47,41,3,1109,352
65614,16,1,2,53,53,49,49,46,4,1107,405
65614,17,1,0,0,0,49,49,46,4,1107,405
65614,18,1,0,0,0,49,49,46,4,1107,405
65614,19,1,0,0,0,49,49,46,4,1107,405
65614,20,1,0,0,0,49,49,46,4,1107,405
65614,21,1,0,0,0,49,49,46,4,1107,405
65618,22,1,1,1,1,50,49,47,4,1106,406
65619,23,1,0,0,0,50,49,47,4,1106,406
65619,24,1,0,0,0,50,49,47,4,1106,406
65619,25,1,0,0,0,50,49,47,4,1106,406
69450,26,1,0,25,25,50,49,52,4,1106,431
69599,27,1,3,3,3,53,52,52,4,1103,434
88018,28,1,33,153,153,86,52,87,4,1070,587
89532,29,1,5,6,6,91,54,90,4,1065,593
100681,30,1,10,57,57,101,62,96,5,1055,650
103799,31,1,0,15,15,101,62,96,5,1055,665
109164,32,1,6,15,15,107,62,102,5,1049,680
109164,33,1,0,0,0,107,62,102,5,1049,680
109164,34,1,0,0,0,107,62,102,5,1049,680
109338,35,1,2,5,5,109,62,104,5,1047,685
109525,36,1,0,5,5,109,62,105,5,1047,690
109525,37,1,0,0,0,109,62,105,5,1047,690
109733,38,1,1,5,5,110,62,108,5,1046,695
110170,39,1,8,13,13,118,63,117,5,1038,708
110209,40,1,1,3,3,119,63,118,5,1037,711
110260,41,1,0,3,3,119,63,119,5,1037,714
110462,42,1,0,5,5,119,63,121,5,1037,719
110918,43,1,0,13,13,119,64,129,5,1037,732
111118,44,1,0,5,5,119,64,131,5,1037,737
111299,45,1,0,5,5,119,64,134,5,1037,742
111498,46,1,0,5,5,119,64,136,5,1037,747
111975,47,1,0,5,5,119,64,138,6,1037,752
112146,48,1,0,5,5,119,65,138,6,1037,757
112324,49,1,0,5,5,119,65,140,6,1037,762
112529,50,1,0,5,5,119,65,141,6,1037,767
118764,51,1,0,562,562,119,65,141,6,1037,1329
125094,52,1,2,563,563,121,66,141,7,1035,1892
126191,53,2,1,12,12,122,69,144,7,1034,1904
127454,54,2,0,10,10,122,72,146,7,1034,1914
127455,55,2,0,0,0,122,72,146,7,1034,1914
127455,56,2,0,0,0,122,72,146,7,1034,1914
127455,57,2,0,0,0,122,72,146,7,1034,1914
127665,58,2,1,1,1,123,73,146,7,1033,1915
146291,59,2,22,79,79,145,74,170,11,1011,1994
147095,60,2,1,5,5,146,75,172,13,1010,1999
180784,61,3,17,28,28,163,75,188,14,993,2027
299034,62,5,37,53,53,200,75,239,16,956,2080
299034,63,5,0,0,0,200,75,239,16,956,2080
300361,64,5,1,1,1,201,75,239,17,955,2081
306370,65,5,4,5,5,205,75,244,18,951,2086
518401,66,6,59,115,115,264,75,312,64,892,2201
518401,67,8,0,0,0,264,75,312,64,892,2201
561957,68,12,21,24,24,285,75,333,67,871,2225
767781,69,16,77,125,125,362,75,458,67,794,2350
802842,70,24,325,564,564,687,308,459,160,469,2914
804120,71,36,0,5,5,687,308,460,163,469,2919
842281,72,71,21,23,23,708,308,480,165,448,2942
851437,73,74,1,6,6,709,308,486,165,447,2948
857356,74,75,2,5,5,711,309,489,166,445,2953
859117,75,78,0,2,2,711,309,489,167,445,2955
861858,76,78,2,3,3,713,309,492,168,443,2958
862819,77,92,0,1,1,713,309,492,168,443,2959
897261,78,95,4,20,20,717,309,510,170,439,2979
1065697,79,103,117,144,144,834,309,591,232,322,3123
1065697,80,161,0,0,0,835,309,591,233,321,3123
1116323,81,178,23,25,25,858,309,601,248,298,3148
1185098,82,232,1,40,40,859,309,641,248,297,3188
