CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
34864,1,1,325,674,674,325,88,227,10,8492,674
103074,2,1,179,577,577,504,172,416,26,8313,1251
171638,3,1,6,577,577,510,255,613,41,8307,1828
330921,4,1,521,1489,1489,1031,678,1061,70,7786,3317
400428,5,1,179,964,964,1210,885,1330,81,7607,4281
403703,6,1,5,72,72,1215,886,1346,88,7602,4353
407283,7,1,0,72,72,1215,887,1361,95,7602,4425
410579,8,1,0,72,72,1215,888,1373,102,7602,4497
413355,9,1,0,84,84,1215,896,1394,109,7602,4581
415865,10,1,5,72,72,1220,900,1403,116,7597,4653
418514,11,1,0,72,72,1220,904,1412,123,7597,4725
421289,12,1,0,73,73,1220,909,1421,130,7597,4798
423770,13,1,0,66,66,1220,910,1428,137,7597,4864
425581,14,1,6,50,50,1226,911,1435,144,7591,4914
429731,15,1,48,157,157,1274,942,1477,151,7543,5071
435214,16,1,0,157,157,1274,971,1521,158,7543,5228
440731,17,1,1,157,157,1275,996,1562,167,7542,5385
449106,18,1,0,175,175,1275,1026,1594,176,7542,5560
452510,19,1,6,93,93,1281,1029,1612,183,7536,5653
457766,20,1,47,157,157,1328,1058,1656,190,7489,5810
462689,21,1,0,156,156,1328,1075,1695,197,7489,5966
467771,22,1,0,132,132,1328,1095,1721,204,7489,6098
471323,23,1,0,93,93,1328,1098,1738,213,7489,6191
517674,24,1,93,799,799,1421,1160,2041,220,7396,6990
566520,25,1,48,833,833,1469,1320,2385,230,7348,7823
625934,26,1,43,644,644,1512,1341,2606,289,7305,8467
703399,27,1,10,741,741,1522,1354,2867,368,7295,9208
760237,28,1,137,971,971,1659,1550,3243,378,7158,10179
816209,29,1,12,948,948,1671,1695,3595,387,7146,11127
871022,30,1,16,641,641,1687,1708,3825,447,7130,11768
961969,31,1,4,738,738,1691,1721,4087,532,7126,12506
1003105,32,1,55,728,728,1746,1773,4326,539,7071,13234
1049664,33,1,30,799,799,1776,1847,4595,549,7041,14033
1055149,34,1,11,129,129,1787,1852,4623,556,7030,14162
1059443,35,1,0,84,84,1787,1859,4645,561,7030,14246
1064752,36,1,6,89,89,1793,1876,4668,568,7024,14335
