TestNo,TestName
1,com.greplin.lucene.filter.PrefixFilterTest[testBasics]
2,com.greplin.lucene.index.TermsForFieldTest[testUnindexed]
3,com.greplin.lucene.index.TermsForFieldTest[testIndexed]
4,com.greplin.lucene.filter.PhraseFilterTest[testIntersectionWithPredicate]
5,com.greplin.lucene.filter.PhraseFilterTest[testBasics]
6,com.greplin.lucene.index.TermsForFieldTest[testStoredAndIndexed]
7,com.greplin.lucene.query.QueriesTest[testPhraseForWithNullStringReturnsNull]
8,com.greplin.lucene.filter.FilterBitsProviderTest[testGetShouldHandleNullDocIdSetIterator]
9,com.greplin.lucene.filter.PrefixFilterTest[testFieldBoundary]
10,com.greplin.lucene.index.TermsForFieldTest[testNonexistent]
11,com.greplin.lucene.filter.HasFieldFilterTest[testBasics]
12,com.greplin.lucene.filter.FiltersTest[testNot]
13,com.greplin.lucene.filter.PhraseFilterTest[testIntersectionWithFilter]
14,com.greplin.lucene.query.PredicateBonusQueryTest[testBasics]
