MutantNo,[FAIL | TIME | EXC | LIVE]
15,LIVE
16,LIVE
492,LIVE
493,LIVE
609,FAIL
610,LIVE
611,LIVE
612,FAIL
613,LIVE
614,LIVE
615,LIVE
616,LIVE
617,FAIL
618,LIVE
619,LIVE
620,LIVE
624,LIVE
625,LIVE
626,LIVE
627,FAIL
628,LIVE
629,FAIL
630,FAIL
631,FAIL
632,FAIL
633,FAIL
666,LIVE
937,LIVE
938,FAIL
939,LIVE
940,LIVE
941,FAIL
942,FAIL
946,LIVE
947,LIVE
948,FAIL
949,FAIL
950,LIVE
951,LIVE
952,FAIL
953,FAIL
958,LIVE
959,LIVE
960,FAIL
961,FAIL
962,LIVE
963,LIVE
964,FAIL
965,FAIL
966,FAIL
967,LIVE
968,FAIL
969,FAIL
970,FAIL
971,FAIL
972,FAIL
973,FAIL
974,LIVE
975,FAIL
976,LIVE
977,FAIL
978,FAIL
979,LIVE
980,FAIL
981,FAIL
982,FAIL
983,FAIL
984,FAIL
985,FAIL
997,LIVE
998,FAIL
999,LIVE
1000,FAIL
1001,FAIL
1002,LIVE
1003,LIVE
1004,FAIL
1005,FAIL
1006,LIVE
1007,FAIL
1008,FAIL
1009,LIVE
1010,FAIL
1011,FAIL
1012,FAIL
1013,FAIL
1014,FAIL
1015,FAIL
1016,FAIL
1017,LIVE
1018,FAIL
1019,FAIL
1020,LIVE
1021,LIVE
1022,FAIL
1023,FAIL
1024,LIVE
1025,FAIL
1026,FAIL
1027,LIVE
1028,FAIL
1029,FAIL
1030,FAIL
1031,FAIL
1032,FAIL
1033,FAIL
1034,FAIL
1035,LIVE
1036,FAIL
1037,LIVE
1038,LIVE
1039,LIVE
1040,FAIL
1041,LIVE
1042,LIVE
1043,LIVE
1044,FAIL
1045,LIVE
1046,FAIL
1047,FAIL
1048,FAIL
1049,FAIL
1050,FAIL
1051,FAIL
1052,FAIL
1053,FAIL
1054,LIVE
1055,LIVE
1056,FAIL
1057,LIVE
1058,FAIL
1059,LIVE
1060,LIVE
1061,FAIL
1062,FAIL
1063,LIVE
1064,LIVE
1065,LIVE
1066,FAIL
1067,LIVE
1068,FAIL
1069,FAIL
1070,FAIL
1071,FAIL
1072,FAIL
1073,FAIL
1074,LIVE
1075,FAIL
1076,LIVE
1077,LIVE
1078,LIVE
1079,LIVE
1080,LIVE
1081,LIVE
1082,LIVE
1083,FAIL
1084,LIVE
1085,LIVE
1086,LIVE
1087,FAIL
1088,LIVE
1089,FAIL
1090,FAIL
1091,FAIL
1092,FAIL
1093,FAIL
1094,FAIL
1095,LIVE
1096,FAIL
1097,FAIL
1098,LIVE
1099,FAIL
1100,LIVE
1101,FAIL
1102,LIVE
1103,FAIL
1104,FAIL
1107,FAIL
1110,FAIL
1111,FAIL
1112,FAIL
1113,LIVE
1114,LIVE
1115,LIVE
1116,FAIL
1117,FAIL
1127,LIVE
1128,FAIL
1129,LIVE
1130,FAIL
1131,FAIL
1132,FAIL
1133,LIVE
1134,LIVE
1135,FAIL
1136,FAIL
1137,FAIL
1138,LIVE
1139,FAIL
1140,FAIL
1141,FAIL
1142,LIVE
1143,FAIL
1144,FAIL
1145,LIVE
1146,LIVE
1147,FAIL
1148,LIVE
1149,FAIL
1150,LIVE
1151,FAIL
1152,LIVE
1156,LIVE
1157,LIVE
1158,FAIL
1159,FAIL
1160,LIVE
1161,LIVE
1162,FAIL
1163,FAIL
1164,LIVE
1165,FAIL
1166,FAIL
1167,LIVE
