TestNo,TestName
1,us.codecraft.xsoup.XTokenQueueTest[testChompBalancedInQuotes]
2,us.codecraft.xsoup.XsoupTest[testContains]
3,us.codecraft.xsoup.XsoupTest[testSeparatorInQuotes]
4,us.codecraft.xsoup.w3c.W3cEvaluatorTest[testAttribute]
5,us.codecraft.xsoup.XsoupTest[testClass]
6,us.codecraft.xsoup.XsoupTest[testByAttribute]
7,us.codecraft.xsoup.XsoupTest[testAttribute]
8,us.codecraft.xsoup.XsoupTest[testParent]
9,us.codecraft.xsoup.XsoupTest[testSelect]
10,us.codecraft.xsoup.w3c.W3cEvaluatorTest[testContains]
11,us.codecraft.xsoup.XsoupTest[testRegex]
12,us.codecraft.xsoup.XsoupTest[testWildcard]
13,us.codecraft.xsoup.w3c.W3cEvaluatorTest[testSelect]
14,us.codecraft.xsoup.XsoupTest[testLogicOperation]
15,us.codecraft.xsoup.w3c.W3cEvaluatorTest[testClass]
16,us.codecraft.xsoup.w3c.W3cEvaluatorTest[testParent]
17,us.codecraft.xsoup.XsoupTest[testFuzzyValueMatch]
18,us.codecraft.xsoup.XsoupTest[testNth]
19,us.codecraft.xsoup.w3c.W3cEvaluatorTest[testByAttribute]
20,us.codecraft.xsoup.w3c.W3cEvaluatorTest[testNth]
21,us.codecraft.xsoup.w3c.W3cEvaluatorTest[testLogicOperation]
22,us.codecraft.xsoup.XTokenQueueTest[testParseFunctionParams]
23,us.codecraft.xsoup.XsoupTest[testCombingXPath]
24,us.codecraft.xsoup.XTokenQueueTest[testChompBalancedQuotes]
25,us.codecraft.xsoup.w3c.W3cEvaluatorTest[testCombingXPath]
26,us.codecraft.xsoup.w3c.DocumentAdaptorTest[testDocumentAdaptor]
27,us.codecraft.xsoup.XsoupTest[testEmptyElementEvaluator]
