CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
44,1,1,0,1,1,0,0,0,0,93,1
666,2,1,1,4,4,1,1,0,0,92,5
736,3,1,1,1,1,2,1,1,0,91,6
775,4,2,0,1,1,2,1,1,0,91,7
806,5,2,0,1,1,2,1,1,0,91,8
1399,6,2,1,4,4,3,2,1,0,90,12
3013,7,2,14,20,20,17,4,13,0,76,32
4580,8,2,3,20,20,20,8,25,0,73,52
6152,9,2,1,20,20,21,12,37,0,72,72
7828,10,2,0,20,20,21,14,49,0,72,92
9548,11,2,0,20,20,21,16,61,0,72,112
9874,12,2,0,5,5,21,16,64,0,72,117
9904,13,3,0,1,1,21,16,64,0,72,118
9938,14,3,1,1,1,22,16,65,0,71,119
13571,15,4,12,29,29,34,19,75,0,59,148
17431,16,4,1,29,29,35,22,85,0,58,177
17431,17,4,0,0,0,35,22,85,0,58,177
17438,18,4,0,1,1,35,22,85,0,58,178
17445,19,4,0,1,1,35,22,85,0,58,179
19716,20,14,4,9,9,39,26,85,0,54,188
19755,21,25,0,1,1,39,26,85,0,54,189
20554,22,34,1,10,10,40,33,87,0,53,199
22276,23,118,0,20,20,40,37,95,0,53,219
22434,24,150,0,2,2,40,37,95,0,53,221
23044,25,157,1,4,4,41,38,95,0,52,225
23205,26,167,0,3,3,41,38,96,0,52,228
23940,27,176,1,4,4,42,39,96,0,51,232
30363,28,190,9,22,22,51,47,98,0,42,254
34439,29,234,6,29,29,57,55,108,0,36,283
35565,30,311,0,5,5,57,55,108,0,36,288
41650,31,318,0,20,20,57,60,112,0,36,308
