CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
2040486,116,1,1,471,471,895,4785,4601,88,1578,43315
2067557,117,1,0,610,610,895,4873,4672,91,1578,43925
2092750,118,1,1,467,467,896,4914,4713,92,1577,44392
2120628,119,1,1,564,564,897,4962,4772,93,1576,44956
2141998,120,1,0,482,482,897,5014,4816,93,1576,45438
2172272,121,1,2,559,559,899,5081,4880,94,1574,45997
2196234,122,1,0,509,509,899,5128,4924,95,1574,46506
2196538,123,1,1,37,37,900,5129,4926,95,1573,46543
2196782,124,1,0,36,36,900,5130,4927,95,1573,46579
2197082,125,1,4,41,41,904,5132,4930,95,1569,46620
2197315,126,1,0,36,36,904,5132,4931,95,1569,46656
2197627,127,1,12,49,49,916,5142,4934,95,1557,46705
2198015,128,1,22,66,66,938,5179,4935,95,1535,46771
2198242,129,1,0,36,36,938,5179,4936,95,1535,46807
2198800,130,2,22,41,41,960,5202,4938,95,1513,46848
2241277,131,2,4,606,606,964,5272,5001,98,1509,47454
2298635,132,2,21,793,793,985,5392,5077,107,1488,48247
2358480,133,2,2,763,763,987,5491,5148,116,1486,49010
2414997,134,2,1,767,767,988,5592,5216,123,1485,49777
2471178,135,2,0,766,766,988,5690,5281,131,1485,50543
2535094,136,2,7,815,815,995,5812,5360,140,1478,51358
2578899,137,2,45,842,842,1040,5932,5459,141,1433,52200
2595874,138,2,2,439,439,1042,5984,5507,141,1431,52639
2615062,139,2,2,484,484,1044,6056,5567,145,1429,53123
2646753,140,2,22,618,618,1066,6140,5640,146,1407,53741
2685372,141,2,5,694,694,1071,6247,5708,147,1402,54435
2704798,142,2,9,450,450,1080,6300,5749,151,1393,54885
2727858,143,2,13,505,505,1093,6376,5819,151,1380,55390
2773265,144,2,2,874,874,1095,6489,5905,155,1378,56264
2773419,145,2,6,7,7,1101,6495,5905,155,1372,56271
2774705,146,2,0,27,27,1101,6506,5908,156,1372,56298
2774874,147,2,0,6,6,1101,6510,5909,156,1372,56304
2775168,148,2,3,11,11,1104,6511,5914,156,1369,56315
2776322,149,2,0,31,31,1104,6511,5925,156,1369,56346
2776645,150,2,4,13,13,1108,6517,5928,156,1365,56359
2777566,151,2,0,24,24,1108,6526,5931,157,1365,56383
2795030,152,2,1,290,290,1109,6528,5944,158,1364,56673
2797923,153,2,3,64,64,1112,6542,5965,159,1361,56737
2798587,154,2,2,19,19,1114,6549,5969,159,1359,56756
2799784,155,2,25,33,33,1139,6567,5980,160,1334,56789
2799909,156,2,4,4,4,1143,6571,5980,160,1330,56793
2801417,157,2,2,37,37,1145,6579,5990,160,1328,56830
2803193,158,2,0,32,32,1145,6586,5995,161,1328,56862
2803511,159,2,0,9,9,1145,6588,5998,161,1328,56871
2804637,160,2,15,36,36,1160,6599,6007,161,1313,56907
2805372,161,2,10,24,24,1170,6602,6021,161,1303,56931
2805427,162,2,2,2,2,1172,6604,6021,161,1301,56933
2805813,163,2,2,13,13,1174,6609,6024,161,1299,56946
2807421,164,2,0,29,29,1174,6611,6034,161,1299,56975
2808003,165,2,0,19,19,1174,6618,6038,161,1299,56994
2811450,166,2,1,64,64,1175,6637,6059,162,1298,57058
2835269,167,2,0,501,501,1175,6697,6103,162,1298,57559
2855915,168,2,1,465,465,1176,6745,6144,163,1297,58024
2877839,169,2,0,486,486,1176,6790,6200,163,1297,58510
2900027,170,2,0,447,447,1176,6829,6241,163,1297,58957
2928429,171,2,1,609,609,1177,6911,6317,164,1296,59566
2950944,172,2,0,483,483,1177,6958,6361,164,1296,60049
2980326,173,2,0,585,585,1177,7027,6425,164,1296,60634
3004080,174,2,1,566,566,1178,7091,6486,165,1295,61200
3033110,175,2,0,610,610,1178,7165,6560,165,1295,61810
3063978,176,2,1,634,634,1179,7272,6642,169,1294,62444
3087408,177,2,0,479,479,1179,7320,6691,169,1294,62923
3113324,178,2,0,458,458,1179,7364,6731,170,1294,63381
3141899,179,2,1,570,570,1180,7411,6790,172,1293,63951
3164065,180,2,0,488,488,1180,7461,6834,172,1293,64439
3164635,181,2,9,45,45,1189,7470,6835,172,1284,64484
3164724,182,3,0,8,8,1189,7470,6837,172,1284,64492
3190434,183,3,6,564,564,1195,7490,6889,176,1278,65056
3247710,184,3,5,809,809,1200,7615,6956,185,1273,65865
3295010,185,3,1,606,606,1201,7684,7019,188,1272,66471
3312925,186,3,36,421,421,1237,7740,7063,189,1236,66892
3314165,187,3,6,32,32,1243,7748,7070,189,1230,66924
3333424,188,3,0,291,291,1243,7755,7083,190,1230,67215
3334687,189,3,0,27,27,1243,7765,7086,191,1230,67242
3335418,190,3,0,15,15,1243,7771,7090,191,1230,67257
3338228,191,3,4,60,60,1247,7789,7106,191,1226,67317
3340417,192,3,1,45,45,1248,7799,7123,191,1225,67362
3342300,193,3,3,43,43,1251,7810,7129,191,1222,67405
3342365,194,3,2,2,2,1253,7812,7129,191,1220,67407
3343330,195,3,11,29,29,1264,7822,7138,191,1209,67436
3343832,196,3,0,36,36,1264,7823,7139,191,1209,67472
3343967,197,4,2,10,10,1266,7825,7141,191,1207,67482
3403106,198,4,2,767,767,1268,7928,7209,199,1205,68249
3434054,199,4,7,583,583,1275,8018,7262,199,1198,68832
3466526,200,4,33,581,581,1308,8134,7340,202,1165,69413
3469774,201,4,0,40,40,1308,8144,7352,203,1165,69453
3478179,202,5,3,315,315,1311,8144,7390,203,1162,69768
3479611,203,5,0,37,37,1311,8144,7400,203,1162,69805
3481321,204,5,0,44,44,1311,8154,7414,203,1162,69849
3513045,205,6,0,701,701,1311,8241,7479,204,1162,70550
3532947,206,6,13,304,304,1324,8259,7496,204,1149,70854
3536211,207,7,0,62,62,1324,8276,7517,205,1149,70916
3537981,208,11,8,99,99,1332,8318,7524,205,1141,71015
3575199,209,11,3,686,686,1335,8392,7599,208,1138,71701
3594084,210,12,3,432,432,1338,8451,7644,208,1135,72133
3641781,211,13,0,789,789,1338,8562,7725,211,1135,72922
3642021,212,17,3,13,13,1341,8562,7730,211,1132,72935
3675124,213,17,40,710,710,1381,8752,7810,213,1092,73645
3708139,214,17,6,400,400,1387,8774,7854,214,1086,74045
3722900,215,23,0,283,283,1387,8783,7865,215,1086,74328
3724114,216,32,6,29,29,1393,8786,7875,215,1080,74357
3744593,217,38,0,484,484,1393,8838,7920,215,1080,74841
3794621,218,40,19,972,972,1412,9007,8017,217,1061,75813
3821001,219,40,0,610,610,1412,9060,8072,217,1061,76423
3845632,220,45,1,492,492,1413,9100,8113,218,1060,76915
3897442,221,64,3,796,796,1416,9218,8182,225,1057,77711
