MutantNo,[FAIL | TIME | EXC | LIVE]
1,LIVE
2,LIVE
3,LIVE
4,LIVE
5,LIVE
6,FAIL
7,LIVE
8,LIVE
9,LIVE
10,LIVE
11,LIVE
12,FAIL
13,LIVE
14,LIVE
15,LIVE
16,LIVE
17,FAIL
18,LIVE
19,LIVE
20,LIVE
21,LIVE
22,FAIL
23,LIVE
24,LIVE
25,LIVE
26,LIVE
27,LIVE
28,FAIL
29,LIVE
30,LIVE
31,LIVE
32,FAIL
33,LIVE
34,LIVE
35,FAIL
36,LIVE
37,FAIL
38,LIVE
39,FAIL
40,LIVE
41,LIVE
42,FAIL
43,LIVE
44,FAIL
45,FAIL
46,FAIL
47,FAIL
48,FAIL
49,LIVE
50,LIVE
51,LIVE
52,LIVE
56,LIVE
96,LIVE
97,FAIL
628,LIVE
629,FAIL
1489,LIVE
1490,FAIL
2611,LIVE
2612,FAIL
27298,LIVE
27299,FAIL
29535,LIVE
29536,FAIL
31248,FAIL
31249,FAIL
31316,LIVE
31317,LIVE
39353,LIVE
39359,FAIL
39360,LIVE
39361,LIVE
39362,LIVE
39363,FAIL
39364,LIVE
39365,LIVE
39366,FAIL
39367,LIVE
39368,FAIL
39369,LIVE
39370,FAIL
39371,LIVE
39372,LIVE
39373,FAIL
39374,LIVE
39375,FAIL
39376,FAIL
39377,FAIL
39378,FAIL
