TestNo,TestName
1,com.alibaba.mtc.MtContextCallableTest[test_get_nullInput]
2,com.alibaba.mtc.MtContextCallableTest[test_sameCall]
3,com.alibaba.mtc.MtContextRunnableTest[test_gets]
4,com.alibaba.mtc.MtContextRunnableTest[test_get_nullInput]
5,com.alibaba.mtc.MtContextRunnableTest[test_sameTask]
6,com.alibaba.mtc.MtContextCallableTest[test_gets]
7,com.alibaba.mtc.MtContextCallableTest[test_testRemove]
8,com.alibaba.mtc.threadpool.MtContextExecutorsTest[test_null]
9,com.alibaba.mtc.MtContextCallableTest[test_MtContextCallable_withExecutorService]
10,com.alibaba.mtc.MtContextCallableTest[test_releaseMtContextAfterCall]
11,com.alibaba.mtc.MtContextRunnableTest[test_MtContextRunnable_inSameThread]
12,com.alibaba.mtc.MtContextRunnableTest[test_releaseMtContextAfterRun]
13,com.alibaba.mtc.MtContextRunnableTest[test_testRemove]
14,com.alibaba.mtc.MtContextRunnableTest[test_MtContextRunnable_withExecutorService]
15,com.alibaba.mtc.threadpool.ScheduledExecutorServiceMtcWrapperTest[test_invokeAny]
16,com.alibaba.mtc.threadpool.ScheduledExecutorServiceMtcWrapperTest[test_submit]
17,com.alibaba.mtc.threadpool.ScheduledExecutorServiceMtcWrapperTest[test_submit_runnable_result]
18,com.alibaba.mtc.threadpool.ScheduledExecutorServiceMtcWrapperTest[test_invokeAny_timeout]
19,com.alibaba.mtc.MtContextCallableTest[test_MtContextCallable_inSameThread]
20,com.alibaba.mtc.MtContextRunnableTest[test_get_idempotent]
21,com.alibaba.mtc.MtContextRunnableTest[test_MtContextRunnable_withThread]
22,com.alibaba.mtc.threadpool.ScheduledExecutorServiceMtcWrapperTest[test_submit_runnable_null]
23,com.alibaba.mtc.MtContextRunnableTest[test_MtContextRunnable_copyObject]
24,com.alibaba.mtc.MtContextCallableTest[test_get_idempotent]
25,com.alibaba.mtc.threadpool.ScheduledExecutorServiceMtcWrapperTest[test_invokeAll_timeout]
26,com.alibaba.mtc.threadpool.ScheduledExecutorServiceMtcWrapperTest[test_invokeAll]
27,com.alibaba.mtc.threadpool.ScheduledExecutorServiceMtcWrapperTest[test_execute]
28,com.alibaba.mtc.threadpool.ScheduledExecutorServiceMtcWrapperTest[test_scheduleWithFixedDelay]
29,com.alibaba.mtc.threadpool.ScheduledExecutorServiceMtcWrapperTest[test_scheduleAtFixedRate]
30,com.alibaba.mtc.threadpool.ScheduledExecutorServiceMtcWrapperTest[test_schedule_runnable]
31,com.alibaba.mtc.threadpool.ScheduledExecutorServiceMtcWrapperTest[test_schedule_callable]
