CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
257,1,1,4,18,18,4,1,3,0,248,18
502,2,1,12,29,29,16,5,14,0,236,47
1098,3,1,5,34,34,21,9,18,0,231,81
3629,4,1,8,70,70,29,12,27,0,223,151
5655,5,1,1,64,64,30,13,35,0,222,215
6209,6,2,13,60,60,43,16,49,0,209,275
6424,7,2,13,38,38,56,26,55,0,196,313
8623,8,2,1,71,71,57,29,64,0,195,384
10748,9,2,3,73,73,60,32,73,0,192,457
12564,10,2,2,64,64,62,34,81,0,190,521
13015,11,3,1,37,37,63,37,88,0,189,558
15197,12,4,0,73,73,63,40,97,0,189,631
15763,13,7,6,39,39,69,43,102,0,183,670
15841,14,10,0,18,18,69,44,105,0,183,688
16286,15,12,11,51,51,80,45,115,1,172,739
16641,16,18,0,33,33,80,47,119,1,172,772
17469,17,28,5,98,98,85,47,146,1,167,870
19467,18,28,1,69,69,86,47,155,1,166,939
19869,19,43,0,18,18,86,48,158,1,166,957
31896,20,266,28,92,92,114,54,200,1,138,1049
