TestNo,TestName
1,com.squareup.pollexor.ThumborTest[testCannotAddInvalidKey]
2,com.squareup.pollexor.ThumborTest[testCannotAddInvalidHost]
3,com.squareup.pollexor.ThumborUrlBuilderTest[testCannotIssueBadCrop]
4,com.squareup.pollexor.ThumborUrlBuilderTest[testResizeAndFitIn]
5,com.squareup.pollexor.ThumborUrlBuilderTest[testResizeAndSmart]
6,com.squareup.pollexor.ThumborUrlBuilderTest[testSafeMetaUrlCanStillBuildUnsafe]
7,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterRoundCornerFormat]
8,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterRotate]
9,com.squareup.pollexor.ThumborUrlBuilderTest[testTrim]
10,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterWatermarkFormat]
11,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterWatermarkInvalidValues]
12,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterQualityInvalidValues]
13,com.squareup.pollexor.ThumborUrlBuilderTest[testBuildMeta]
14,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterBrightnessFormat]
15,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterFillingFormat]
16,com.squareup.pollexor.ThumborUrlBuilderTest[testCannotFlipHorizontalWithoutResize]
17,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterNoiseInvalidValues]
18,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterNoiseFormat]
19,com.squareup.pollexor.ThumborUrlBuilderTest[testCannotIssueBadResize]
20,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterRgbFormat]
21,com.squareup.pollexor.ThumborUrlBuilderTest[testComplexUnsafeBuild]
22,com.squareup.pollexor.ThumborUrlBuilderTest[testComplexSafeBuild]
23,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterContrastFormat]
24,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterFrameFormat]
25,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterContrastInvalidValues]
26,com.squareup.pollexor.ThumborUrlBuilderTest[testNoConfig]
27,com.squareup.pollexor.ThumborUrlBuilderTest[testCannotAlignWithoutResize]
28,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterQualityFormat]
29,com.squareup.pollexor.ThumborUrlBuilderTest[testCannotFitInWithoutResize]
30,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterBrightnessInvalidValues]
31,com.squareup.pollexor.ThumborUrlBuilderTest[testSafeUrlCanStillBuildUnsafe]
32,com.squareup.pollexor.ThumborUrlBuilderTest[testResize]
33,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterRoundCornerInvalidValues]
34,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterBlur]
35,com.squareup.pollexor.ThumborUrlBuilderTest[testCannotFlipVerticalWithoutResize]
36,com.squareup.pollexor.UpstreamTest[matchingSignature]
37,com.squareup.pollexor.UtilitiesTest[testPadStringInvalidInputs]
38,com.squareup.pollexor.UtilitiesTest[testBase64InvalidInputs]
39,com.squareup.pollexor.UtilitiesTest[testKeyNormalizationInvalidInputs]
40,com.squareup.pollexor.UtilitiesTest[testBase64]
41,com.squareup.pollexor.ThumborUrlBuilderTest[testResizeAndFlip]
42,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterRgbInvalidValues]
43,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterSharpenFormat]
44,com.squareup.pollexor.ThumborUrlBuilderTest[testCannotBuildSafeWithoutKey]
45,com.squareup.pollexor.UpstreamTest[matchingSignatureWithFilters]
46,com.squareup.pollexor.UtilitiesTest[testMd5InvalidInputs]
47,com.squareup.pollexor.UtilitiesTest[testMd5]
48,com.squareup.pollexor.UtilitiesTest[testKeyNormalization]
49,com.squareup.pollexor.ThumborTest[testCannotBuildWithInvalidTarget]
50,com.squareup.pollexor.ThumborUrlBuilderTest[testDoubleAlignmentMethodSetsBoth]
51,com.squareup.pollexor.ThumborUrlBuilderTest[testFilterNoUpscale]
52,com.squareup.pollexor.ThumborUrlBuilderTest[testCrop]
53,com.squareup.pollexor.UtilitiesTest[testPadString]
54,com.squareup.pollexor.ThumborUrlBuilderTest[testCannotSmartWithoutResize]
55,com.squareup.pollexor.ThumborTest[testHostAlwaysEndsWithSlash]
56,com.squareup.pollexor.UpstreamTest[matchingSignatureWithMeta]
57,com.squareup.pollexor.ThumborUrlBuilderTest[testComplexLegacySafeBuild]
58,com.squareup.pollexor.ThumborUrlBuilderTest[testKeyChangesToStringToSafeBuild]
