subject,y,x1,x2,x3,x4,x5,x6,x7,x8,lnx2,lnx3,lnx4,lnx5,lnx6,lnx7,lnx8,neginvx2,neginvx3,neginvx4,neginvx5,neginvx6,neginvx7,neginvx8
apache-httpclient,0.992777183,0.04,0.360584449,5749,2073,869,26604,15.1157,429.546,-1.020029094,8.656781206,7.636752112,6.767343125,10.18881686,2.715733939,6.062728837,-2.77327545,-0.000173943,-0.000482393,-0.001150748,-3.76E-05,-0.06615638,-0.002328039
apache-mina,0.992201519,0.04,0.293984109,7929,2331,197,26869,2.4846,99.712,-1.224229564,8.978282203,7.754052639,5.283203729,10.19872848,0.910111681,4.602286031,-3.401544401,-0.000126119,-0.000429,-0.005076142,-3.72E-05,-0.402479272,-0.010028883
assertj-core,0.993226474,0.04,0.841250606,4126,3471,5737,14128,139.0451,2838.9675,-0.172865678,8.325063694,8.152198016,8.654691705,9.555913923,4.934798341,7.951195709,-1.188706425,-0.000242365,-0.000288101,-0.000174307,-7.08E-05,-0.007191911,-0.000352241
common-collection,0.992861315,0.04,0.36469316,7398,2698,13677,23713,184.8743,6860.5325,-1.008698936,8.908964972,7.900266037,9.523470869,10.0737787,5.219676135,8.833540342,-2.742031137,-0.000135172,-0.000370645,-7.31E-05,-4.22E-05,-0.005409081,-0.000145761
common-io,0.991265513,0.04,0.765100671,3129,2394,965,8839,30.8405,481.1055,-0.267747858,8.048468744,7.780720886,6.872128101,9.086929027,3.428828761,6.176086581,-1.307017544,-0.000319591,-0.000417711,-0.001036269,-0.000113135,-0.032424896,-0.002078546
commons-compress,0.995623001,0.04,0.634262845,7746,4913,491,17888,6.3388,244.011,-0.455291828,8.95493186,8.499640032,6.196444128,9.791885376,1.846689476,5.497213306,-1.576633422,-0.000129099,-0.000203542,-0.00203666,-5.59E-05,-0.157758566,-0.004098176
JFreeChart,0.998129704,0.04,0.323307195,34942,11297,2256,98334,6.4564,1131.6935,-1.12915234,10.46144482,9.332292483,7.721348613,11.49612513,1.865071887,7.031470462,-3.093033547,-2.86E-05,-8.85E-05,-0.000443262,-1.02E-05,-0.154885075,-0.000883631
jgrapht,0.988599577,0.04,0.561187545,2762,1550,152,12511,5.5033,76.2565,-0.577700125,7.923710334,7.34601021,5.023880521,9.434363536,1.705347912,4.334102658,-1.781935485,-0.000362056,-0.000645161,-0.006578947,-7.99E-05,-0.181709156,-0.013113636
PMD-core,0.98814186,0.04,0.308760378,20958,6471,458,20958,2.1853,229.9885,-1.175189779,9.950275714,8.775085935,6.126869184,9.950275714,0.781753119,5.438029308,-3.238757533,-4.77E-05,-0.000154536,-0.002183406,-4.77E-05,-0.457603075,-0.004348043
xstream,0.990370687,0.04,0.568705927,5247,2984,1618,19111,30.8367,819.219,-0.564391803,8.565411764,8.001019961,7.388946098,9.858019364,3.428705539,6.708351447,-1.758378017,-0.000190585,-0.000335121,-0.000618047,-5.23E-05,-0.032428892,-0.001220675
patricia-trie,0.965487442,0.05,0.441109,3031,1337,17,2782,0.5609,9.063,-0.818463269,8.016647877,7.198183577,2.833213344,7.930925372,-0.578212642,2.204200191,-2.267013369,-0.000329924,-0.000747943,-0.058823529,-0.000359454,-1.782848993,-0.11033874
cucumber-reporting,0.963930045,0.05,0.653787,2614,1709,124,2245,4.7437,63.0415,-0.424973669,7.868636894,7.443663683,4.820281566,7.7164608,1.556817422,4.14379324,-1.529550144,-0.000382555,-0.000585138,-0.008064516,-0.000445434,-0.210805911,-0.015862567
efflux,0.972163504,0.05,0.419014,2840,1190,41,3529,1.4437,20.8225,-0.869850947,7.951559331,7.081708586,3.713572067,8.168769824,0.367209263,3.036034133,-2.386555103,-0.000352113,-0.000840336,-0.024390244,-0.000283366,-0.692664681,-0.048024973
jackson-module-afterburner,0.970087741,0.05,0.545914,3365,1837,118,3343,3.5067,59.211,-0.605293825,8.121183242,7.515889085,4.770684624,8.114623886,1.254675424,4.081107335,-1.831790355,-0.000297177,-0.000544366,-0.008474576,-0.000299133,-0.285168392,-0.016888754
greplin-lucene-utils,0.945233145,0.05,0.151653,2631,399,14,3476,0.5321,7.448,-1.886160263,7.875119281,5.988961417,2.63905733,8.153637486,-0.630923837,2.00794554,-6.594000778,-0.000380084,-0.002506266,-0.071428571,-0.000287687,-1.879345988,-0.134264232
greplin-bloom-filter,0.911289362,0.05,0.578313,830,480,16,674,1.9277,8.5305,-0.547640034,6.721425701,6.173786104,2.772588722,6.513230111,0.656327582,2.143647976,-1.729167423,-0.001204819,-0.002083333,-0.0625,-0.00148368,-0.518752918,-0.117226423
aho-corasick,0.932973786,0.05,0.858621,580,498,31,499,5.3448,16.1005,-0.152427665,6.363028104,6.210600077,3.433987204,6.212606096,1.676124126,2.778850327,-1.164658214,-0.001724138,-0.002008032,-0.032258065,-0.002004008,-0.18709774,-0.062109872
cors-filter,0.888525654,0.05,0.829412,510,423,72,588,14.1176,36.531,-0.187038263,6.234410726,6.047372179,4.276666119,6.376726948,2.647422246,3.598161215,-1.205673417,-0.001960784,-0.002364066,-0.013888889,-0.00170068,-0.070833569,-0.027374011
flip-tables,0.827208109,0.05,0.875,336,294,21,170,6.25,10.7445,-0.133531393,5.81711116,5.683579767,3.044522438,5.135798437,1.832581464,2.374393996,-1.142857143,-0.00297619,-0.003401361,-0.047619048,-0.005882353,-0.16,-0.093070873
redline,0.982398942,0.05,0.340198,4759,1619,41,3809,0.8615,21.3875,-1.078227478,8.467792841,7.389563954,3.713572067,8.245121966,-0.149080223,3.062806639,-2.939464665,-0.000210128,-0.000617665,-0.024390244,-0.000262536,-1.160766106,-0.046756283
exp4j,0.923436919,0.05,0.870761,1563,1361,284,1086,18.1702,146.028,-0.138387737,7.35436233,7.215975003,5.648974238,6.9902565,2.89978289,4.983798384,-1.148420749,-0.000639795,-0.000734754,-0.003521127,-0.00092081,-0.055035167,-0.006848002
Confucius,0.909677413,0.05,0.927419,620,575,84,503,13.5484,41.9695,-0.07534982,6.429719478,6.354370041,4.430816799,6.22059017,2.606268459,3.736943164,-1.078261282,-0.001612903,-0.00173913,-0.011904762,-0.001988072,-0.073809454,-0.023826827
geojson-jackson,0.868956693,0.05,0.419805,717,301,44,654,6.1367,22.826,-0.867964961,6.575075841,5.707110265,3.784189634,6.483107351,1.814287138,3.127900237,-2.382058337,-0.0013947,-0.003322259,-0.022727273,-0.001529052,-0.162954031,-0.043809691
visualee,0.95889869,0.05,0.468421,1900,890,76,1645,4,38.2075,-0.758387815,7.549609165,6.791221463,4.33073334,7.405495663,1.386294361,3.643031831,-2.134831701,-0.000526316,-0.001123596,-0.013157895,-0.000607903,-0.25,-0.026172872
GenericTree,0.876741557,0.05,0.811321,265,215,49,234,18.4906,25.1155,-0.209091496,5.579729826,5.370638028,3.891820298,5.455321115,2.917262495,3.223485185,-1.232557767,-0.003773585,-0.004651163,-0.020408163,-0.004273504,-0.054081533,-0.03981605
jackson-datatype-guava,0.952981337,0.05,0.51682,1635,845,73,2217,4.4648,37.596,-0.660060628,7.399398083,6.739336627,4.290459441,7.70391021,1.49622442,3.626897662,-1.93490964,-0.000611621,-0.001183432,-0.01369863,-0.00045106,-0.223974198,-0.026598574
evernote-sdk-java,0.846041564,0.05,0.002102,74208,156,14,2370,0.0189,7.4685,-6.164866007,11.21462724,5.049856007,2.63905733,7.770645234,-3.968593357,2.010694176,-475.737393,-1.35E-05,-0.006410256,-0.071428571,-0.000421941,-52.91005291,-0.133895695
urlbuilder,0.977568121,0.05,0.786653,989,778,48,690,4.8534,24.6295,-0.239968043,6.896694332,6.656726524,3.871201011,6.536691598,1.57967949,3.203944911,-1.271208525,-0.001011122,-0.001285347,-0.020833333,-0.001449275,-0.206041126,-0.040601717
skype-java-api,0.952121158,0.05,0.134994,6504,878,43,6356,0.6611,21.561,-2.002524946,8.780172651,6.777646594,3.761200116,8.757154528,-0.413850165,3.070886127,-7.40773664,-0.000153752,-0.001138952,-0.023255814,-0.000157332,-1.512630464,-0.046380038
HTTP-Proxy-Servlet,0.876631097,0.05,0.620579,622,386,26,493,4.1801,13.7215,-0.477102366,6.432940093,5.955837369,3.258096538,6.200509174,1.43033517,2.618963946,-1.611398388,-0.001607717,-0.002590674,-0.038461538,-0.002028398,-0.239228727,-0.07287833
PauselessHashMap,0.918141499,0.05,0.512845,1051,539,1550,958,147.4786,776.399,-0.667781624,6.957497371,6.289715571,7.34601021,6.864847778,4.993683081,6.654666563,-1.949906892,-0.000951475,-0.001855288,-0.000645161,-0.001043841,-0.006780645,-0.001287998
ews-java-api,0.992973551,0.05,0.058379,31501,1839,99,45313,0.3143,49.795,-2.840799043,10.35777457,7.516977225,4.59511985,10.72134925,-1.157407335,3.907914577,-17.12944723,-3.17E-05,-0.000543774,-0.01010101,-2.21E-05,-3.18167356,-0.020082338
IClojure,0.765328728,0.05,0.085145,1104,94,12,962,1.087,6.629,-2.463399594,7.006695227,4.543294782,2.48490665,6.869014451,0.083421608,1.891453963,-11.74467086,-0.000905797,-0.010638298,-0.083333333,-0.001039501,-0.919963201,-0.150852316
RestFixture,0.977414472,0.05,0.682206,3282,2239,268,3106,8.1658,138.6095,-0.382423614,8.096208272,7.713784617,5.590986981,8.041091004,2.099954701,4.931660627,-1.465832901,-0.000304692,-0.000446628,-0.003731343,-0.000321958,-0.122461976,-0.007214513
jInstagram,0.816319753,0.05,0.07699,2299,177,74,3476,3.2188,37.7515,-2.564079736,7.740229525,5.176149733,4.304065093,8.153637486,1.169008619,3.63102521,-12.98869983,-0.000434972,-0.005649718,-0.013513514,-0.000287687,-0.310674786,-0.026489014
linq4j,0.989317816,0.05,0.375483,13191,4953,221,14307,1.6754,109.3015,-0.979542082,9.487290058,8.507748733,5.398162702,9.568504207,0.516051943,4.694110119,-2.663236418,-7.58E-05,-0.000201898,-0.004524887,-6.99E-05,-0.596872389,-0.009149005
javapoet,0.977966783,0.05,0.771391,3775,2912,152,2454,4.0265,76.381,-0.2595599,8.236155662,7.976595409,5.023880521,7.805474625,1.392897512,4.335733974,-1.296359434,-0.000264901,-0.000343407,-0.006578947,-0.000407498,-0.24835465,-0.013092261
statsd-jvm-profiler,0.841926772,0.05,0.370258,659,244,33,691,5.0076,17.097,-0.993555219,6.490723535,5.497168225,3.496507561,6.538139824,1.610956758,2.83890301,-2.700819429,-0.001517451,-0.004098361,-0.03030303,-0.001447178,-0.199696461,-0.058489794
scribe-java,0.927484134,0.05,0.351901,1867,657,99,2778,5.3026,49.546,-1.044405393,7.532088144,6.487684018,4.59511985,7.929486523,1.668197266,3.902901531,-2.841708321,-0.000535619,-0.00152207,-0.01010101,-0.000359971,-0.188586731,-0.020183264
expiringmap,0.985038842,0.05,0.560819,781,438,26,802,3.3291,13.484,-0.578357064,6.66057515,6.08221891,3.258096538,6.687108608,1.202701997,2.601503797,-1.783106492,-0.00128041,-0.002283105,-0.038461538,-0.001246883,-0.300381484,-0.07416197
multi-thread-context,1,0.05,0.034884,258,9,31,580,12.0155,16.059,-3.355727008,5.552959585,2.197224577,3.433987204,6.363028104,2.486197483,2.77626944,-28.66643734,-0.003875969,-0.111111111,-0.032258065,-0.001724138,-0.083225833,-0.062270378
webbit,0.966254345,0.05,0.330933,3750,1241,131,4914,3.4933,66.5245,-1.105839341,8.229511119,7.123672785,4.875197323,8.499843553,1.250846848,4.197570301,-3.021759692,-0.000266667,-0.000805802,-0.007633588,-0.0002035,-0.286262273,-0.015032056
jenkins-ansicolor-plugin,0.800307687,0.05,0.413858,534,221,26,500,4.8689,13.3495,-0.882232359,6.280395839,5.398162702,3.258096538,6.214608098,1.582868039,2.591478931,-2.416287712,-0.001872659,-0.004524887,-0.038461538,-0.002,-0.2053852,-0.074909173
raml-java-parser,0.982162326,0.05,0.708968,6044,4285,190,8217,3.1436,95.9525,-0.343944887,8.706821323,8.362875831,5.247024072,9.013960458,1.14536864,4.563853277,-1.410500897,-0.000165453,-0.000233372,-0.005263158,-0.000121699,-0.318106629,-0.010421823
geohash-java,0.957565926,0.05,0.685119,1680,1151,56,920,3.3333,28.6545,-0.378162733,7.426549072,7.048386409,4.025351691,6.82437367,1.203962804,3.355310499,-1.459600449,-0.000595238,-0.00086881,-0.017857143,-0.001086957,-0.300003,-0.034898533
compress,0.985888427,0.05,0.474887,5734,2723,43,4387,0.7499,22.328,-0.744678398,8.654168646,7.909489493,3.761200116,8.386400901,-0.287815415,3.105841496,-2.105764108,-0.000174398,-0.000367242,-0.023255814,-0.000227946,-1.333511135,-0.044786815
spatial4j,0.989147552,0.05,0.498435,7666,3821,252,5243,3.2872,125.609,-0.696282089,8.944550246,8.248267447,5.529429088,8.564649133,1.190036139,4.833173908,-2.006279655,-0.000130446,-0.000261712,-0.003968254,-0.00019073,-0.30421027,-0.007961213
glacieruploader,0.870841228,0.05,0.305825,824,252,22,987,2.6699,11.5655,-1.184742236,6.71417053,5.529429088,3.091042453,6.894670039,0.982041019,2.448026529,-3.269843865,-0.001213592,-0.003968254,-0.045454545,-0.001013171,-0.374545863,-0.086464053
zt-exec,0.878997465,0.05,0.315512,1328,419,71,1670,5.3464,36.6435,-1.153558563,7.19142933,6.03787092,4.262679877,7.420578905,1.676423437,3.601236059,-3.169451558,-0.000753012,-0.002386635,-0.014084507,-0.000598802,-0.187041748,-0.02728997
rome,0.989967948,0.05,0.456866,10734,4904,475,11704,4.4252,232.9935,-0.783365148,9.281171553,8.497806478,6.163314804,9.367685943,1.487315475,5.451010556,-2.188825608,-9.32E-05,-0.000203915,-0.002105263,-8.54E-05,-0.225978487,-0.004291965
webprotege,0.992349633,0.05,0.091384,61455,5616,1659,77573,2.6995,839.189,-2.392684871,11.02606048,8.633374946,7.41397029,11.25897471,0.993066571,6.732435949,-10.94283463,-1.63E-05,-0.000178063,-0.000602773,-1.29E-05,-0.37043897,-0.001191627
xsoup,0.95503511,0.05,0.529895,2191,1161,27,2031,1.2323,13.9455,-0.635076405,7.69211334,7.057036982,3.295836866,7.616283562,0.208882342,2.635156876,-1.887166325,-0.000456413,-0.000861326,-0.037037037,-0.000492368,-0.811490708,-0.071707719
protoparser,0.986829774,0.05,0.720659,4550,3279,166,2115,3.6484,84.34,-0.327589208,8.422882512,8.095293777,5.111987788,7.656810091,1.294288715,4.434856248,-1.387618832,-0.00021978,-0.000304971,-0.006024096,-0.000472813,-0.274092753,-0.01185677
jitescript,0.774551655,0.05,0.219973,1482,326,14,1397,0.9447,7.6545,-1.514250467,7.301147806,5.786897381,2.63905733,7.242082359,-0.056887862,2.03529371,-4.546012465,-0.000674764,-0.003067485,-0.071428571,-0.00071582,-1.058537102,-0.130642106
gelfj,0.890425717,0.05,0.34856,1007,351,28,1120,2.7805,14.265,-1.053944897,6.914730893,5.860786223,3.33220451,7.021083964,1.022630768,2.657808985,-2.868946523,-0.000993049,-0.002849003,-0.035714286,-0.000892857,-0.359647545,-0.070101647
parsii,0.951878797,0.05,0.509169,2563,1305,16,1713,0.6243,8.731,-0.674975294,7.848933726,7.17395832,2.772588722,7.446001498,-0.471124257,2.166879911,-1.963984453,-0.000390168,-0.000766284,-0.0625,-0.000583771,-1.601794009,-0.114534418
low-gc-membuffers,0.976838086,0.05,0.512042,3654,1871,51,3183,1.3957,26.242,-0.669348626,8.203577737,7.534228326,3.931825633,8.065579427,0.333396082,3.267361181,-1.952964796,-0.000273673,-0.000534474,-0.019607843,-0.000314169,-0.716486351,-0.038106852
gdx-artemis,0.960135292,0.05,0.570581,1686,962,35,1951,2.0759,17.758,-0.561100139,7.430114139,6.869014451,3.555348061,7.576097341,0.730394795,2.876836119,-1.752599543,-0.00059312,-0.001039501,-0.028571429,-0.000512558,-0.481718773,-0.056312648
java-jwt,0.852892322,0.05,0.787281,456,359,54,422,11.8421,28.1745,-0.239170042,6.12249281,5.883322388,3.988984047,6.045005314,2.471660979,3.338417314,-1.270194505,-0.002192982,-0.002785515,-0.018518519,-0.002369668,-0.084444482,-0.035493088
hashids-java,0.779656325,0.05,0.631776,535,338,11,258,2.0561,6.0485,-0.459220378,6.282266747,5.823045895,2.397895273,5.552959585,0.720810985,1.799810307,-1.582839487,-0.001869159,-0.00295858,-0.090909091,-0.003875969,-0.486357667,-0.165330247
stateless4j,0.8946176,0.05,0.561782,696,391,61,864,8.7644,31.606,-0.576641405,6.54534966,5.96870756,4.110873864,6.761572769,2.170698062,3.453346976,-1.780049913,-0.001436782,-0.002557545,-0.016393443,-0.001157407,-0.114097942,-0.031639562
jumblr,0.936303759,0.05,0.516047,1184,611,103,1494,8.6993,51.374,-0.661557432,7.076653815,6.415096959,4.634728988,7.309212366,2.163242563,3.939132208,-1.93780799,-0.000844595,-0.001636661,-0.009708738,-0.000669344,-0.114951778,-0.019465099
kryo-serializers,0.959241249,0.05,0.627602,1297,814,154,1564,11.8736,76.4295,-0.465849071,7.167809184,6.701960366,5.036952602,7.355001921,2.474317448,4.336368747,-1.593366497,-0.00077101,-0.001228501,-0.006493506,-0.000639386,-0.084220455,-0.013083953
kafka-spout,0.912882353,0.05,0.820755,424,348,51,477,12.0283,25.8285,-0.197530631,6.049733455,5.85220248,3.931825633,6.167516491,2.487262207,3.251478533,-1.218390384,-0.002358491,-0.002873563,-0.019607843,-0.002096436,-0.083137268,-0.038716921
computoser,0.978361602,0.05,0.049949,14615,730,12,11626,0.0821,6.3775,-2.996752794,9.589803678,6.593044534,2.48490665,9.360999248,-2.499817263,1.852776171,-20.02042083,-6.84E-05,-0.001369863,-0.083333333,-8.60E-05,-12.18026797,-0.156801254
jsemver,0.961133983,0.05,0.833623,1725,1438,202,1441,11.7101,103.172,-0.181974017,7.452982329,7.271008538,5.308267697,7.273092596,2.460451717,4.636397498,-1.199583025,-0.00057971,-0.00069541,-0.004950495,-0.000693963,-0.085396367,-0.009692552
ashot,0.940472793,0.05,0.574189,1294,743,42,1247,3.2457,21.7415,-0.554796669,7.165493475,6.610696045,3.737669618,7.128495946,1.177331043,3.079222877,-1.741586829,-0.000772798,-0.001345895,-0.023809524,-0.000801925,-0.308099948,-0.045994987
LastCalc,0.981275052,0.05,0.391409,6635,2597,34,4594,0.5124,17.037,-0.93800223,8.800113947,7.862112212,3.526360525,8.432506383,-0.668649709,2.83538745,-2.554872269,-0.000150716,-0.00038506,-0.029411765,-0.000217675,-1.951600312,-0.05869578
JAdventure,0.945819957,0.05,0.144959,5098,739,35,3785,0.6865,18.237,-1.931304335,8.536603585,6.605297921,3.555348061,8.238801166,-0.376149054,2.903452497,-6.898502335,-0.000196155,-0.00135318,-0.028571429,-0.000264201,-1.456664239,-0.05483358
invokebinder,0.941571003,0.05,0.44779,1561,699,107,1623,6.8546,54.3295,-0.803430906,7.353081921,6.549650742,4.672828834,7.392031568,1.92491996,3.995067358,-2.233189665,-0.000640615,-0.001430615,-0.009345794,-0.000616143,-0.145887433,-0.018406207
mimecraft,0.910240526,0.05,0.784512,297,233,14,394,4.7138,7.633,-0.242693411,5.693732139,5.451038454,2.63905733,5.976350909,1.550494377,2.032480953,-1.274677761,-0.003367003,-0.004291845,-0.071428571,-0.002538071,-0.212143069,-0.131010088
pollexor,0.946130213,0.05,0.848929,887,753,58,592,6.5389,29.395,-0.163779724,6.787844982,6.624065228,4.060443011,6.383506635,1.877768956,3.380824592,-1.177954811,-0.001127396,-0.001328021,-0.017241379,-0.001689189,-0.152930921,-0.034019391
nar-maven-plugin,0.97917324,0.05,0.09281,27928,2592,465,23665,1.665,232.206,-2.377200886,10.23738505,7.860185057,6.142037406,10.07175244,0.509825123,5.447624909,-10.774701,-3.58E-05,-0.000385802,-0.002150538,-4.23E-05,-0.600600601,-0.004306521
xembly,0.956709772,0.05,0.38895,2715,1056,57,1202,2.0994,29.3185,-0.944304478,7.906547232,6.962243464,4.043051268,7.091742115,0.74165159,3.378218716,-2.571024553,-0.000368324,-0.00094697,-0.01754386,-0.000831947,-0.476326569,-0.034108157
dropwizard-guice,0.814067867,0.05,0.509934,302,154,15,381,4.9669,7.9555,-0.673473973,5.710427017,5.036952602,2.708050201,5.942799375,1.602795903,2.073863513,-1.961038095,-0.003311258,-0.006493506,-0.066666667,-0.002624672,-0.201332823,-0.125699202
jackson-datatype-joda,0.946404234,0.05,0.556931,1212,675,73,1543,6.0231,37.7615,-0.585313925,7.100027167,6.514712691,4.290459441,7.341483852,1.795602077,3.631290065,-1.795554566,-0.000825083,-0.001481481,-0.01369863,-0.000648088,-0.166027461,-0.026481999
cassandra-reaper,0.970907786,0.05,0.245935,4981,1225,104,5444,2.0879,53.399,-1.402688006,8.513385953,7.110696123,4.644390899,8.602269364,0.736158776,3.977792019,-4.06611503,-0.000200763,-0.000816327,-0.009615385,-0.000183688,-0.478950141,-0.018726942
jmeter-maven-plugin,0.913244364,0.05,0.264614,2241,593,57,1297,2.5435,28.4435,-1.329483119,7.714677474,6.385194399,4.043051268,7.167809184,0.933541085,3.347919663,-3.779089542,-0.000446229,-0.001686341,-0.01754386,-0.00077101,-0.393159033,-0.035157417
jPopulator,0.939875791,0.05,0.509338,1178,600,70,969,5.9423,34.512,-0.674643436,7.071573364,6.396929655,4.248495242,6.876264612,1.782096264,3.54130709,-1.963332797,-0.000848896,-0.001666667,-0.014285714,-0.001031992,-0.168285007,-0.028975429
geocluster-facet,0.942168519,0.05,0.488449,606,296,15,553,2.4752,7.866,-0.716520214,6.406879986,5.690359454,2.708050201,6.315358002,0.906321201,2.062549674,-2.047296647,-0.001650165,-0.003378378,-0.066666667,-0.001808318,-0.404007757,-0.127129418
wsc,0.995405418,0.05,0.094083,17931,1687,16,13016,0.0892,8.331,-2.363577908,9.794286337,7.430707083,2.772588722,9.473934649,-2.416874239,2.119983497,-10.62891277,-5.58E-05,-0.000592768,-0.0625,-7.68E-05,-11.21076233,-0.120033609
obd-java-api,0.865640738,0.05,0.434673,796,346,42,1111,5.2764,21.9705,-0.833161255,6.679599186,5.846438775,3.737669618,7.01301579,1.663244047,3.089700644,-2.300579976,-0.001256281,-0.002890173,-0.023809524,-0.00090009,-0.18952316,-0.045515578
sonar-objective-c,0.904915346,0.05,0.256795,1067,274,31,1441,2.9053,16.233,-1.359477178,6.972606251,5.613128106,3.433987204,7.273092596,1.066536655,2.787046207,-3.894156818,-0.000937207,-0.003649635,-0.032258065,-0.000693963,-0.344198534,-0.061602908
spring-retry,0.970544773,0.05,0.611063,2296,1403,185,2716,8.0575,92.692,-0.492555215,7.738923757,7.24636808,5.220355825,7.906915489,2.086603335,4.529282169,-1.636492473,-0.00043554,-0.000712758,-0.005405405,-0.000368189,-0.124107974,-0.010788418
jprotobuf,0.973174837,0.05,0.337189,4496,1516,49,3015,1.0899,24.921,-1.087111675,8.410943392,7.323830566,3.891820298,8.011355109,0.086085949,3.215710822,-2.965695797,-0.00022242,-0.000659631,-0.020408163,-0.000331675,-0.917515368,-0.040126801
jmxutils,0.967810352,0.05,0.564184,1893,1068,754,2284,39.831,382.8965,-0.57237484,7.545918151,6.97354302,6.625392368,7.733683571,3.684645504,5.947764718,-1.772471392,-0.000528262,-0.00093633,-0.00132626,-0.000437828,-0.025106073,-0.002611672
JActor,0.70445183,0.05,0.095861,1377,132,60,2413,4.3573,30.2445,-2.344856053,7.227662499,4.882801923,4.094344562,7.788626066,1.471852599,3.40931435,-10.431771,-0.000726216,-0.007575758,-0.016666667,-0.000414422,-0.22949992,-0.033063863
brickhouse,0.919355492,0.05,0.049623,9411,467,30,8831,0.3188,15.4145,-3.003300843,9.149634497,6.146329258,3.401197382,9.086023537,-1.143191332,2.735308625,-20.15194567,-0.000106259,-0.002141328,-0.033333333,-0.000113237,-3.136762861,-0.064873982
JavaVerbalExpressions,0.877914509,0.05,0.786967,399,314,69,326,17.2932,34.858,-0.239568963,5.988961417,5.749392986,4.234106505,5.786897381,2.850313361,3.551282666,-1.270701313,-0.002506266,-0.003184713,-0.014492754,-0.003067485,-0.057826198,-0.028687819
metrics-statsd,0.906426876,0.05,0.757353,408,309,11,310,2.6961,6.078,-0.27792582,6.011267174,5.733341277,2.397895273,5.736572297,0.991806284,1.804675694,-1.320388247,-0.00245098,-0.003236246,-0.090909091,-0.003225806,-0.370906124,-0.164527805
rtree,0.966762099,0.05,0.737774,2147,1584,199,1806,9.2687,99.049,-0.304117734,7.671826798,7.367708572,5.293304825,7.498869734,2.226643132,4.595614677,-1.355428627,-0.000465766,-0.000631313,-0.005025126,-0.00055371,-0.107889995,-0.010096013
java-uuid-generator,0.952969595,0.05,0.394311,2039,804,45,1764,2.207,23.408,-0.930615341,7.620214771,6.689599269,3.80666249,7.475339237,0.791634127,3.153077844,-2.536069245,-0.000490436,-0.001243781,-0.022222222,-0.000566893,-0.453103761,-0.042720437
WorldGuard,0.936582462,0.05,0.043556,25875,1127,148,21845,0.572,73.091,-3.133707812,10.16103253,7.027314514,4.997212274,9.991727341,-0.558616288,4.29170524,-22.9589494,-3.86E-05,-0.000887311,-0.006756757,-4.58E-05,-1.748251748,-0.013681575
gson-fire,0.920144411,0.05,0.688742,755,520,36,895,4.7682,18.2375,-0.372888534,6.626717749,6.253828812,3.583518938,6.796823718,1.561968875,2.903479914,-1.451922491,-0.001324503,-0.001923077,-0.027777778,-0.001117318,-0.209722747,-0.054832077
pusher-websocket-java,0.934264444,0.05,0.578912,1470,851,204,1634,13.8776,105.3725,-0.546604799,7.29301768,6.746412129,5.318119994,7.398786275,2.630276029,4.657501691,-1.727378254,-0.000680272,-0.001175088,-0.004901961,-0.000611995,-0.072058569,-0.009490142
DiskLruCache,0.87674588,0.05,0.575499,1053,606,61,780,5.793,30.864,-0.552517788,6.959398512,6.406879986,4.110873864,6.65929392,1.756650292,3.429590456,-1.737622481,-0.000949668,-0.001650165,-0.016393443,-0.001282051,-0.17262213,-0.032400207
jackson-dataformat-csv,0.973858471,0.05,0.317734,6795,2159,100,5242,1.4717,50.527,-1.146540724,8.823942327,7.677400431,4.605170186,8.564458384,0.386418195,3.922507847,-3.147286724,-0.000147167,-0.000463177,-0.01,-0.000190767,-0.679486308,-0.019791399
scrypt,0.985757434,0.05,0.837418,1224,1025,22,467,1.7974,11.431,-0.177431931,7.109879463,6.932447892,3.091042453,6.146329258,0.586341176,2.436328963,-1.19414677,-0.000816993,-0.00097561,-0.045454545,-0.002141328,-0.556359185,-0.08748141
redline-smalltalk,0.998879926,0.05,0.170641,10736,1832,43,5648,0.4005,22.3795,-1.768193345,9.281357859,7.513163545,3.761200116,8.639056779,-0.915041512,3.108145361,-5.860256328,-9.31E-05,-0.000545852,-0.023255814,-0.000177054,-2.496878901,-0.044683751
clj-ds,0.983406587,0.05,0.069744,26626,1857,19,15521,0.0714,10.0515,-2.662923883,10.18964346,7.526717561,2.944438979,9.649949225,-2.63945741,2.307721877,-14.33815095,-3.76E-05,-0.000538503,-0.052631579,-6.44E-05,-14.00560224,-0.099487639
Liqp,0.992301405,0.05,0.454164,17410,7907,234,1876,1.3441,117.946,-0.789296913,9.764800033,8.975503722,5.455321115,7.53689713,0.295724644,4.770226893,-2.201847791,-5.74E-05,-0.00012647,-0.004273504,-0.000533049,-0.743992262,-0.008478456
la4j,0.993338045,0.05,0.549357,13372,7346,758,9096,5.6686,380.51,-0.599006776,9.500918248,8.901911226,6.630683386,9.115590035,1.734942174,5.941512458,-1.820309926,-7.48E-05,-0.000136129,-0.001319261,-0.000109938,-0.176410401,-0.002628052
wsdoc,0.989626092,0.05,0.639653,2073,1326,47,1598,2.2672,24.483,-0.446829437,7.636752112,7.189922171,3.850147602,7.376508126,0.81854559,3.197978999,-1.563347628,-0.000482393,-0.000754148,-0.021276596,-0.000625782,-0.441072689,-0.040844668
