subject,rSquare,proportion,mutationScore, mutTotal, mutKilled, testMethodNum,SLOC,testPer100Mut
brickhouse,0.867441719,2%,0.049623,9411,467,30,8831,0.3188
brickhouse,0.889724269,3%,0.049623,9411,467,30,8831,0.3188
brickhouse,0.933758468,4%,0.049623,9411,467,30,8831,0.3188
brickhouse,0.919355492,5%,0.049623,9411,467,30,8831,0.3188
JavaVerbalExpressions,0.586238918,1%,0.786967,399,314,69,326,17.2932
JavaVerbalExpressions,0.753707251,2%,0.786967,399,314,69,326,17.2932
JavaVerbalExpressions,0.796008343,3%,0.786967,399,314,69,326,17.2932
JavaVerbalExpressions,0.849793843,4%,0.786967,399,314,69,326,17.2932
JavaVerbalExpressions,0.877914509,5%,0.786967,399,314,69,326,17.2932
metrics-statsd,0.699153259,1%,0.757353,408,309,11,310,2.6961
metrics-statsd,0.777156521,2%,0.757353,408,309,11,310,2.6961
metrics-statsd,0.825647237,3%,0.757353,408,309,11,310,2.6961
metrics-statsd,0.879869639,4%,0.757353,408,309,11,310,2.6961
metrics-statsd,0.906426876,5%,0.757353,408,309,11,310,2.6961
rtree,0.868592417,1%,0.737774,2147,1584,199,1806,9.2687
rtree,0.915979277,2%,0.737774,2147,1584,199,1806,9.2687
rtree,0.947748936,3%,0.737774,2147,1584,199,1806,9.2687
rtree,0.956373572,4%,0.737774,2147,1584,199,1806,9.2687
rtree,0.966762099,5%,0.737774,2147,1584,199,1806,9.2687
java-uuid-generator,0.810089169,1%,0.394311,2039,804,45,1764,2.207
java-uuid-generator,0.894438541,2%,0.394311,2039,804,45,1764,2.207
java-uuid-generator,0.927438954,3%,0.394311,2039,804,45,1764,2.207
java-uuid-generator,0.934203166,4%,0.394311,2039,804,45,1764,2.207
java-uuid-generator,0.952969595,5%,0.394311,2039,804,45,1764,2.207
WorldGuard,0.779573979,1%,0.043556,25875,1127,148,21845,0.572
WorldGuard,0.866132302,2%,0.043556,25875,1127,148,21845,0.572
WorldGuard,0.907297651,3%,0.043556,25875,1127,148,21845,0.572
WorldGuard,0.910072314,4%,0.043556,25875,1127,148,21845,0.572
WorldGuard,0.936582462,5%,0.043556,25875,1127,148,21845,0.572
gson-fire,0.727215507,1%,0.688742,755,520,36,895,4.7682
gson-fire,0.821033273,2%,0.688742,755,520,36,895,4.7682
gson-fire,0.897931905,3%,0.688742,755,520,36,895,4.7682
gson-fire,0.896396181,4%,0.688742,755,520,36,895,4.7682
gson-fire,0.920144411,5%,0.688742,755,520,36,895,4.7682
pusher-websocket-java,0.793950435,1%,0.578912,1470,851,204,1634,13.8776
pusher-websocket-java,0.853117091,2%,0.578912,1470,851,204,1634,13.8776
pusher-websocket-java,0.887123213,3%,0.578912,1470,851,204,1634,13.8776
pusher-websocket-java,0.939751302,4%,0.578912,1470,851,204,1634,13.8776
pusher-websocket-java,0.934264444,5%,0.578912,1470,851,204,1634,13.8776
DiskLruCache,0.602692881,1%,0.575499,1053,606,61,780,5.793
DiskLruCache,0.775443659,2%,0.575499,1053,606,61,780,5.793
DiskLruCache,0.803194565,3%,0.575499,1053,606,61,780,5.793
DiskLruCache,0.887165963,4%,0.575499,1053,606,61,780,5.793
DiskLruCache,0.87674588,5%,0.575499,1053,606,61,780,5.793
jackson-dataformat-csv,0.869991863,1%,0.317734,6795,2159,100,5242,1.4717
jackson-dataformat-csv,0.942259836,2%,0.317734,6795,2159,100,5242,1.4717
jackson-dataformat-csv,0.957138996,3%,0.317734,6795,2159,100,5242,1.4717
jackson-dataformat-csv,0.95728099,4%,0.317734,6795,2159,100,5242,1.4717
jackson-dataformat-csv,0.973858471,5%,0.317734,6795,2159,100,5242,1.4717
scrypt,0.897195418,1%,0.837418,1224,1025,22,467,1.7974
scrypt,0.954814196,2%,0.837418,1224,1025,22,467,1.7974
scrypt,0.96816456,3%,0.837418,1224,1025,22,467,1.7974
scrypt,0.97935262,4%,0.837418,1224,1025,22,467,1.7974
scrypt,0.985757434,5%,0.837418,1224,1025,22,467,1.7974
redline-smalltalk,0.990747356,1%,0.170641,10736,1832,43,5648,0.4005
redline-smalltalk,0.994700973,2%,0.170641,10736,1832,43,5648,0.4005
redline-smalltalk,0.997037884,3%,0.170641,10736,1832,43,5648,0.4005
redline-smalltalk,0.997612242,4%,0.170641,10736,1832,43,5648,0.4005
redline-smalltalk,0.998879926,5%,0.170641,10736,1832,43,5648,0.4005
clj-ds,0.897432608,1%,0.069744,26626,1857,19,15521,0.0714
clj-ds,0.958869157,2%,0.069744,26626,1857,19,15521,0.0714
clj-ds,0.97110698,3%,0.069744,26626,1857,19,15521,0.0714
clj-ds,0.979590751,4%,0.069744,26626,1857,19,15521,0.0714
clj-ds,0.983406587,5%,0.069744,26626,1857,19,15521,0.0714
Liqp,0.953038639,1%,0.454164,17410,7907,234,1876,1.3441
Liqp,0.982993628,2%,0.454164,17410,7907,234,1876,1.3441
Liqp,0.985618364,3%,0.454164,17410,7907,234,1876,1.3441
Liqp,0.98948592,4%,0.454164,17410,7907,234,1876,1.3441
Liqp,0.992301405,5%,0.454164,17410,7907,234,1876,1.3441
la4j,0.969238516,1%,0.549357,13372,7346,758,9096,5.6686
la4j,0.981487584,2%,0.549357,13372,7346,758,9096,5.6686
la4j,0.9886653,3%,0.549357,13372,7346,758,9096,5.6686
la4j,0.991610417,4%,0.549357,13372,7346,758,9096,5.6686
la4j,0.993338045,5%,0.549357,13372,7346,758,9096,5.6686
wsdoc,0.922442409,1%,0.639653,2073,1326,47,1598,2.2672
wsdoc,0.96555619,2%,0.639653,2073,1326,47,1598,2.2672
wsdoc,0.975835015,3%,0.639653,2073,1326,47,1598,2.2672
wsdoc,0.986216377,4%,0.639653,2073,1326,47,1598,2.2672
wsdoc,0.989626092,5%,0.639653,2073,1326,47,1598,2.2672
spring-data-commons,0.968643316,1%,0.613786,13666,8388,1035,14722,7.5735
spring-data-commons,0.982006224,2%,0.613786,13666,8388,1035,14722,7.5735
spring-data-commons,0.992301963,3%,0.613786,13666,8388,1035,14722,7.5735
spring-data-commons,0.991877348,4%,0.613786,13666,8388,1035,14722,7.5735
spring-data-commons,0.99463064,5%,0.613786,13666,8388,1035,14722,7.5735
DotCi,0.903265887,1%,0.220227,9245,2036,221,10038,2.3905
DotCi,0.955356735,2%,0.220227,9245,2036,221,10038,2.3905
DotCi,0.96117692,3%,0.220227,9245,2036,221,10038,2.3905
DotCi,0.976686625,4%,0.220227,9245,2036,221,10038,2.3905
DotCi,0.981531517,5%,0.220227,9245,2036,221,10038,2.3905
apache-httpclient,0.97168734,1%,0.360584449,5749,2073,869,26604,15.1157
apache-httpclient,0.983863237,2%,0.360584449,5749,2073,869,26604,15.1157
apache-httpclient,0.991651013,3%,0.360584449,5749,2073,869,26604,15.1157
apache-httpclient,0.992777183,4%,0.360584449,5749,2073,869,26604,15.1157
apache-httpclient,0.994043415,5%,0.360584449,5749,2073,869,26604,15.1157
apache-mina,0.96847692,1%,0.293984109,7929,2331,197,26869,2.4846
apache-mina,0.980133453,2%,0.293984109,7929,2331,197,26869,2.4846
apache-mina,0.989767111,3%,0.293984109,7929,2331,197,26869,2.4846
apache-mina,0.992201519,4%,0.293984109,7929,2331,197,26869,2.4846
apache-mina,0.994138983,5%,0.293984109,7929,2331,197,26869,2.4846
assertj-core,0.970371896,1%,0.841250606,4126,3471,5737,14128,139.0451
assertj-core,0.985179613,2%,0.841250606,4126,3471,5737,14128,139.0451
assertj-core,0.989247343,3%,0.841250606,4126,3471,5737,14128,139.0451
assertj-core,0.993226474,4%,0.841250606,4126,3471,5737,14128,139.0451
assertj-core,0.993089413,5%,0.841250606,4126,3471,5737,14128,139.0451
common-collection,0.962807948,1%,0.36469316,7398,2698,13677,23713,184.8743
common-collection,0.980381545,2%,0.36469316,7398,2698,13677,23713,184.8743
common-collection,0.988042535,3%,0.36469316,7398,2698,13677,23713,184.8743
common-collection,0.992861315,4%,0.36469316,7398,2698,13677,23713,184.8743
common-collection,0.992319645,5%,0.36469316,7398,2698,13677,23713,184.8743
common-io,0.965675003,1%,0.765100671,3129,2394,965,8839,30.8405
common-io,0.98210415,2%,0.765100671,3129,2394,965,8839,30.8405
common-io,0.988900736,3%,0.765100671,3129,2394,965,8839,30.8405
common-io,0.991265513,4%,0.765100671,3129,2394,965,8839,30.8405
common-io,0.993217573,5%,0.765100671,3129,2394,965,8839,30.8405
commons-compress,0.981540423,1%,0.634262845,7746,4913,491,17888,6.3388
commons-compress,0.989654994,2%,0.634262845,7746,4913,491,17888,6.3388
commons-compress,0.993502851,3%,0.634262845,7746,4913,491,17888,6.3388
commons-compress,0.995623001,4%,0.634262845,7746,4913,491,17888,6.3388
commons-compress,0.995646724,5%,0.634262845,7746,4913,491,17888,6.3388
JFreeChart,0.992472562,1%,0.323307195,34942,11297,2256,98334,6.4564
JFreeChart,0.995274626,2%,0.323307195,34942,11297,2256,98334,6.4564
JFreeChart,0.997346684,3%,0.323307195,34942,11297,2256,98334,6.4564
JFreeChart,0.998129704,4%,0.323307195,34942,11297,2256,98334,6.4564
JFreeChart,0.998383046,5%,0.323307195,34942,11297,2256,98334,6.4564
jgrapht,0.958761377,1%,0.561187545,2762,1550,152,12511,5.5033
jgrapht,0.982112069,2%,0.561187545,2762,1550,152,12511,5.5033
jgrapht,0.986761708,3%,0.561187545,2762,1550,152,12511,5.5033
jgrapht,0.988599577,4%,0.561187545,2762,1550,152,12511,5.5033
jgrapht,0.99246622,5%,0.561187545,2762,1550,152,12511,5.5033
PMD-core,0.963708826,1%,0.308760378,20958,6471,458,20958,2.1853
PMD-core,0.979035251,2%,0.308760378,20958,6471,458,20958,2.1853
PMD-core,0.9855649,3%,0.308760378,20958,6471,458,20958,2.1853
PMD-core,0.98814186,4%,0.308760378,20958,6471,458,20958,2.1853
PMD-core,0.99248877,5%,0.308760378,20958,6471,458,20958,2.1853
xstream,0.958542577,1%,0.568705927,5247,2984,1618,19111,30.8367
xstream,0.976231715,2%,0.568705927,5247,2984,1618,19111,30.8367
xstream,0.986518149,3%,0.568705927,5247,2984,1618,19111,30.8367
xstream,0.990370687,4%,0.568705927,5247,2984,1618,19111,30.8367
xstream,0.991717924,5%,0.568705927,5247,2984,1618,19111,30.8367
