CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
30709,1,5,34,112,112,34,12,19,3,176,112
69862,2,5,17,127,127,51,21,43,6,159,239
114274,3,5,2,127,127,53,32,64,9,157,366
168787,4,5,0,135,135,53,48,85,12,157,501
209805,5,5,0,135,135,53,64,106,15,157,636
246666,6,6,0,104,104,53,69,128,18,157,740
284245,7,6,0,104,104,53,76,147,21,157,844
328781,8,6,0,112,112,53,88,166,24,157,956
367693,9,6,21,122,122,74,106,192,28,136,1078
415537,10,7,34,150,150,108,127,227,31,102,1228
456997,11,7,3,114,114,111,143,244,34,99,1342
507848,12,8,2,135,135,113,153,270,38,97,1477
542885,13,9,0,112,112,113,159,294,41,97,1589
582178,14,10,1,112,112,114,171,313,44,96,1701
632933,15,10,0,135,135,114,187,334,47,96,1836
680646,16,13,0,145,145,114,209,362,50,96,1981
736114,17,25,7,172,172,121,241,394,53,89,2153
793488,18,27,0,151,151,121,265,428,56,89,2304
848372,19,27,0,151,151,121,291,461,60,89,2455
904776,20,30,0,172,172,121,325,493,63,89,2627
951171,21,275,1,127,127,122,334,518,66,88,2754
991488,22,506,0,104,104,122,339,541,69,88,2858
1157513,23,1019,10,153,153,132,356,570,72,78,3011
1303090,24,1024,0,130,130,132,372,597,75,78,3141
