TestNo,TestName
1,org.mitre.dsmiley.httpproxy.ProxyServletTest[testSetCookieHttpOnly]
2,org.mitre.dsmiley.httpproxy.URITemplateProxyServletTest[testWithExistingXForwardedFor]
3,org.mitre.dsmiley.httpproxy.URITemplateProxyServletTest[testHopByHopHeadersOnSource]
4,org.mitre.dsmiley.httpproxy.URITemplateProxyServletTest[testSetCookie]
5,org.mitre.dsmiley.httpproxy.URITemplateProxyServletTest[testSetCookieHttpOnly]
6,org.mitre.dsmiley.httpproxy.ProxyServletTest[testWithExistingXForwardedFor]
7,org.mitre.dsmiley.httpproxy.ProxyServletTest[testHopByHopHeadersOnSource]
8,org.mitre.dsmiley.httpproxy.ProxyServletTest[testSetCookie]
9,org.mitre.dsmiley.httpproxy.ProxyServletTest[testSendCookiesToProxy]
10,org.mitre.dsmiley.httpproxy.ProxyServletTest[testProxyWithUnescapedChars]
11,org.mitre.dsmiley.httpproxy.ProxyServletTest[testSendFile]
12,org.mitre.dsmiley.httpproxy.URITemplateProxyServletTest[testMultipleRequestsWithDiffCookies]
13,org.mitre.dsmiley.httpproxy.ProxyServletTest[testMultipleRequestsWithDiffCookies]
14,org.mitre.dsmiley.httpproxy.ProxyServletTest[testSetCookie2]
15,org.mitre.dsmiley.httpproxy.URITemplateProxyServletTest[testSetCookie2]
16,org.mitre.dsmiley.httpproxy.URITemplateProxyServletTest[testSendCookiesToProxy]
17,org.mitre.dsmiley.httpproxy.URITemplateProxyServletTest[testGet]
18,org.mitre.dsmiley.httpproxy.ProxyServletTest[testGet]
19,org.mitre.dsmiley.httpproxy.ProxyServletTest[testPost]
20,org.mitre.dsmiley.httpproxy.URITemplateProxyServletTest[testPost]
21,org.mitre.dsmiley.httpproxy.URITemplateProxyServletTest[testEnabledXForwardedFor]
22,org.mitre.dsmiley.httpproxy.ProxyServletTest[testEnabledXForwardedFor]
23,org.mitre.dsmiley.httpproxy.URITemplateProxyServletTest[testRedirect]
24,org.mitre.dsmiley.httpproxy.ProxyServletTest[testRedirect]
