CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
28971,1,2,10,139,139,10,0,6,4,393,139
29122,2,3,3,7,7,13,0,8,5,390,146
29273,3,3,0,7,7,13,0,8,5,390,153
29416,4,4,0,6,6,13,0,8,6,390,159
58049,5,4,0,132,132,13,0,14,10,390,291
80784,6,4,0,138,138,13,0,20,14,390,429
121825,7,4,0,177,177,13,0,26,17,390,606
154598,8,9,0,163,163,13,0,32,21,390,769
180959,9,9,0,134,134,13,0,38,25,390,903
216079,10,12,84,183,183,97,0,53,107,306,1086
256622,11,12,1,164,164,98,0,67,187,305,1250
287248,12,14,0,152,152,98,0,73,191,305,1402
338823,13,14,1,177,177,99,0,79,196,304,1579
374743,14,15,0,153,153,99,0,85,200,304,1732
391923,15,20,3,71,71,102,0,90,242,301,1803
396478,16,23,0,45,45,102,0,96,247,301,1848
400194,17,23,0,34,34,102,0,102,251,301,1882
407697,18,27,2,45,45,104,0,107,273,299,1927
433670,19,27,0,157,157,104,0,113,276,299,2084
454519,20,27,0,129,129,104,0,119,280,299,2213
463482,21,28,2,54,54,106,0,127,281,297,2267
486231,22,29,0,134,134,106,0,133,284,297,2401
512871,23,30,0,142,142,106,0,142,287,297,2543
536508,24,30,0,131,131,106,0,151,291,297,2674
565175,25,30,0,150,150,106,0,160,295,297,2824
621199,26,30,0,191,191,106,0,166,299,297,3015
665179,27,30,0,146,146,106,0,172,302,297,3161
704179,28,31,0,139,139,106,0,178,305,297,3300
744868,29,31,0,139,139,106,0,184,308,297,3439
783881,30,32,7,128,128,113,0,198,378,290,3567
826420,31,32,0,145,145,113,0,204,382,290,3712
861722,32,33,8,120,120,121,2,216,449,282,3832
906384,33,33,1,133,133,122,2,222,454,281,3965
951287,34,33,0,145,145,122,2,228,457,281,4110
996064,35,33,0,148,148,122,2,234,461,281,4258
1028094,36,34,6,138,138,128,2,246,534,275,4396
1075879,37,35,2,133,133,130,2,258,600,273,4529
1114308,38,35,3,136,136,133,6,270,670,270,4665
1141478,39,35,0,141,141,133,6,276,673,270,4806
1186643,40,36,27,189,189,160,6,294,761,243,4995
1260237,41,36,0,164,164,160,6,300,765,243,5159
1291798,42,37,0,155,155,160,6,306,768,243,5314
1325820,43,40,0,115,115,160,6,317,831,243,5429
1366452,44,40,0,163,163,160,6,323,835,243,5592
1398887,45,41,0,146,146,160,6,329,839,243,5738
1438786,46,43,0,164,164,160,6,335,842,243,5902
1470747,47,45,8,131,131,168,7,347,914,235,6033
1511799,48,46,0,148,148,168,7,353,917,235,6181
1553127,49,46,0,163,163,168,7,359,919,235,6344
1589835,50,47,1,145,145,169,7,365,925,234,6489
1651476,51,56,20,166,166,189,7,380,1032,214,6655
1686176,52,56,2,115,115,191,7,387,1041,212,6770
1753491,53,65,1,180,180,192,7,393,1046,211,6950
1863087,54,120,0,133,133,192,7,399,1049,211,7083
2371027,55,190,0,166,166,192,7,405,1052,211,7249
2589067,56,344,0,163,163,192,7,411,1056,211,7412
2777475,57,347,0,143,143,192,7,417,1059,211,7555
2990599,58,531,0,134,134,192,7,430,1132,211,7689
3391151,59,622,11,169,169,203,8,449,1219,200,7858
10691089,60,3212,0,156,156,203,8,456,1219,200,8014
