1,SURVIVED
2,KILLED,34
3,SURVIVED
4,KILLED,34,25
5,KILLED,27,1,25
6,KILLED,30,1,25
7,KILLED,34
8,KILLED,27,25
9,SURVIVED
10,KILLED,34
11,KILLED,30,1,25
12,SURVIVED
13,KILLED,46,25
14,KILLED,27,25
15,SURVIVED
16,SURVIVED
17,KILLED,34
18,KILLED,27,25
19,KILLED,29,25
20,KILLED,30,25
21,KILLED,29,3,25
22,KILLED,32,25
23,KILLED,29,25
24,KILLED,34
25,KILLED,27,25
26,KILLED,27,25
27,KILLED,45,25
28,KILLED,34
29,KILLED,34
30,KILLED,34
31,KILLED,34
32,KILLED,30,1,25
33,KILLED,30,1,25
34,KILLED,46,25
35,KILLED,46,25
36,KILLED,46,25
37,KILLED,46,25
38,NO_COVERAGE
39,NO_COVERAGE
40,NO_COVERAGE
41,KILLED,26,25
42,KILLED,27,25
43,KILLED,25
44,SURVIVED
45,KILLED,26,25
46,SURVIVED
47,NO_COVERAGE
48,SURVIVED
49,KILLED,33,25
50,KILLED,27,25
51,KILLED,30,25
52,SURVIVED
53,KILLED,30,25
54,KILLED,30,25
55,KILLED,26,25
56,KILLED,26,25
57,KILLED,32,25
58,KILLED,26,25
59,KILLED,27,25
60,KILLED,27,25
61,KILLED,26,25
62,KILLED,26,25
63,KILLED,26,25
64,KILLED,27,25
65,KILLED,30,25
66,KILLED,30,25
67,KILLED,30,25
68,KILLED,30,25
69,SURVIVED
70,KILLED,26,25
71,KILLED,26,25
72,KILLED,33,25
73,KILLED,30,25
74,KILLED,26,25
75,KILLED,26,25
76,KILLED,30,25
77,KILLED,30,25
78,KILLED,30,25
79,KILLED,30,25
80,KILLED,30,25
81,KILLED,26,25
82,KILLED,30,25
83,KILLED,32,25
84,KILLED,32,25
85,KILLED,32,25
86,KILLED,32,25
87,KILLED,26,25
88,KILLED,26,25
89,KILLED,27,25
90,KILLED,27,25
91,KILLED,47,25
92,KILLED,47,25
93,NO_COVERAGE
94,KILLED,27,25
95,KILLED,26,25
96,SURVIVED
97,KILLED,26,25
98,KILLED,30,25
99,KILLED,30,25
100,KILLED,30,25
101,KILLED,30,25
102,KILLED,32,25
103,SURVIVED
104,KILLED,26,25
105,SURVIVED
106,KILLED,27,25
107,SURVIVED
108,SURVIVED
109,SURVIVED
110,KILLED,30,25
111,NO_COVERAGE
112,KILLED,27,25
113,KILLED,46,25
114,KILLED,46,25
115,KILLED,46,25
116,KILLED,26,25
117,KILLED,26,25
118,KILLED,27,25
119,KILLED,29
120,SURVIVED
121,KILLED,29,25
122,SURVIVED
123,KILLED,29,25
124,KILLED,29,25
125,KILLED,29,25
126,SURVIVED
127,KILLED,29
128,KILLED,29,25
129,SURVIVED
130,SURVIVED
131,KILLED,29
132,KILLED,29
133,SURVIVED
134,SURVIVED
135,SURVIVED
136,SURVIVED
137,KILLED,29,25
138,KILLED,29,25
139,SURVIVED
140,KILLED,29,25
141,KILLED,25
142,KILLED,25
143,KILLED,47,25
144,SURVIVED
145,KILLED,25
146,KILLED,25
147,KILLED,25
148,KILLED,47,25
149,KILLED,25
150,KILLED,25
151,SURVIVED
152,SURVIVED
153,KILLED,25
154,KILLED,25
155,KILLED,25
156,KILLED,25
157,KILLED,25
158,KILLED,25
159,KILLED,47,25
160,KILLED,25
161,SURVIVED
162,KILLED,47,25
163,KILLED,27,3,25
164,KILLED,27,3,25
165,KILLED,41
166,SURVIVED
167,KILLED,41
168,KILLED,41
169,KILLED,40
170,SURVIVED
171,KILLED,40
172,KILLED,40
173,KILLED,44
174,KILLED,44
175,KILLED,44
176,KILLED,44
177,KILLED,27,1,25
178,KILLED,27,3,25
179,KILLED,27,3,25
180,KILLED,27,3,25
181,KILLED,25
182,SURVIVED
183,KILLED,29,25
184,KILLED,25
185,KILLED,29,25
186,KILLED,47,25
187,KILLED,34,25
188,KILLED,27,25
189,KILLED,45,25
190,KILLED,27,25
191,KILLED,27,1,25
192,KILLED,29,25
193,KILLED,27,1,25
194,KILLED,29,25
195,KILLED,27,25
196,KILLED,27,1,25
197,KILLED,27,25
198,KILLED,29,25
199,KILLED,29,25
200,KILLED,29,25
201,KILLED,47,25
202,KILLED,47,25
203,KILLED,47,25
204,KILLED,29,3,25
205,KILLED,29,25
206,KILLED,34,25
207,KILLED,34,25
208,KILLED,34,25
209,KILLED,34,25
210,KILLED,27,25
211,KILLED,29,25
212,KILLED,29,1,25
213,KILLED,27,25
214,KILLED,27,25
215,KILLED,27,25
216,KILLED,45,25
217,KILLED,45,25
218,KILLED,45,25
219,KILLED,29,25
220,KILLED,29,3,25
221,KILLED,47,25
222,KILLED,34,25
223,KILLED,29,25
224,KILLED,27,25
225,KILLED,27,25
226,KILLED,45,25
227,KILLED,27,25
228,KILLED,27,1,25
229,KILLED,29,25
230,KILLED,27,1,25
231,SURVIVED
232,SURVIVED
233,KILLED,29,1,25
234,KILLED,27,25
235,KILLED,3
236,KILLED,3
237,SURVIVED
238,KILLED,3
239,KILLED,46,3
240,SURVIVED
241,KILLED,2
242,KILLED,30,2
243,KILLED,30
244,KILLED,30,1
245,KILLED,30
246,KILLED,30
247,NO_COVERAGE
248,NO_COVERAGE
249,NO_COVERAGE
250,NO_COVERAGE
251,KILLED,45
252,KILLED,45
253,SURVIVED
254,KILLED,34,3
255,KILLED,34,3
256,KILLED,34,3
257,NO_COVERAGE
258,NO_COVERAGE
259,KILLED,34
260,KILLED,34
261,NO_COVERAGE
262,NO_COVERAGE
263,NO_COVERAGE
264,NO_COVERAGE
265,NO_COVERAGE
266,NO_COVERAGE
267,NO_COVERAGE
268,NO_COVERAGE
269,NO_COVERAGE
270,NO_COVERAGE
271,NO_COVERAGE
272,NO_COVERAGE
273,NO_COVERAGE
274,NO_COVERAGE
275,NO_COVERAGE
276,NO_COVERAGE
277,NO_COVERAGE
278,NO_COVERAGE
279,NO_COVERAGE
280,NO_COVERAGE
281,NO_COVERAGE
282,NO_COVERAGE
283,NO_COVERAGE
284,NO_COVERAGE
285,KILLED,30,25
286,KILLED,30,25
287,KILLED,30
288,KILLED,30
289,KILLED,5,27,1,25
290,KILLED,5,27,25
291,KILLED,5,27,25
292,KILLED,5,34
293,KILLED,6
294,KILLED,14
295,KILLED,7,28
296,KILLED,7,28
297,KILLED,7,28
298,KILLED,7,28
299,KILLED,7,28
300,KILLED,7,28
301,KILLED,7,28
302,KILLED,7,28
303,KILLED,7,28
304,KILLED,7,28
305,KILLED,14
306,KILLED,7,28
307,KILLED,7,28
308,KILLED,7,28
309,KILLED,7,28
310,KILLED,7,28
311,KILLED,7,28
312,KILLED,7,28
313,KILLED,15
314,KILLED,8
315,KILLED,8
316,KILLED,8
317,KILLED,8
318,KILLED,8
319,KILLED,8
320,KILLED,8
321,KILLED,8
322,KILLED,8
323,KILLED,8
324,KILLED,15
325,KILLED,8
326,KILLED,8
327,KILLED,8
328,KILLED,8
329,KILLED,8
330,KILLED,8
331,KILLED,8
332,KILLED,34
333,KILLED,34
334,KILLED,34
335,KILLED,11
336,KILLED,11
337,SURVIVED
338,SURVIVED
339,SURVIVED
340,KILLED,11
341,KILLED,11
342,SURVIVED
343,KILLED,11
344,SURVIVED
345,KILLED,11
346,SURVIVED
347,KILLED,11
348,SURVIVED
349,SURVIVED
350,KILLED,11
351,KILLED,11
352,KILLED,11
353,KILLED,11
354,KILLED,11
355,KILLED,11
356,KILLED,11
357,KILLED,11
358,SURVIVED
359,KILLED,11
360,KILLED,11
361,KILLED,11
362,SURVIVED
363,KILLED,11
364,KILLED,11
365,SURVIVED
366,KILLED,11
367,SURVIVED
368,KILLED,11
369,SURVIVED
370,KILLED,11
371,KILLED,11
372,NO_COVERAGE
373,NO_COVERAGE
374,NO_COVERAGE
375,NO_COVERAGE
376,NO_COVERAGE
377,NO_COVERAGE
378,NO_COVERAGE
379,KILLED,5,27,25
380,KILLED,11,27,25
381,KILLED,11,27,25
382,KILLED,11,27,25
383,KILLED,11,27,25
384,KILLED,11,27,25
385,KILLED,11,27,25
386,KILLED,11,27,25
387,KILLED,11,27,25
388,KILLED,11,27,25
389,KILLED,11,27,25
390,KILLED,11,27,25
391,SURVIVED
392,KILLED,11,27,25
393,KILLED,11,27,25
394,SURVIVED
395,KILLED,11,27,25
396,KILLED,31
397,KILLED,11,27,25
398,KILLED,11,27,25
399,NO_COVERAGE
400,NO_COVERAGE
401,KILLED,13,27,25
402,KILLED,9,27,1,25
403,SURVIVED
404,KILLED,9,27,1,25
405,KILLED,34,25
406,KILLED,13,27,25
407,KILLED,6,29,1,25
408,KILLED,6,27,1,25
409,KILLED,12
410,KILLED,12
411,KILLED,12
412,KILLED,12
413,KILLED,12
414,KILLED,12
415,KILLED,12
416,KILLED,12
417,KILLED,12
418,KILLED,12
419,KILLED,5,27,25
420,KILLED,5,27,25
421,KILLED,5,27,1,25
422,KILLED,5,27,1,25
423,KILLED,5,27,1,25
424,KILLED,12
