CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
250,1,1,6,10,10,6,3,3,0,425,10
484,2,1,0,10,10,6,6,6,0,425,20
3296,3,1,22,32,32,28,14,20,0,403,52
3724,4,1,3,5,5,31,17,20,0,400,57
6345,5,1,1,32,32,32,26,34,0,399,89
6592,6,1,0,5,5,32,26,37,0,399,94
9062,7,1,17,27,27,49,26,54,0,382,121
9513,8,1,19,26,26,68,43,56,0,363,147
10909,9,2,0,18,18,68,43,66,0,363,165
16268,10,3,4,40,40,72,45,85,0,359,205
19700,11,3,9,44,44,81,45,94,0,350,249
27691,12,4,17,100,100,98,45,111,0,333,349
27831,13,4,8,9,9,106,52,112,0,325,358
36130,14,5,0,100,100,106,52,129,0,325,458
36757,15,6,24,34,34,130,70,135,0,301,492
40682,16,16,0,31,31,130,71,154,0,301,523
42408,17,45,11,21,21,141,83,157,0,290,544
43704,18,50,1,22,22,142,96,160,0,289,566
45922,19,81,0,18,18,142,107,163,0,289,584
49895,20,84,0,44,44,142,107,172,0,289,628
52915,21,94,1,32,32,143,116,186,0,288,660
58911,22,125,33,55,55,176,136,199,0,255,715
64761,23,230,0,21,21,176,149,202,0,255,736
67819,24,250,0,27,27,176,149,213,0,255,763
82037,25,880,9,25,25,185,149,222,0,246,788
146563,26,2532,0,22,22,185,149,223,0,246,810
209942,27,3406,0,21,21,185,162,224,0,246,831
439291,28,3743,21,63,63,206,191,228,0,225,894
533944,29,6060,0,22,22,206,191,231,1,225,916
