TestNo,TestName
1,brickhouse.analytics.uniques.SketchSetTest[testSketchSet]
2,brickhouse.analytics.uniques.SketchSetTest[testDupSketchSet]
3,brickhouse.udf.collect.ArrayUnionUDFTest[testEvaluateWithSameElements]
4,brickhouse.udf.collect.ArrayUnionUDFTest[testInitializeWithOneArgument]
5,brickhouse.udf.collect.ArrayUnionUDFTest[testEvaluateWithTwoArrays]
6,brickhouse.udf.collect.ArrayUnionUDFTest[testInitializeWithNoArguments]
7,brickhouse.udf.json.JsonSplitUDFTest[testEvaluateWithNull]
8,brickhouse.udf.json.JsonUDFTest[testConvertFromCamelCase]
9,brickhouse.udf.collect.ArrayUnionUDFTest[testInitializeWithTwoArguments]
10,brickhouse.udf.json.JsonSplitUDFTest[testEvaluate]
11,brickhouse.udf.timeseries.TimeSeriesTest[testMovingAvgStr]
12,brickhouse.udf.timeseries.TimeSeriesTest[testMovingStdevDouble]
13,brickhouse.udf.timeseries.TimeSeriesTest[testSaltId]
14,brickhouse.udf.timeseries.TimeSeriesTest[testMovingStdevStr]
15,brickhouse.udf.json.JsonUDFTest[testConvertToCamelCase]
16,brickhouse.udf.json.JsonSplitUDFTest[testEvaluateWithEmptyList]
17,brickhouse.analytics.uniques.SketchSetTest[testObama]
18,brickhouse.analytics.uniques.SketchSetTest[testDupSketchSetOver5000]
19,brickhouse.analytics.uniques.SketchSetTest[testGetMinHashes]
20,brickhouse.udf.timeseries.TimeSeriesTest[testMovingAvgDouble]
21,brickhouse.udf.collect.ArrayUnionUDFTest[testEvaluateWithThreeArrays]
22,brickhouse.udf.collect.CollectMaxTest[testCollectMinAggBuffer]
23,brickhouse.analytics.uniques.SketchSetTest[testRandomHashes]
24,brickhouse.udf.json.JsonSplitUDFTest[testEvaluateWithEmptyString]
25,brickhouse.udf.bloom.BloomTest[testBloomUnion]
26,brickhouse.analytics.uniques.SketchSetTest[testDistinctSets]
27,brickhouse.analytics.uniques.SketchSetTest[testHashStrings]
28,brickhouse.analytics.uniques.SketchSetTest[testSetSimilarity]
29,brickhouse.analytics.uniques.SketchSetTest[testOverlapSets]
