TestNo,TestName
1,org.jinstagram.auth.model.OAuthRequestTest[shouldThrowExceptionIfParameterIsNotOAuth]
2,org.jinstagram.exceptions.InstagramRateLimitExceptionTest[testInstagramRateLimitExceptionTest]
3,org.jinstagram.http.APILimitUtilsTest[remainingBetweenMinAndMax]
4,org.jinstagram.http.APILimitUtilsTest[remainingZero]
5,org.jinstagram.utils.MapUtilsTest[shouldHandleNullInputs]
6,org.jinstagram.utils.MapUtilsTest[shouldHandleEmptyMap]
7,org.jinstagram.utils.PreconditionsTest[shouldAllowValidLatLongThreeDigits]
8,org.jinstagram.utils.PreconditionsTest[shouldAllowValidNegativeLatLong]
9,org.jinstagram.utils.PreconditionsTest[shouldAllowSSLUrls]
10,org.jinstagram.utils.PreconditionsTest[shouldNotAllowLatLongWithWhiteSpaceAtBeginning]
11,org.jinstagram.utils.PreconditionsTest[shouldNotAllowLatLongWithWhiteSpaceAtTheMiddle]
12,org.jinstagram.utils.PreconditionsTest[shouldNotAllowEmptyString]
13,org.jinstagram.utils.PreconditionsTest[shouldNotAllowRadiusWithAlphabet]
14,org.jinstagram.utils.PreconditionsTest[shouldNotAllowLatLongWithCharAtTheSecondPart]
15,org.jinstagram.utils.PreconditionsTest[shouldNotAllowRadiusWithWhiteSpaceAtBeginning]
16,org.jinstagram.utils.PreconditionsTest[shouldNotAllowUnderscoreInScheme]
17,org.jinstagram.utils.PreconditionsTest[shouldThrowExceptionForInvalidUrls]
18,org.jinstagram.utils.PreconditionsTest[shouldNotAllowRadiusWithWhiteSpaceAtTheMiddle]
19,org.jinstagram.utils.PreconditionsTest[shouldNotAllowLatLongWithWhiteSpaceAtTheEnd]
20,org.jinstagram.utils.PreconditionsTest[shouldThrowExceptionForSpacesOnlyStrings]
21,org.jinstagram.utils.PreconditionsTest[shouldAllowSpecialCharsInScheme]
22,org.jinstagram.utils.PreconditionsTest[shouldNotAllowRadiusWithWhiteSpaceAtTheEnd]
23,org.jinstagram.utils.PreconditionsTest[shouldNotAllowLatLongWithCharAtTheFirstPart]
24,org.jinstagram.utils.PreconditionsTest[shouldAllowValidRadiusValue]
25,org.jinstagram.utils.PreconditionsTest[shouldAllowValidNegativeLatLongWithoutDecimal]
26,org.jinstagram.utils.PreconditionsTest[shouldNotAllowStrangeProtocolNames]
27,org.jinstagram.utils.PreconditionsTest[shouldAllowNonStandarProtocolsForAndroid]
28,org.jinstagram.utils.PreconditionsTest[shouldThrowExceptionForNullStrings]
29,org.jinstagram.utils.PreconditionsTest[shouldNotAllowRadiusWithStrangeCharacter]
30,org.jinstagram.utils.PreconditionsTest[shouldAllowOutOfBandAsValidCallbackValue]
31,org.jinstagram.utils.PreconditionsTest[shouldThrowExceptionForNullObjects]
32,org.jinstagram.utils.PreconditionsTest[shouldAllowValidLatLongWithoutDecimal]
33,org.jinstagram.utils.PreconditionsTest[shouldThrowExceptionForEmptyStrings]
34,org.jinstagram.utils.PreconditionsTest[shouldNotAllowLatLongWithStrangeCharactersFirstPart]
35,org.jinstagram.utils.PreconditionsTest[shouldThrowExceptionForNullUrls]
36,org.jinstagram.utils.PreconditionsTest[shouldAllowValidNegativeLatLongThreeDigits]
37,org.jinstagram.utils.PreconditionsTest[shouldNotAllowLatLongWithStrangeCharactersSecondPart]
38,org.jinstagram.entity.common.ImagesTest[testCaptionEntity_WithData]
39,org.jinstagram.entity.common.InstagramErrorResponseTest[oauthException]
40,org.jinstagram.entity.common.InstagramErrorResponseTest[rateLimitException]
41,org.jinstagram.entity.common.LocationTest[testCaptionEntity_WithData]
42,org.jinstagram.entity.common.PaginationTest[testCaptionEntity_WithData]
43,org.jinstagram.entity.common.VideoDataTest[testCaptionEntity_WithData]
44,org.jinstagram.entity.common.VideosTest[testCaptionEntity_WithData]
45,org.jinstagram.entity.users.users.feed.UserFeedDataTest[testToString]
46,org.jinstagram.utils.MapUtilsTest[shouldPrettyPrintMap]
47,org.jinstagram.utils.PreconditionsTest[shouldAllowValidLatLong]
48,org.jinstagram.auth.model.OAuthRequestTest[shouldAddOAuthParamters]
49,org.jinstagram.entity.common.CaptionTest[testCaptionEntity_WithData]
50,org.jinstagram.entity.common.CommentsTest[testCommentsEntity_Null]
51,org.jinstagram.entity.common.ImageDataTest[testCaptionEntity_WithData]
52,org.jinstagram.entity.common.LikesTest[testCaptionEntity_WithData]
53,org.jinstagram.entity.common.MetaTest[testCaptionEntity_WithData]
54,org.jinstagram.entity.common.UserTest[testCaptionEntity_WithData]
