CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
5061,1,2,3,4,4,3,0,3,0,79,4
5062,2,2,0,0,0,3,0,3,0,79,4
7210659,3,13,27,27,27,30,0,25,5,52,31
8014596,4,13,51,81,81,81,0,106,5,1,112
8093076,5,14,0,27,27,81,0,133,5,1,139
8171432,6,16,0,27,27,81,0,160,5,1,166
8264156,7,28,0,27,27,81,0,187,5,1,193
8357144,8,32,0,27,27,81,0,214,5,1,220
8571303,9,45,0,40,40,81,0,249,9,1,260
8621900,10,47,1,14,14,82,0,263,10,0,274
8633044,11,51,0,4,4,82,0,267,10,0,278
8633045,12,266,0,0,0,82,0,267,10,0,278
8724319,13,286,0,27,27,82,0,294,10,0,305
9042606,14,620,0,81,81,82,0,375,10,0,386
9293147,15,1330,0,40,40,82,0,411,13,0,426
