"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",-0.00896560293305693,0.0527077049097683,0.36773776532696,0.048400436431373,0.170991443431673,0.00480458016715302,0.0485220655288288,-0.0058721974874183,0.360293218876944,0.54941397826969,0.275985463524161,0.438536140394668,-0.0094424817280383,0.275738431854134,0.0185374142903527,0.273581654125488,-0.00970818458723288,0.211558004867018,0.289595674335488,-2.34480058280973e-05,0.215008772600765,0.00375395690442037,0.332989644359819,0.568908908488289,0.121564473258496,0.3084695316248,-0.00287761163020961,0.122378960592965
"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",-0.00831553558649278,0.0426444328299627,0.316539032771894,0.0369173143885313,0.139066552148461,0.00147612064903591,0.0374338698264981,-0.00557661906280282,0.34342408606753,0.528447157341487,0.244764679533526,0.412101213062081,-0.00859979744655837,0.243717981715125,0.018318794153625,0.291728463721589,-0.00927580120992322,0.208885888506691,0.334107313087579,-0.000776593782822355,0.214337937289474,0.0161851431359679,0.299707597507709,0.517004837491521,0.096400244341482,0.261161110093384,-0.00599820407649942,0.0966624064739554
"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",-0.00969160921812029,0.043585241670265,0.282694549440665,0.0314218617828393,0.119809546467615,0.00212057253213394,0.0311961735876186,-0.00475764414852731,0.322947301037081,0.506592503103987,0.234615901764025,0.371661842489189,-0.0089397048288149,0.232531942776692,0.00839804470963457,0.2814239147953,-0.00865190083991707,0.226928053301974,0.311417306897961,-0.00564396099226716,0.22646764743769,-0.00122018793867218,0.263679197992451,0.474405288264608,0.0840426648273046,0.23092547646374,-0.00651107007373386,0.0844400376429466
"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",-0.00966946974407623,0.0560790880001866,0.269467657926777,0.0306284457315231,0.113580677269665,0.00169270803078192,0.0304025098876002,-0.0076542900990153,0.331884876558688,0.489909466062395,0.233997019603902,0.361528633153737,-0.0084719033168501,0.232833586251381,-0.00303946032848668,0.282431173179958,-0.00856665340019447,0.218114284741644,0.313895698392133,-0.00942101186221156,0.223597428571182,0.00131614172769678,0.238612024379741,0.456532860152317,0.0806457554767889,0.218067460980315,-0.00769594750370195,0.0799839077278083
"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",-0.00790806521897913,0.0327777025202319,0.264617348135806,0.0262275492333115,0.105701129106222,-0.00158466929143297,0.0263405329747295,0.00288571541509708,0.284008431577409,0.498621306284363,0.206806870690417,0.327754636566525,-0.00907228983951858,0.204701631949144,0.0129871631034058,0.253341747394361,-0.00806152469546584,0.195449905754675,0.284617464743386,-0.00346861860800107,0.194353245980896,0.00708965956617036,0.238079237283705,0.45340472584508,0.0699862769488939,0.201896367031894,-0.0104683638819567,0.0695780252982128
