CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
3059879,150,1,0,525,525,748,1870,25622,1255,291,70194
3087061,151,1,0,661,661,748,1875,25854,1269,291,70855
3103524,152,1,0,524,524,748,1877,26047,1276,291,71379
3121002,153,1,0,524,524,748,1877,26240,1283,291,71903
3148628,154,1,3,651,651,751,1885,26482,1294,288,72554
3184368,155,1,3,731,731,754,1920,26758,1311,285,73285
3203040,156,1,3,419,419,757,1922,26935,1320,282,73704
3215672,157,1,0,419,419,757,1924,27113,1328,282,74123
3232117,158,1,0,466,466,757,1930,27290,1336,282,74589
3257897,159,1,0,604,604,757,1948,27528,1350,282,75193
3268578,160,1,0,263,263,757,1948,27567,1350,282,75456
3302031,161,1,0,603,603,757,1957,27819,1360,282,76059
3333946,162,1,10,487,487,767,1966,28014,1368,272,76546
3351958,163,1,0,303,303,767,1980,28134,1370,272,76849
3374189,164,1,0,564,564,767,1988,28350,1378,272,77413
3397750,165,1,0,564,564,767,1990,28568,1386,272,77977
3416119,166,1,0,409,409,767,1996,28727,1387,272,78386
3437487,167,1,0,432,432,767,1996,28888,1393,272,78818
3459359,168,1,0,418,418,767,1998,29062,1401,272,79236
3484085,169,1,0,418,418,767,2000,29232,1408,272,79654
3509449,170,1,1,420,420,768,2002,29404,1418,271,80074
3523950,171,1,0,420,420,768,2004,29573,1426,271,80494
3541507,172,1,1,420,420,769,2006,29742,1434,270,80914
3560493,173,1,0,418,418,769,2008,29917,1442,270,81332
3589385,174,1,0,535,535,769,2025,30091,1448,270,81867
3624598,175,1,2,579,579,771,2033,30306,1462,268,82446
3651411,176,1,2,399,399,773,2036,30366,1462,266,82845
3685212,177,1,1,488,488,774,2039,30559,1469,265,83333
3701565,178,1,0,385,385,774,2049,30691,1474,265,83718
3727238,179,1,0,542,542,774,2065,30874,1479,265,84260
3760657,180,1,2,618,618,776,2083,31105,1489,263,84878
3774744,181,1,0,284,284,776,2104,31213,1490,263,85162
3805618,182,1,0,531,531,776,2111,31403,1502,263,85693
3824374,183,1,9,510,510,785,2141,31559,1510,254,86203
3829685,184,1,0,173,173,785,2152,31616,1510,254,86376
3843242,185,1,1,347,347,786,2171,31713,1514,253,86723
3855813,186,1,0,340,340,786,2175,31835,1519,253,87063
3866974,187,1,2,512,512,788,2186,31990,1527,251,87575
3874805,188,1,0,368,368,788,2205,32121,1534,251,87943
3887504,189,1,0,472,472,788,2231,32278,1542,251,88415
3901809,190,1,0,472,472,788,2256,32435,1551,251,88887
3919319,191,1,0,573,573,788,2258,32592,1560,251,89460
3942760,192,1,1,655,655,789,2310,32772,1577,250,90115
3966781,193,1,0,633,633,789,2355,32948,1592,250,90748
3981745,194,1,0,482,482,789,2360,33096,1599,250,91230
3992011,195,1,0,304,304,789,2369,33198,1600,250,91534
4008094,196,1,0,427,427,789,2390,33326,1601,250,91961
4034881,197,1,0,633,633,789,2437,33502,1614,250,92594
4060336,198,1,0,561,561,789,2468,33646,1623,250,93155
4068493,199,1,0,397,397,789,2501,33784,1631,250,93552
4085412,200,1,0,643,643,789,2540,33955,1642,250,94195
4085507,201,1,1,21,21,790,2540,33962,1642,249,94216
4085860,202,1,1,30,30,791,2545,33963,1642,248,94246
4085931,203,1,4,14,14,795,2549,33963,1642,244,94260
4086162,204,1,1,29,29,796,2564,33965,1642,243,94289
4086247,205,1,16,18,18,812,2570,33975,1642,227,94307
4092693,206,1,1,349,349,813,2574,34092,1650,226,94656
4096360,207,1,0,192,192,813,2584,34147,1655,226,94848
4102555,208,1,0,327,327,813,2599,34229,1659,226,95175
4109548,209,1,0,333,333,813,2626,34314,1669,226,95508
4117314,210,1,6,349,349,819,2663,34404,1677,220,95857
4123614,211,1,0,327,327,819,2677,34487,1681,220,96184
4128484,212,1,0,262,262,819,2704,34561,1681,220,96446
4130221,213,1,0,119,119,819,2722,34601,1682,220,96565
4145492,214,1,1,504,504,820,2786,34723,1683,219,97069
4164390,215,1,0,523,523,820,2863,34847,1691,219,97592
4182106,216,1,0,511,511,820,2938,34967,1692,219,98103
4195013,217,1,3,397,397,823,2978,35059,1693,216,98500
4200010,218,1,0,200,200,823,2996,35121,1693,216,98700
4214163,219,1,0,375,375,823,3068,35204,1694,216,99075
4223650,220,1,0,326,326,823,3126,35277,1703,216,99401
4225982,221,1,0,112,112,823,3139,35320,1704,216,99513
4229025,222,1,2,112,112,825,3143,35371,1705,214,99625
4232205,223,1,0,115,115,825,3152,35416,1706,214,99740
4241287,224,1,0,285,285,825,3183,35477,1706,214,100025
4246040,225,1,0,175,175,825,3215,35507,1706,214,100200
4251166,226,1,0,175,175,825,3247,35537,1706,214,100375
4257312,227,1,0,195,195,825,3288,35571,1714,214,100570
4266214,228,1,0,288,288,825,3346,35631,1722,214,100858
4276650,229,1,0,304,304,825,3392,35693,1729,214,101162
4312838,230,2,0,487,487,825,3398,35870,1739,214,101649
4335801,231,2,0,500,500,825,3425,36022,1750,214,102149
4363463,232,2,0,537,537,825,3429,36239,1761,214,102686
4406491,233,2,0,706,706,825,3456,36503,1784,214,103392
4442175,234,2,1,551,551,826,3465,36711,1798,213,103943
4497673,235,2,0,748,748,826,3497,37006,1826,213,104691
4531834,236,2,2,766,766,828,3551,37306,1850,211,105457
4562682,237,2,0,599,599,828,3560,37547,1860,211,106056
4575637,238,2,0,271,271,828,3572,37652,1862,211,106327
4576564,239,2,0,30,30,828,3578,37653,1862,211,106357
4607081,240,2,0,535,535,828,3598,37846,1868,211,106892
4623707,241,2,0,302,302,828,3598,37972,1870,211,107194
4638588,242,2,1,246,246,829,3601,38008,1870,210,107440
4680037,243,2,1,698,698,830,3620,38263,1889,209,108138
4698021,244,2,2,419,419,832,3623,38440,1897,207,108557
4716921,245,2,3,419,419,835,3626,38617,1905,204,108976
4738781,246,2,3,419,419,838,3628,38795,1913,201,109395
4761253,247,2,3,419,419,841,3630,38973,1921,198,109814
4787024,248,2,0,419,419,841,3632,39152,1928,198,110233
4826164,249,2,1,594,594,842,3632,39241,1928,197,110827
4850063,250,2,0,459,459,842,3633,39442,1938,197,111286
4880388,251,2,1,709,709,843,3638,39709,1955,196,111995
4919173,252,2,1,675,675,844,3648,39953,1973,195,112670
4940750,253,2,0,411,411,844,3654,40120,1975,195,113081
4970207,254,2,4,485,485,848,3661,40145,1975,191,113566
5001960,255,2,0,483,483,848,3661,40208,1975,191,114049
5038625,256,2,1,704,704,849,3676,40476,1993,190,114753
5061835,257,2,2,545,545,851,3686,40558,1993,188,115298
5099809,258,2,0,725,725,851,3717,40827,2013,188,116023
5145765,259,2,1,730,730,852,3750,41104,2034,187,116753
5170608,260,2,0,418,418,852,3752,41279,2042,187,117171
5199110,261,2,0,535,535,852,3766,41460,2053,187,117706
5236357,262,2,15,710,710,867,3786,41716,2073,172,118416
5247867,263,2,0,397,397,867,3819,41852,2082,172,118813
5270640,264,2,0,633,633,867,3865,42029,2098,172,119446
5294750,265,2,2,625,625,869,3901,42200,2117,170,120071
5294813,266,2,2,9,9,871,3902,42201,2117,168,120080
5295178,267,2,0,35,35,871,3910,42202,2117,168,120115
5295319,268,2,0,30,30,871,3915,42203,2117,168,120145
5295342,269,2,2,5,5,873,3917,42203,2117,166,120150
5305335,270,2,1,347,347,874,3945,42308,2130,165,120497
5310363,271,2,0,217,217,874,3947,42393,2131,165,120714
5330415,272,2,0,504,504,874,4011,42514,2132,165,121218
5344990,273,2,0,404,404,874,4047,42609,2133,165,121622
5345253,274,3,0,26,26,874,4047,42614,2133,165,121648
5379180,275,3,4,605,605,878,4081,42868,2146,161,122253
5389709,276,4,0,347,347,878,4100,42965,2150,161,122600
5390934,277,9,0,106,106,878,4106,43004,2150,161,122706
5396634,278,10,0,306,306,878,4160,43077,2158,161,123012
5402053,279,11,0,302,302,878,4171,43162,2162,161,123314
5412087,280,11,0,397,397,878,4216,43257,2163,161,123711
5414995,281,12,0,149,149,878,4226,43312,2163,161,123860
5427892,282,18,0,397,397,878,4260,43449,2169,161,124257
5467097,283,25,0,633,633,878,4280,43672,2182,161,124890
6180164,284,597,0,729,729,878,4304,43947,2202,161,125619
8934636,285,6060,0,587,587,878,4304,44176,2217,161,126206
