CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
810,1,1,35,48,48,35,28,7,0,931,48
4124,2,1,26,130,130,61,34,25,2,905,178
11228,3,1,111,231,231,172,123,52,12,794,409
14746,4,1,9,148,148,181,176,67,17,785,557
16850,5,1,8,140,140,189,192,79,18,777,697
21549,6,2,26,241,241,215,280,104,26,751,938
32730,7,2,102,389,389,317,394,146,47,649,1327
35520,8,2,0,133,133,317,400,158,50,649,1460
37600,9,4,2,113,113,319,401,172,51,647,1573
43183,10,5,10,256,256,329,487,196,63,637,1829
49422,11,6,0,234,234,329,569,225,74,637,2063
53782,12,6,22,222,222,351,652,261,77,615,2285
60091,13,16,58,321,321,409,767,313,87,557,2606
76576,14,22,38,430,430,447,897,385,112,519,3036
85527,15,30,2,264,264,449,915,408,118,517,3300
137528,16,205,83,273,273,532,1025,454,122,434,3573
280320,17,346,62,456,456,594,1168,536,132,372,4029
