TestNo,TestName
1,ch.hsr.geohash.BoundingBoxTest[testHashCode]
2,ch.hsr.geohash.GeoHashTest[testThatAdjacentHashesHavePointInitialized]
3,ch.hsr.geohash.GeoHashTest[itShouldThrowWhenTheBitPrecisionIsMoreThan64Bits]
4,ch.hsr.geohash.GeoHashTest[testSecondCaseWhereOrdMustBePositive]
5,ch.hsr.geohash.GeoHashTest[testToBase32]
6,ch.hsr.geohash.GeoHashTest[testToLongAndBack]
7,ch.hsr.geohash.GeoHashTest[itShouldCreateAHashWithMaximumPrecisionOf64Bits]
8,ch.hsr.geohash.GeoHashTest[testNext]
9,ch.hsr.geohash.GeoHashTest[testNeighbourLocationCode]
10,ch.hsr.geohash.GeoHashTest[testOrdIsPositive]
11,ch.hsr.geohash.GeoHashTest[testKnownAdjacentNeighbours]
12,ch.hsr.geohash.GeoHashTest[testAddingZeroes]
13,ch.hsr.geohash.GeoHashTest[testAdjacentHashes]
14,ch.hsr.geohash.GeoHashTest[itShouldThrowWhenTheCharacterPrecisionIsTooBig]
15,ch.hsr.geohash.GeoHashTest[testKnownNeighbouringHashes]
16,ch.hsr.geohash.GeoHashTest[testLatLonBoundingBoxes]
17,ch.hsr.geohash.GeoHashTest[testByCharacterPrecision]
18,ch.hsr.geohash.GeoHashTest[testEqualsAndHashCode]
19,ch.hsr.geohash.GeoHashTest[testAddingOnes]
20,ch.hsr.geohash.GeoHashTest[testMovingInCircle]
21,ch.hsr.geohash.GeoHashTest[testNeibouringHashesNearMeridian]
22,ch.hsr.geohash.GeoHashTest[testWithin]
23,ch.hsr.geohash.GeoHashTest[testGetLatitudeBits]
24,ch.hsr.geohash.GeoHashTest[testGetLongitudeBits]
25,ch.hsr.geohash.GeoHashTest[testNotWithin]
26,ch.hsr.geohash.GeoHashTest[toBase32ShouldThrowWhenPrecisionIsNotAMultipleOf5]
27,ch.hsr.geohash.GeoHashTest[testNextPrev]
28,ch.hsr.geohash.WGS84PointTest[testHashCode]
29,ch.hsr.geohash.WGS84PointTest[testEquals]
30,ch.hsr.geohash.WGS84PointTest[testRangeCheck]
31,ch.hsr.geohash.util.BoundingBoxGeoHashIteratorTest[testIter]
32,ch.hsr.geohash.util.GeoHashSizeTableTest[testDLat]
33,ch.hsr.geohash.util.GeoHashSizeTableTest[testDLon]
34,ch.hsr.geohash.BoundingBoxTest[testEqualsObject]
35,ch.hsr.geohash.BoundingBoxTest[testContains]
36,ch.hsr.geohash.BoundingBoxTest[testIntersects]
37,ch.hsr.geohash.GeoHashTest[testSimpleWithin]
38,ch.hsr.geohash.GeoHashTest[testGetCharacterPrecisionThrows]
39,ch.hsr.geohash.GeoHashTest[testConstructorWithBitPrecision]
40,ch.hsr.geohash.GeoHashTest[testIssue1]
41,ch.hsr.geohash.util.GeoHashSizeTableTest[testKnownLargerBoundingBoxSizes]
42,ch.hsr.geohash.util.LongUtilTest[testKnownPrefixLenghts]
43,ch.hsr.geohash.BoundingBoxTest[testSize]
44,ch.hsr.geohash.util.GeoHashSizeTableTest[testKnownSmallerBoundingBoxSizes]
45,ch.hsr.geohash.GeoHashTest[testGetCharacterPrecisionWorksWhenPrecisionIsMultipleOfFive]
46,ch.hsr.geohash.util.GeoHashSizeTableTest[testKnownOneBitLargerBoxSizes]
47,ch.hsr.geohash.WGS84PointTest[testVincenty]
48,ch.hsr.geohash.GeoHashBoundingBoxSearchTest[testSeveralBoundingBoxes]
49,ch.hsr.geohash.GeoHashCircleQueryTest[testIssue3WithCircleQuery]
50,ch.hsr.geohash.util.BoundingBoxGeoHashIteratorTest[testIter2]
51,ch.hsr.geohash.GeoHashTest[testStepsBetween]
52,ch.hsr.geohash.util.BoundingBoxSamplerTest[testSampler]
53,ch.hsr.geohash.GeoHashTest[testCompareTo]
54,ch.hsr.geohash.GeoHashTest[testMovingAroundWorldOnHashStrips]
55,ch.hsr.geohash.GeoHashTest[testToAndFromBinaryString]
56,ch.hsr.geohash.GeoHashTest[testDecode]
