name,y,x1,ms,mutTotal,mutKilled,testMethodNum,SLOC,testPer100Mut,averageTestSuiteSize,lnms,lnmutTotal,lnmutKilled,lntestMethodNum,lnSLOC,lntestPer100Mut,lnaverageTestSuiteSize,neginvms,neginvmutTotal,neginvmutKilled,neginvtestMethodNum,neginvSLOC,neginvtestPer100Mut,neginvaverageTestSuiteSize
jsemver,0.900983043,1,0.833623188,1725,1438,202,1441,11.71014493,78.219,-0.181973791,7.452982329,7.271008538,5.308267697,7.273092596,2.460455554,4.359512585,-1.199582754,-0.00057971,-0.00069541,-0.004950495,-0.000693963,-0.08539604,-0.012784618
jumblr,0.859296718,1,0.516047297,1184,611,103,1494,8.699324324,13.5825,-0.661556856,7.076653815,6.415096959,4.634728988,7.309212366,2.163245359,2.608782199,-1.937806874,-0.000844595,-0.001636661,-0.009708738,-0.000669344,-0.114951456,-0.073624149
kafka-spout,0.771911138,1,0.820754717,424,348,51,477,12.02830189,13.6385,-0.197530975,6.049733455,5.85220248,3.931825633,6.167516491,2.487262363,2.612896676,-1.218390805,-0.002358491,-0.002873563,-0.019607843,-0.002096436,-0.083137255,-0.073321846
kryo-serializers,0.899765596,1,0.627602159,1297,814,154,1564,11.87355436,11.0895,-0.465848818,7.167809184,6.701960366,5.036952602,7.355001921,2.474313604,2.405998715,-1.593366093,-0.00077101,-0.001228501,-0.006493506,-0.000639386,-0.084220779,-0.090175391
la4j,0.980521311,1,0.549356865,13372,7346,758,9096,5.668561173,10.803,-0.599007021,9.500918248,8.901911226,6.630683386,9.115590035,1.734935324,2.379823873,-1.820310373,-7.48E-05,-0.000136129,-0.001319261,-0.000109938,-0.176411609,-0.09256688
LastCalc,0.944476622,1,0.391409194,6635,2597,34,4594,0.512434062,14.474,-0.938001735,8.800113947,7.862112212,3.526360525,8.432506383,-0.668583236,2.672353936,-2.554871005,-0.000150716,-0.00038506,-0.029411765,-0.000217675,-1.951470588,-0.069089402
linq4j,0.975041474,1,0.375483284,13191,4953,221,14307,1.675384732,18.133,-0.979541325,9.487290058,8.507748733,5.398162702,9.568504207,0.51604283,2.897733483,-2.663234403,-7.58E-05,-0.000201898,-0.004524887,-6.99E-05,-0.596877828,-0.055148073
Liqp,0.97965837,1,0.454164273,17410,7907,234,1876,1.344055141,17.517,-0.789296311,9.764800033,8.975503722,5.455321115,7.53689713,0.295691269,2.863171838,-2.201846465,-5.74E-05,-0.00012647,-0.004273504,-0.000533049,-0.744017094,-0.057087401
low-gc-membuffers,0.913742091,1,0.512041598,3654,1871,51,3183,1.395730706,14.4955,-0.669349411,8.203577737,7.534228326,3.931825633,8.065579427,0.333418082,2.673838256,-1.952966328,-0.000273673,-0.000534474,-0.019607843,-0.000314169,-0.716470588,-0.068986927
metrics-statsd,0.779800716,1,0.757352941,408,309,11,310,2.696078431,14.4415,-0.277925898,6.011267174,5.733341277,2.397895273,5.736572297,0.991798284,2.670106006,-1.32038835,-0.00245098,-0.003236246,-0.090909091,-0.003225806,-0.370909091,-0.069244885
mimecraft,0.779387932,1,0.784511785,297,233,14,394,4.713804714,19.826,-0.242693685,5.693732139,5.451038454,2.63905733,5.976350909,1.550495377,2.986994208,-1.274678112,-0.003367003,-0.004291845,-0.071428571,-0.002538071,-0.212142857,-0.050438818
multi-thread-context,1,1,0.034883721,258,9,31,580,12.01550388,24.6855,-3.355735008,5.552959585,2.197224577,3.433987204,6.363028104,2.486197806,3.206216027,-28.66666667,-0.003875969,-0.111111111,-0.032258065,-0.001724138,-0.083225806,-0.040509611
nar-maven-plugin,0.950217798,1,0.092810083,27928,2592,465,23665,1.664995703,24.8805,-2.377199991,10.23738505,7.860185057,6.142037406,10.07175244,0.509822543,3.214084364,-10.77469136,-3.58E-05,-0.000385802,-0.002150538,-4.23E-05,-0.600602151,-0.040192118
obd-java-api,0.716906189,1,0.434673367,796,346,42,1111,5.27638191,8.17,-0.833160411,6.679599186,5.846438775,3.737669618,7.01301579,1.663240618,2.100468909,-2.300578035,-0.001256281,-0.002890173,-0.023809524,-0.00090009,-0.18952381,-0.122399021
parsii,0.886985676,1,0.509168943,2563,1305,16,1713,0.624268435,7.9785,-0.674975407,7.848933726,7.17395832,2.772588722,7.446001498,-0.471174818,2.076750424,-1.963984674,-0.000390168,-0.000766284,-0.0625,-0.000583771,-1.601875,-0.125336843
patricia-trie,0.920057062,1,0.441108545,3031,1337,17,2782,0.560871,17.914,-0.8184643,8.016647877,7.198183577,2.833213344,7.930925372,-0.578264347,2.88558253,-2.267015707,-0.000329924,-0.000747943,-0.058823529,-0.000359454,-1.782941176,-0.055822262
PauselessHashMap,0.837209055,1,0.51284491,1051,539,1550,958,147.4785918,28.4195,-0.6677818,6.957497371,6.289715571,7.34601021,6.864847778,4.993683025,3.347075529,-1.949907236,-0.000951475,-0.001855288,-0.000645161,-0.001043841,-0.006780645,-0.035187107
PMD-core,0.980791762,1,0.24002563,23410,5619,458,20958,1.956428877,28.373,-1.427009569,10.06091856,8.633908991,6.126869184,9.950275714,0.67112081,3.345437989,-4.166221748,-4.27E-05,-0.000177968,-0.002183406,-4.77E-05,-0.511135371,-0.035244775
pollexor,0.880304173,1,0.848928974,887,753,58,592,6.538895152,22.3355,-0.163779755,6.787844982,6.624065228,4.060443011,6.383506635,1.877768214,3.106177341,-1.177954847,-0.001127396,-0.001328021,-0.017241379,-0.001689189,-0.152931034,-0.044771776
protoparser,0.95894696,1,0.720659341,4550,3279,166,2115,3.648351648,22.257,-0.327588735,8.422882512,8.095293777,5.111987788,7.656810091,1.294275462,3.102656566,-1.387618176,-0.00021978,-0.000304971,-0.006024096,-0.000472813,-0.274096386,-0.044929685
pusher-websocket-java,0.868402501,1,0.578911565,1470,851,204,1634,13.87755102,16.6805,-0.546605551,7.29301768,6.746412129,5.318119994,7.398786275,2.6302725,2.814240373,-1.727379553,-0.000680272,-0.001175088,-0.004901961,-0.000611995,-0.072058824,-0.059950241
raml-java-parser,0.960375788,1,0.708967571,6044,4285,190,8217,3.143613501,11.4495,-0.343945492,8.706821323,8.362875831,5.247024072,9.013960458,1.145372935,2.437946061,-1.41050175,-0.000165453,-0.000233372,-0.005263158,-0.000121699,-0.318105263,-0.087340059
redline,0.951440417,1,0.34019752,4759,1619,41,3809,0.861525531,11.397,-1.078228887,8.467792841,7.389563954,3.713572067,8.245121966,-0.149050588,2.433350163,-2.939468808,-0.000210128,-0.000617665,-0.024390244,-0.000262536,-1.160731707,-0.087742388
redline-smalltalk,0.995100166,1,0.170640835,10736,1832,43,5648,0.40052161,8.3185,-1.768194314,9.281357859,7.513163545,3.761200116,8.639056779,-0.914987558,2.11848195,-5.860262009,-9.31E-05,-0.000545852,-0.023255814,-0.000177054,-2.496744186,-0.120213981
RestFixture,0.945355684,1,0.682205972,3282,2239,268,3106,8.16575259,8.415,-0.382423655,8.096208272,7.713784617,5.590986981,8.041091004,2.099948895,2.130015828,-1.465832961,-0.000304692,-0.000446628,-0.003731343,-0.000321958,-0.122462687,-0.118835413
rome,0.971930859,1,0.456866033,10734,4904,475,11704,4.425190982,8.0115,-0.783365075,9.281171553,8.497806478,6.163314804,9.367685943,1.487313437,2.080878009,-2.188825449,-9.32E-05,-0.000203915,-0.002105263,-8.54E-05,-0.225978947,-0.12482057
rtree,0.927701329,1,0.737773638,2147,1584,199,1806,9.268747089,7.328,-0.304118226,7.671826798,7.367708572,5.293304825,7.498869734,2.226648213,1.991702627,-1.355429293,-0.000465766,-0.000631313,-0.005025126,-0.00055371,-0.107889447,-0.136462882
scribe-java,0.825180539,1,0.351901446,1867,657,99,2778,5.302624531,7.5365,-1.044404125,7.532088144,6.487684018,4.59511985,7.929486523,1.668201893,2.019757883,-2.841704718,-0.000535619,-0.00152207,-0.01010101,-0.000359971,-0.188585859,-0.132687587
scrypt,0.947026013,1,0.837418301,1224,1025,22,467,1.797385621,18.2625,-0.177431571,7.109879463,6.932447892,3.091042453,6.146329258,0.586333176,2.904849777,-1.194146341,-0.000816993,-0.00097561,-0.045454545,-0.002141328,-0.556363636,-0.054757016
skype-java-api,0.892074485,1,0.13499385,6504,878,43,6356,0.661131611,18.5865,-2.002526058,8.780172651,6.777646594,3.761200116,8.757154528,-0.41380235,2.922435511,-7.407744875,-0.000153752,-0.001138952,-0.023255814,-0.000157332,-1.51255814,-0.053802491
sonar-objective-c,0.745233967,1,0.256794752,1067,274,31,1441,2.905342081,12.2055,-1.359478145,6.972606251,5.613128106,3.433987204,7.273092596,1.066551139,2.50188667,-3.894160584,-0.000937207,-0.003649635,-0.032258065,-0.000693963,-0.344193548,-0.081930277
spatial4j,0.970971846,1,0.498434646,7666,3821,252,5243,3.287242369,6.0135,-0.696282798,8.944550246,8.248267447,5.529429088,8.564649133,1.190049028,1.794006942,-2.006281078,-0.000130446,-0.000261712,-0.003968254,-0.00019073,-0.304206349,-0.166292509
spring-data-commons,0.983083249,1,0.613786038,13666,8388,1035,14722,7.573540173,6.009,-0.488108883,9.522666275,9.034557392,6.942156706,9.597098253,2.024660616,1.793258345,-1.629232237,-7.32E-05,-0.000119218,-0.000966184,-6.79E-05,-0.132038647,-0.166417041
spring-retry,0.929694858,1,0.611062718,2296,1403,185,2716,8.057491289,13.4655,-0.492555677,7.738923757,7.24636808,5.220355825,7.906915489,2.086602254,2.600130859,-1.636493229,-0.00043554,-0.000712758,-0.005405405,-0.000368189,-0.124108108,-0.074263859
stateless4j,0.746907914,1,0.561781609,696,391,61,864,8.764367816,13.3595,-0.5766421,6.54534966,5.96870756,4.110873864,6.761572769,2.17069439,2.592227742,-1.780051151,-0.001436782,-0.002557545,-0.016393443,-0.001157407,-0.114098361,-0.074853101
statsd-jvm-profiler,0.69010187,1,0.370257967,659,244,33,691,5.007587253,9.9345,-0.993555309,6.490723535,5.497168225,3.496507561,6.538139824,1.610954213,2.296013548,-2.700819672,-0.001517451,-0.004098361,-0.03030303,-0.001447178,-0.19969697,-0.100659319
urlbuilder,0.927350389,1,0.786653185,989,778,48,690,4.85338726,6.4425,-0.239967807,6.896694332,6.656726524,3.871201011,6.536691598,1.579676865,1.862916664,-1.271208226,-0.001011122,-0.001285347,-0.020833333,-0.001449275,-0.206041667,-0.155219247
visualee,0.889750062,1,0.468421053,1900,890,76,1645,4,6.39,-0.758387702,7.549609165,6.791221463,4.33073334,7.405495663,1.386294361,1.854734268,-2.134831461,-0.000526316,-0.001123596,-0.013157895,-0.000607903,-0.25,-0.156494523
webbit,0.916342637,1,0.330933333,3750,1241,131,4914,3.493333333,54.0125,-1.105838334,8.229511119,7.123672785,4.875197323,8.499843553,1.25085639,3.989215501,-3.021756648,-0.000266667,-0.000805802,-0.007633588,-0.0002035,-0.286259542,-0.018514233
webprotege,0.980514171,1,0.091383939,61455,5616,1659,77573,2.699536246,54.561,-2.392685533,11.02606048,8.633374946,7.41397029,11.25897471,0.993079998,3.999319342,-10.94284188,-1.63E-05,-0.000178063,-0.000602773,-1.29E-05,-0.370433996,-0.01832811
WorldGuard,0.851149455,1,0.043555556,25875,1127,148,21845,0.571980676,52.099,-3.133718017,10.16103253,7.027314514,4.997212274,9.991727341,-0.558650071,3.953145755,-22.95918367,-3.86E-05,-0.000887311,-0.006756757,-4.58E-05,-1.748310811,-0.019194226
wsc,0.984757838,1,0.094082873,17931,1687,16,13016,0.089230941,51.087,-2.363579255,9.794286337,7.430707083,2.772588722,9.473934649,-2.416527429,3.933530062,-10.62892709,-5.58E-05,-0.000592768,-0.0625,-7.68E-05,-11.206875,-0.019574451
wsdoc,0.96426837,1,0.639652677,2073,1326,47,1598,2.267245538,51.057,-0.446829942,7.636752112,7.189922171,3.850147602,7.376508126,0.818565675,3.932942656,-1.563348416,-0.000482393,-0.000754148,-0.021276596,-0.000625782,-0.44106383,-0.019585953
xembly,0.888142923,1,0.388950276,2715,1056,57,1202,2.099447514,37.39,-0.944303768,7.906547232,6.962243464,4.043051268,7.091742115,0.741674221,3.621403289,-2.571022727,-0.000368324,-0.00094697,-0.01754386,-0.000831947,-0.476315789,-0.026745119
xsoup,0.897042683,1,0.529895025,2191,1161,27,2031,1.232314012,37.1645,-0.635076358,7.69211334,7.057036982,3.295836866,7.616283562,0.208893712,3.615354005,-1.887166236,-0.000456413,-0.000861326,-0.037037037,-0.000492368,-0.811481481,-0.026907398
