CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
510,1,1,34,41,41,34,12,22,0,49,41
911,2,1,1,41,41,35,12,41,0,48,82
947,3,1,0,4,4,35,12,41,0,48,86
1198,4,1,9,28,28,44,26,45,0,39,114
1360,5,1,2,20,20,46,29,47,0,37,134
1360,6,1,0,0,0,46,29,47,0,37,134
1361,7,1,0,0,0,46,29,47,0,37,134
1476,8,1,19,20,20,65,40,55,0,18,154
1493,9,1,3,3,3,68,41,57,0,15,157
1654,10,2,1,21,21,69,53,65,0,14,178
1677,11,4,1,3,3,70,54,65,0,13,181
1813,12,6,0,15,15,70,59,69,0,13,196
