CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
83,1,1,2,2,2,2,2,0,0,1288,2
232,2,1,1,2,2,3,4,0,0,1287,4
1995,3,1,14,34,34,17,14,4,0,1273,38
3405,4,1,0,33,33,17,21,8,0,1273,71
4300,5,1,0,22,22,17,23,12,0,1273,93
5944,6,1,3,34,34,20,25,17,0,1270,127
6613,7,1,1,19,19,21,27,20,0,1269,146
6704,8,1,1,2,2,22,29,20,0,1268,148
7808,9,1,1,25,25,23,31,24,0,1267,173
8300,10,1,1,11,11,24,35,24,0,1266,184
10384,11,1,12,46,46,36,46,29,0,1254,230
12624,12,1,0,45,45,36,54,34,0,1254,275
13200,13,1,0,13,13,36,56,35,0,1254,288
13303,14,1,1,3,3,37,59,35,0,1253,291
13407,15,1,1,2,2,38,61,35,0,1252,293
14371,16,1,4,25,25,42,66,39,0,1248,318
15284,17,1,0,24,24,42,69,43,0,1248,342
16508,18,1,4,29,29,46,75,47,0,1244,371
18648,19,1,4,42,42,50,78,52,0,1240,413
18741,20,1,1,3,3,51,81,52,0,1239,416
20298,21,1,0,33,33,51,83,56,0,1239,449
20496,22,1,1,4,4,52,85,56,0,1238,453
20663,23,1,1,3,3,53,87,56,0,1237,456
20772,24,1,1,2,2,54,89,56,0,1236,458
21499,25,1,1,15,15,55,89,57,0,1235,473
24426,26,1,5,53,53,60,100,62,0,1230,526
25664,27,1,0,28,28,60,100,66,0,1230,554
27998,28,1,0,42,42,60,103,71,0,1230,596
30488,29,1,2,47,47,62,105,77,0,1228,643
32972,30,1,2,43,43,64,107,82,0,1226,686
34772,31,1,0,38,38,64,107,89,0,1226,724
37805,32,1,0,52,52,64,115,94,0,1226,776
38891,33,1,0,19,19,64,117,95,0,1226,795
41224,34,1,5,44,44,69,127,99,0,1221,839
42625,35,1,2,32,32,71,130,103,0,1219,871
44661,36,1,1,42,42,72,131,108,0,1218,913
46677,37,1,1,42,42,73,132,113,0,1217,955
48903,38,1,1,42,42,74,135,118,0,1216,997
49432,39,1,5,11,11,79,146,118,0,1211,1008
