CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
692,1,1,31,41,41,31,0,31,0,631,41
1101,2,1,5,27,27,36,9,47,0,626,68
1815,3,1,3,30,30,39,19,65,0,623,98
1916,4,1,0,5,5,39,19,70,0,623,103
2190,5,1,6,11,11,45,19,81,0,617,114
2889,6,1,5,43,43,50,19,117,0,612,157
3130,7,1,0,16,16,50,19,131,0,612,173
3233,8,1,0,5,5,50,19,136,0,612,178
3535,9,1,0,16,16,50,19,150,0,612,194
3596,10,1,0,5,5,50,19,155,0,612,199
3969,11,1,0,16,16,50,19,169,0,612,215
4174,12,1,0,15,15,50,19,177,0,612,230
4292,13,1,2,7,7,52,19,184,0,610,237
5335,14,1,8,53,53,60,19,226,0,602,290
5428,15,1,2,7,7,62,19,233,0,600,297
6124,16,1,0,43,43,62,19,269,0,600,340
6234,17,1,2,7,7,64,19,276,0,598,347
6535,18,1,8,18,18,72,19,289,0,590,365
7306,19,1,5,37,37,77,22,314,0,585,402
7476,20,1,0,16,16,77,22,328,0,585,418
7530,21,1,0,5,5,77,22,333,0,585,423
8449,22,1,13,51,51,90,22,369,0,572,474
8574,23,1,4,9,9,94,22,378,0,568,483
9319,24,1,30,48,48,124,38,405,1,538,531
9998,25,1,15,51,51,139,55,432,1,523,582
10403,26,1,0,33,33,139,70,448,1,523,615
10536,27,1,0,16,16,139,70,462,1,523,631
11460,28,1,30,75,75,169,99,494,1,493,706
11580,29,1,0,16,16,169,101,508,1,493,722
11692,30,1,0,16,16,169,101,522,1,493,738
12279,31,1,14,51,51,183,119,549,1,479,789
12613,32,1,0,33,33,183,134,565,1,479,822
12723,33,1,0,16,16,183,136,579,1,479,838
13598,34,1,37,79,79,220,158,623,1,442,917
13720,35,1,0,16,16,220,158,637,1,442,933
14835,36,1,36,81,81,256,190,672,1,406,1014
15323,37,1,4,36,36,260,203,690,1,402,1050
15480,38,1,2,18,18,262,206,705,1,400,1068
15705,39,1,2,18,18,264,207,720,1,398,1086
16656,40,1,0,68,68,264,236,747,1,398,1154
17255,41,1,11,44,44,275,252,771,1,387,1198
18165,42,1,0,68,68,275,282,798,1,387,1266
18407,43,1,6,22,22,281,283,817,1,381,1288
18731,44,1,1,22,22,282,284,836,1,380,1310
19046,45,1,7,25,25,289,289,854,1,373,1335
20049,46,1,0,74,74,289,309,896,1,373,1409
20682,47,1,20,55,55,309,327,929,1,353,1464
21515,48,1,0,75,75,309,355,961,1,353,1539
21763,49,1,3,25,25,312,360,979,1,350,1564
22212,50,1,14,34,34,326,360,1001,1,336,1598
24646,51,1,2,140,140,328,360,1088,1,334,1738
24933,52,1,0,17,17,328,360,1102,1,334,1755
26102,53,1,4,69,69,332,361,1155,1,330,1824
27198,54,1,2,62,62,334,361,1203,1,328,1886
27470,55,1,0,17,17,334,361,1217,1,328,1903
28672,56,1,5,79,79,339,361,1277,1,323,1982
29729,57,1,0,66,66,339,361,1318,1,323,2048
29858,58,2,0,11,11,339,361,1329,1,323,2059
30680,59,2,15,60,60,354,365,1377,1,308,2119
30739,60,2,0,5,5,354,365,1382,1,308,2124
