CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
0,1,1,0,0,0,0,0,0,0,1689,0
0,2,1,0,0,0,0,0,0,0,1689,0
1,3,1,0,0,0,0,0,0,0,1689,0
1,4,1,0,0,0,0,0,0,0,1689,0
20147,5,1,287,486,486,287,51,231,5,1402,486
29122,6,1,29,277,277,316,83,316,5,1373,763
29237,7,1,2,7,7,318,85,316,5,1371,770
29425,8,1,3,10,10,321,87,317,5,1368,780
29425,9,2,0,0,0,321,87,317,5,1368,780
29425,10,2,0,0,0,321,87,317,5,1368,780
35349,11,2,44,167,167,365,94,354,5,1324,947
42869,12,2,50,252,252,415,104,537,5,1274,1199
48705,13,2,15,180,180,430,110,614,7,1259,1379
48894,14,4,0,0,0,430,110,614,7,1259,1379
60522,15,4,4,277,277,434,164,707,8,1255,1656
60522,16,12,0,0,0,434,164,707,8,1255,1656
60737,17,14,0,11,11,434,166,707,8,1255,1667
82170,18,17,85,319,319,519,196,785,17,1170,1986
90974,19,23,62,197,197,581,217,837,20,1108,2183
100085,20,41,31,167,167,612,270,873,20,1077,2350
281446,21,81,117,593,593,729,333,1176,31,960,2943
281446,22,88,0,0,0,729,333,1176,31,960,2943
301794,23,98,152,187,187,881,377,1287,31,808,3130
301794,24,99,0,0,0,881,377,1287,31,808,3130
588611,25,236,202,799,799,1083,477,1686,52,606,3929
588613,26,469,0,0,0,1083,477,1686,52,606,3929
889215,27,670,14,682,682,1097,537,2060,71,592,4611
889215,28,25369,0,0,0,1097,537,2060,71,592,4611
2020666,29,26140,75,211,211,1172,601,2162,71,517,4822
39794134,30,35040,4,309,309,1176,633,2280,77,513,5131
39794134,31,37856,0,0,0,1176,633,2280,77,513,5131
182816212,32,137547,0,283,283,1176,665,2390,83,513,5414
182816212,33,141310,0,0,0,1176,665,2390,83,513,5414
