1,KILLED,4,1,5,6,3,2
2,KILLED,4,1,5,6,3,2
3,SURVIVED
4,KILLED,4
5,KILLED,4
6,KILLED,4,1,5,6,3,2
7,KILLED,4,1,5,6,3,2
8,KILLED,4,1,5,6,3,2
9,SURVIVED
10,SURVIVED
11,KILLED,4,1,5,6,3,2
12,KILLED,4,3
13,KILLED,4,1,5,6,3,2
14,KILLED,4,3
15,KILLED,4,3
16,KILLED,4,1,5,6,3,2
17,SURVIVED
18,KILLED,4,3
19,KILLED,4
20,KILLED,4,3
21,KILLED,4,3
22,SURVIVED
23,KILLED,4,1,5,6,3,2
24,KILLED,4,3
25,KILLED,4,1,5,6,3,2
26,KILLED,4
27,KILLED,4
28,TIMED_OUT
29,KILLED,4
30,KILLED,4
31,KILLED,4
32,TIMED_OUT
33,SURVIVED
34,KILLED,4
35,KILLED,4
36,KILLED,4
37,TIMED_OUT
38,KILLED,4
39,KILLED,4
40,KILLED,4
41,KILLED,4
42,KILLED,4
43,KILLED,4
44,SURVIVED
45,SURVIVED
46,SURVIVED
47,KILLED,4
48,KILLED,4
49,KILLED,4
50,KILLED,4
51,KILLED,4
52,KILLED,4
53,SURVIVED
54,SURVIVED
55,KILLED,4
56,KILLED,4
57,KILLED,4
58,KILLED,4
59,KILLED,4
60,KILLED,4
61,KILLED,4
62,KILLED,4
63,KILLED,4
64,KILLED,4
65,SURVIVED
66,KILLED,4
67,KILLED,4
68,KILLED,4
69,KILLED,4
70,KILLED,4
71,KILLED,4
72,KILLED,4
73,KILLED,4
74,KILLED,4
75,KILLED,4
76,KILLED,4
77,KILLED,4
78,KILLED,4
79,KILLED,4
80,KILLED,4
81,KILLED,4
82,KILLED,4
83,KILLED,4
84,KILLED,4
85,KILLED,4
86,KILLED,4
87,KILLED,4
88,KILLED,4
89,KILLED,4
90,SURVIVED
91,SURVIVED
92,KILLED,4
93,KILLED,4
94,KILLED,4
95,SURVIVED
96,KILLED,4
97,KILLED,4
98,KILLED,4
99,KILLED,4
100,KILLED,4,1,5,6,3,2
101,KILLED,4,1,5,6,3,2
102,KILLED,4,1,5,6,3,2
103,KILLED,4,1,5,6,2
104,TIMED_OUT
105,KILLED,4,1,5,6,2
106,KILLED,4,1,5,6,2
107,KILLED,4
108,KILLED,4
109,KILLED,4,1,5,6,2
110,KILLED,4
111,KILLED,4,1,5,6,3,2
112,KILLED,4,1,5,6,2
113,KILLED,4
114,KILLED,4,1,5,6,3,2
115,KILLED,4,1,5,6,3,2
116,TIMED_OUT
117,TIMED_OUT
118,TIMED_OUT
119,TIMED_OUT
120,KILLED,4,1,5,6,3,2
121,SURVIVED
122,TIMED_OUT
123,KILLED,4
124,KILLED,4
