TestNo,TestName
1,com.artemis.managers.EntityManagerTest[testCreateNewEntityInstance]
2,com.artemis.managers.GenericGroupManagerTest[testGetGroups]
3,com.artemis.managers.GenericGroupManagerTest[testRemoveAll]
4,com.artemis.managers.GroupManagerTest[testGetGroups]
5,com.artemis.managers.GroupManagerTest[testRemoveAll]
6,com.artemis.managers.PlayerManagerTest[testSimple]
7,com.artemis.managers.SingletonComponentManagerTest[testStorageRetrieval]
8,com.artemis.systems.ExpirationSystemTest[testExpirationWithTimerReuse]
9,com.artemis.utils.IdentifierTest[testCheckIn]
10,com.artemis.utils.IdentifierTest[testDispose]
11,com.artemis.managers.ComponentManagerTest[testGetComponents]
12,com.artemis.managers.SingletonEntityManagerTest[testSimple]
13,com.artemis.utils.SafeArrayTest[testGetSet]
14,com.artemis.managers.GenericGroupManagerTest[testInGroup]
15,com.artemis.managers.GroupManagerTest[testInGroup]
16,com.artemis.managers.ComponentManagerTest[testRemoveComponent]
17,com.artemis.utils.IdentifierTest[testCheckOut]
18,com.artemis.managers.TeamManagerTest[testSimple]
19,com.artemis.managers.GroupManagerTest[testGetEntities]
20,com.artemis.managers.EntityManagerTest[testReuseEntityInstance]
21,com.artemis.managers.GenericGroupManagerTest[testGetEntities]
22,com.artemis.systems.PassiveSystemTest[testPassive]
23,com.artemis.managers.PlayerManagerTest[testDeleteEntity]
24,com.artemis.managers.SingletonEntityManagerTest[testDeleteEntity]
25,com.artemis.ComponentMapperTest[testComponentCaching]
26,com.artemis.managers.ComponentManagerTest[testComponentReplace]
27,com.artemis.systems.event.BasicEventDeliverySystemTest[testSimple]
28,com.artemis.managers.SingletonComponentManagerTest[testSystemAccess]
29,com.artemis.systems.EntityProcessingSystemTest[testDelete]
30,com.artemis.systems.EntitySystemTest[testCheck]
31,com.artemis.systems.ExpirationSystemTest[testExpiration]
32,com.artemis.systems.SkipEntityProcessingSystemTest[testExpiration]
33,com.artemis.systems.event.EventProcessingSystemTest[testEventProcessingSystems]
34,com.artemis.ParentMapperTest[testParentMapper]
35,com.artemis.EntityTest[testGetComponents]
