TestNo,TestName
1,com.sforce.async.CSVReaderTest[testQuote]
2,com.sforce.async.CSVReaderTest[testHeader]
3,com.sforce.async.CSVReaderTest[testQuoteInsideField]
4,com.sforce.async.CSVReaderTest[testNotClosedQuote]
5,com.sforce.async.CSVReaderTest[testBasic]
6,com.sforce.ws.bind.XmlObjectTest[testStringArray]
7,com.sforce.ws.bind.XmlObjectTest[testSubclassWrite]
8,com.sforce.ws.codegen.ConnectorCodeGeneratorTest[testGenerateConnectorSource]
9,com.sforce.ws.codegen.SObjectCodeGeneratorTest[testGenerateSObjectSource]
10,com.sforce.ws.codegen.SimpleTypeCodeGeneratorTest[testGenerateSimpleTypeSource]
11,com.sforce.async.CSVReaderTest[testRowSizeLimits]
12,com.sforce.ws.codegen.ConnectionCodeGeneratorTest[testGenerateConnectionSource]
13,com.sforce.ws.codegen.AggregateCodeGeneratorTest[testGenerateSObjectSource]
14,com.sforce.ws.codegen.ComplexTypeCodeGeneratorTest[testGenerateComplexTypeSource]
15,com.sforce.async.CSVReaderTest[testRowLimits]
16,com.sforce.async.CSVReaderTest[testFileSizeLimits]
