CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
1116,1,1,72,128,128,72,30,39,3,2355,128
2176,2,1,16,141,141,88,65,79,6,2339,269
3152,3,1,1,137,137,89,86,112,9,2338,406
3889,4,2,2,126,126,91,137,114,10,2336,532
4705,5,6,0,103,103,91,166,141,13,2336,635
94146,6,24,812,2268,2268,903,265,853,14,1524,2903
104195,7,29,12,668,668,915,271,943,14,1512,3571
104195,8,77,0,0,0,915,271,943,14,1512,3571
104195,9,82,0,0,0,915,271,943,14,1512,3571
104195,10,82,0,0,0,915,271,943,14,1512,3571
108679,11,84,6,100,100,921,291,961,17,1506,3671
108679,12,104,0,0,0,921,291,961,17,1506,3671
108679,13,133,0,0,0,921,291,961,17,1506,3671
109813,14,155,7,11,11,928,298,961,17,1499,3682
121098,15,159,6,102,102,934,321,994,20,1493,3784
176504,16,954,5,102,102,939,352,1022,23,1488,3886
