MutantNo,[FAIL | TIME | EXC | LIVE]
37,LIVE
38,LIVE
39,LIVE
40,LIVE
41,LIVE
42,FAIL
43,LIVE
44,LIVE
45,LIVE
48,LIVE
49,LIVE
51,FAIL
52,FAIL
53,FAIL
59,LIVE
60,FAIL
62,FAIL
63,FAIL
64,LIVE
65,FAIL
66,LIVE
67,LIVE
68,LIVE
69,LIVE
70,LIVE
71,LIVE
72,LIVE
73,LIVE
74,FAIL
75,LIVE
76,LIVE
77,LIVE
78,LIVE
79,LIVE
80,LIVE
81,LIVE
82,FAIL
83,LIVE
84,LIVE
85,LIVE
86,LIVE
87,LIVE
88,LIVE
89,LIVE
90,LIVE
91,LIVE
92,LIVE
93,LIVE
94,LIVE
95,LIVE
96,LIVE
97,LIVE
98,LIVE
99,LIVE
100,LIVE
101,LIVE
102,LIVE
103,LIVE
104,LIVE
105,LIVE
106,LIVE
107,LIVE
108,LIVE
109,LIVE
160,LIVE
161,LIVE
162,LIVE
163,LIVE
164,FAIL
165,LIVE
166,LIVE
167,FAIL
173,LIVE
174,LIVE
175,LIVE
176,FAIL
177,LIVE
179,FAIL
180,LIVE
181,LIVE
182,LIVE
189,FAIL
190,FAIL
209,LIVE
210,LIVE
211,LIVE
212,FAIL
213,LIVE
215,FAIL
216,FAIL
217,FAIL
218,LIVE
219,FAIL
220,LIVE
221,FAIL
222,FAIL
223,FAIL
224,LIVE
225,FAIL
226,FAIL
227,FAIL
228,LIVE
234,LIVE
235,LIVE
236,LIVE
237,FAIL
238,LIVE
239,LIVE
252,FAIL
253,FAIL
257,LIVE
258,LIVE
259,FAIL
263,LIVE
273,LIVE
274,FAIL
275,LIVE
276,LIVE
284,LIVE
285,LIVE
286,FAIL
287,FAIL
288,FAIL
316,LIVE
317,FAIL
318,FAIL
319,LIVE
320,LIVE
321,LIVE
323,LIVE
324,FAIL
325,FAIL
326,FAIL
327,FAIL
328,FAIL
329,LIVE
330,FAIL
331,LIVE
332,FAIL
335,LIVE
336,FAIL
337,LIVE
338,LIVE
348,LIVE
349,LIVE
350,FAIL
386,LIVE
387,LIVE
388,LIVE
389,LIVE
390,LIVE
403,FAIL
404,FAIL
405,LIVE
406,LIVE
407,LIVE
408,FAIL
409,LIVE
410,LIVE
411,LIVE
412,FAIL
413,LIVE
414,FAIL
415,FAIL
416,FAIL
417,FAIL
418,FAIL
419,FAIL
420,LIVE
421,LIVE
422,LIVE
423,FAIL
424,LIVE
425,FAIL
426,FAIL
427,LIVE
428,LIVE
429,LIVE
430,FAIL
431,FAIL
432,FAIL
433,LIVE
434,LIVE
435,LIVE
439,FAIL
440,LIVE
441,FAIL
442,LIVE
443,LIVE
444,FAIL
445,LIVE
446,LIVE
447,FAIL
448,FAIL
449,LIVE
450,LIVE
451,FAIL
452,FAIL
453,LIVE
454,LIVE
455,LIVE
456,LIVE
457,LIVE
458,LIVE
459,FAIL
460,LIVE
461,FAIL
462,LIVE
463,LIVE
464,FAIL
465,LIVE
468,LIVE
469,FAIL
470,LIVE
471,FAIL
472,LIVE
473,FAIL
474,FAIL
475,LIVE
481,LIVE
482,LIVE
483,LIVE
484,FAIL
485,LIVE
486,FAIL
487,LIVE
488,FAIL
489,LIVE
490,LIVE
491,FAIL
492,LIVE
493,FAIL
494,FAIL
495,FAIL
496,FAIL
497,LIVE
498,LIVE
499,FAIL
500,LIVE
501,LIVE
502,LIVE
503,LIVE
504,LIVE
505,LIVE
506,LIVE
507,LIVE
514,FAIL
515,FAIL
516,LIVE
517,LIVE
518,FAIL
519,LIVE
520,LIVE
521,LIVE
522,LIVE
523,LIVE
525,LIVE
526,LIVE
527,LIVE
528,LIVE
529,LIVE
530,LIVE
531,LIVE
532,FAIL
533,FAIL
534,LIVE
535,FAIL
536,LIVE
537,LIVE
538,LIVE
539,FAIL
540,FAIL
541,LIVE
542,FAIL
543,LIVE
544,LIVE
545,LIVE
546,FAIL
547,FAIL
548,LIVE
549,FAIL
550,LIVE
593,LIVE
594,LIVE
595,LIVE
596,LIVE
597,LIVE
598,LIVE
599,LIVE
600,LIVE
601,LIVE
602,LIVE
603,LIVE
604,LIVE
605,LIVE
606,LIVE
607,LIVE
608,FAIL
609,LIVE
610,LIVE
611,LIVE
612,FAIL
613,FAIL
617,FAIL
618,LIVE
619,FAIL
620,LIVE
621,LIVE
622,FAIL
623,FAIL
624,LIVE
625,FAIL
626,FAIL
627,FAIL
628,FAIL
629,LIVE
630,LIVE
631,LIVE
632,FAIL
633,LIVE
634,FAIL
635,LIVE
636,FAIL
637,LIVE
638,LIVE
639,LIVE
640,LIVE
641,LIVE
642,FAIL
643,FAIL
644,FAIL
645,LIVE
646,FAIL
647,FAIL
648,LIVE
649,FAIL
650,LIVE
651,LIVE
652,LIVE
653,LIVE
654,LIVE
655,LIVE
656,LIVE
657,LIVE
658,LIVE
659,FAIL
660,LIVE
661,LIVE
662,LIVE
663,FAIL
664,LIVE
669,LIVE
670,LIVE
671,LIVE
672,LIVE
673,LIVE
674,LIVE
675,LIVE
676,LIVE
677,LIVE
678,LIVE
679,LIVE
680,LIVE
681,LIVE
682,LIVE
683,LIVE
684,LIVE
685,LIVE
686,LIVE
687,LIVE
688,LIVE
689,LIVE
690,LIVE
691,LIVE
692,LIVE
693,LIVE
694,LIVE
695,LIVE
696,LIVE
697,LIVE
698,FAIL
699,LIVE
709,LIVE
710,LIVE
711,LIVE
712,LIVE
713,LIVE
715,FAIL
716,LIVE
717,FAIL
718,FAIL
719,FAIL
720,FAIL
721,FAIL
729,FAIL
738,LIVE
739,FAIL
741,LIVE
745,LIVE
746,LIVE
747,LIVE
748,LIVE
753,LIVE
754,LIVE
755,LIVE
757,FAIL
758,LIVE
759,FAIL
763,LIVE
764,LIVE
765,LIVE
766,LIVE
767,FAIL
768,LIVE
769,FAIL
770,FAIL
771,FAIL
772,FAIL
773,FAIL
774,FAIL
775,LIVE
776,FAIL
777,FAIL
778,LIVE
779,FAIL
780,FAIL
781,LIVE
782,LIVE
783,LIVE
784,LIVE
785,LIVE
786,LIVE
787,LIVE
788,LIVE
789,LIVE
790,LIVE
791,LIVE
792,LIVE
793,LIVE
794,LIVE
795,LIVE
796,LIVE
797,LIVE
798,LIVE
799,LIVE
800,LIVE
801,LIVE
802,FAIL
803,LIVE
804,LIVE
805,FAIL
806,LIVE
807,LIVE
808,LIVE
809,LIVE
811,FAIL
812,FAIL
813,FAIL
814,FAIL
815,LIVE
816,LIVE
817,LIVE
818,LIVE
819,LIVE
820,LIVE
821,LIVE
822,LIVE
823,LIVE
824,LIVE
825,LIVE
826,LIVE
827,LIVE
828,LIVE
829,LIVE
830,LIVE
831,FAIL
832,FAIL
833,FAIL
834,LIVE
835,FAIL
836,FAIL
837,LIVE
838,FAIL
839,LIVE
840,LIVE
841,LIVE
842,LIVE
843,FAIL
844,LIVE
845,LIVE
846,LIVE
847,LIVE
849,LIVE
850,LIVE
851,LIVE
852,LIVE
853,LIVE
854,LIVE
855,LIVE
856,LIVE
857,LIVE
859,LIVE
860,LIVE
861,LIVE
862,LIVE
863,LIVE
864,LIVE
865,FAIL
866,LIVE
867,LIVE
868,LIVE
869,LIVE
870,LIVE
871,FAIL
872,LIVE
873,LIVE
874,LIVE
875,LIVE
876,LIVE
877,LIVE
878,LIVE
879,LIVE
880,LIVE
881,LIVE
882,LIVE
883,LIVE
884,LIVE
885,LIVE
886,LIVE
887,LIVE
888,LIVE
889,LIVE
890,LIVE
891,LIVE
892,LIVE
893,LIVE
894,LIVE
895,LIVE
941,FAIL
942,LIVE
943,LIVE
944,LIVE
945,LIVE
946,FAIL
947,FAIL
948,FAIL
968,FAIL
969,FAIL
970,LIVE
971,LIVE
972,LIVE
973,LIVE
974,LIVE
975,LIVE
976,LIVE
977,LIVE
978,LIVE
979,LIVE
983,LIVE
984,LIVE
985,LIVE
986,LIVE
987,LIVE
988,FAIL
989,LIVE
990,LIVE
991,FAIL
992,FAIL
993,LIVE
994,FAIL
995,LIVE
996,FAIL
997,LIVE
998,LIVE
1000,LIVE
1001,LIVE
1002,FAIL
1003,LIVE
1004,LIVE
1005,FAIL
1006,FAIL
1007,FAIL
1008,FAIL
1009,FAIL
1010,LIVE
1011,LIVE
1012,FAIL
1013,LIVE
1014,FAIL
1015,LIVE
1016,FAIL
1017,FAIL
1018,LIVE
1019,LIVE
1020,LIVE
1021,LIVE
1022,LIVE
1023,LIVE
1024,LIVE
1025,LIVE
1026,LIVE
1027,LIVE
1028,LIVE
1029,LIVE
1030,FAIL
1031,FAIL
1032,FAIL
1034,FAIL
1035,FAIL
1036,FAIL
1037,LIVE
1038,LIVE
1042,FAIL
1043,LIVE
1044,LIVE
1045,LIVE
1046,LIVE
1047,LIVE
1049,LIVE
1050,LIVE
1051,FAIL
1052,LIVE
1054,FAIL
1055,LIVE
1056,LIVE
1057,LIVE
1058,LIVE
1059,LIVE
1060,LIVE
1061,FAIL
1062,LIVE
1063,FAIL
1067,FAIL
1068,LIVE
1069,LIVE
1070,FAIL
1071,LIVE
1072,LIVE
1073,FAIL
1074,LIVE
1075,LIVE
1076,LIVE
1077,LIVE
1078,LIVE
1079,FAIL
1080,LIVE
1081,FAIL
1082,LIVE
1083,LIVE
1084,LIVE
1085,LIVE
1086,LIVE
1087,LIVE
1088,FAIL
1089,FAIL
1090,FAIL
1091,FAIL
1092,FAIL
1093,FAIL
1094,LIVE
1095,LIVE
1096,LIVE
1097,FAIL
1098,LIVE
1099,FAIL
1100,LIVE
1101,FAIL
1102,LIVE
1103,LIVE
1104,FAIL
1105,FAIL
1222,LIVE
1223,LIVE
1224,LIVE
1225,LIVE
1227,FAIL
1228,FAIL
1229,LIVE
1230,LIVE
1231,FAIL
1232,LIVE
1233,FAIL
1234,LIVE
1235,LIVE
1236,FAIL
1237,LIVE
1249,FAIL
1250,FAIL
1251,LIVE
1263,LIVE
1264,FAIL
1265,LIVE
1277,LIVE
1278,LIVE
1279,FAIL
1280,LIVE
1281,LIVE
1321,LIVE
1322,LIVE
1323,LIVE
1324,LIVE
1325,LIVE
1327,FAIL
1328,FAIL
1329,LIVE
1330,LIVE
1331,FAIL
1332,LIVE
1333,FAIL
1334,LIVE
1335,LIVE
1336,LIVE
1337,LIVE
1342,LIVE
1343,FAIL
1344,LIVE
1356,LIVE
1357,FAIL
1358,LIVE
1373,FAIL
1374,LIVE
1375,LIVE
1376,LIVE
1388,LIVE
1389,LIVE
1390,FAIL
1391,LIVE
1392,LIVE
1426,LIVE
1427,LIVE
1429,LIVE
1430,LIVE
1431,LIVE
1432,LIVE
1433,LIVE
1435,FAIL
1609,LIVE
2157,FAIL
2158,FAIL
2159,LIVE
2160,LIVE
2161,LIVE
2162,LIVE
2163,LIVE
2164,LIVE
2165,LIVE
2166,FAIL
2167,LIVE
2168,LIVE
2169,LIVE
2170,LIVE
2171,LIVE
2172,LIVE
2173,LIVE
2180,FAIL
2181,FAIL
2182,LIVE
2183,LIVE
2184,FAIL
2185,LIVE
2186,LIVE
2187,LIVE
2188,LIVE
2189,LIVE
2191,LIVE
2192,FAIL
2193,LIVE
2194,FAIL
2195,LIVE
2196,LIVE
2197,FAIL
2203,LIVE
2204,FAIL
2210,LIVE
2211,FAIL
2217,LIVE
2218,FAIL
2224,LIVE
2225,FAIL
2226,LIVE
2227,FAIL
2228,LIVE
2229,FAIL
2235,LIVE
2236,FAIL
2242,LIVE
2243,FAIL
2249,FAIL
2250,FAIL
2251,LIVE
2252,LIVE
2253,FAIL
2254,LIVE
2255,LIVE
2256,FAIL
2257,FAIL
2258,LIVE
2259,LIVE
2266,FAIL
2267,FAIL
2268,LIVE
2269,LIVE
2271,LIVE
2272,FAIL
2273,LIVE
2274,FAIL
2275,LIVE
2276,LIVE
2277,FAIL
2283,LIVE
2284,FAIL
2290,LIVE
2291,FAIL
2297,LIVE
2298,FAIL
2304,LIVE
2305,FAIL
2311,FAIL
2312,FAIL
2313,LIVE
2314,LIVE
